,person.type,person.value,religion.xml:lang,religion.type,religion.value,personLabel.xml:lang,personLabel.type,personLabel.value
637,uri,http://www.wikidata.org/entity/Q56392135,,,,en,literal,Jeffrey M Wilson
638,uri,http://www.wikidata.org/entity/Q56394231,,,,en,literal,Andrew P. Somlyo
639,uri,http://www.wikidata.org/entity/Q56394384,,,,en,literal,Avril Somlyo
640,uri,http://www.wikidata.org/entity/Q56395652,,,,en,literal,Ali D Güler
641,uri,http://www.wikidata.org/entity/Q56421288,,,,en,literal,Anne M Mills
642,uri,http://www.wikidata.org/entity/Q56433945,,,,en,literal,Nathan C. Sheffield
643,uri,http://www.wikidata.org/entity/Q56441403,,,,en,literal,Joann M. McDermid
644,uri,http://www.wikidata.org/entity/Q56448445,,,,en,literal,Shyamal D Peddada
645,uri,http://www.wikidata.org/entity/Q56451849,,,,en,literal,Paulina Rybakowska
646,uri,http://www.wikidata.org/entity/Q56456687,,,,en,literal,Wei-Min Chen
647,uri,http://www.wikidata.org/entity/Q56477004,,,,en,literal,George Glass
648,uri,http://www.wikidata.org/entity/Q56477300,,,,en,literal,Mohamed A Elzoghby
649,uri,http://www.wikidata.org/entity/Q56480251,,,,en,literal,Amori Yee Mikami
650,uri,http://www.wikidata.org/entity/Q56487531,,,,en,literal,Matthew J Barrett
651,uri,http://www.wikidata.org/entity/Q56506539,,,,en,literal,Minton Truitt Cooper
652,uri,http://www.wikidata.org/entity/Q56513998,,,,en,literal,Sandro Da Mesquita
653,uri,http://www.wikidata.org/entity/Q56524713,,,,en,literal,Corinne M Silva
654,uri,http://www.wikidata.org/entity/Q56549873,,,,en,literal,Sunil W Dutta
655,uri,http://www.wikidata.org/entity/Q56550085,,,,en,literal,Kurt W Kolasinski
656,uri,http://www.wikidata.org/entity/Q56564083,,,,en,literal,James A. Marshall
657,uri,http://www.wikidata.org/entity/Q56564128,,,,en,literal,Eric Herbst
658,uri,http://www.wikidata.org/entity/Q56565543,,,,en,literal,Israel Klich
659,uri,http://www.wikidata.org/entity/Q56600128,,,,en,literal,Roman M. Lazarenko
660,uri,http://www.wikidata.org/entity/Q56635793,,,,en,literal,Marc P Michalsky
661,uri,http://www.wikidata.org/entity/Q56679154,,,,en,literal,Sarah K. Boutle
662,uri,http://www.wikidata.org/entity/Q56706068,,,,en,literal,Andrew Sallans
663,uri,http://www.wikidata.org/entity/Q56746792,,,,en,literal,Sandeep Singh
664,uri,http://www.wikidata.org/entity/Q56747499,,,,en,literal,Amy J. Hunsaker
665,uri,http://www.wikidata.org/entity/Q56773219,,,,en,literal,Mahendra D Chordia
666,uri,http://www.wikidata.org/entity/Q56782003,,,,en,literal,Amanda J Nguyen
667,uri,http://www.wikidata.org/entity/Q56796529,,,,en,literal,Timothy L Pruett
668,uri,http://www.wikidata.org/entity/Q56797735,,,,en,literal,Cameron Griffiths
669,uri,http://www.wikidata.org/entity/Q56798327,,,,en,literal,Shashi Kumar
670,uri,http://www.wikidata.org/entity/Q56826507,,,,en,literal,Jessica Vick Whittaker
671,uri,http://www.wikidata.org/entity/Q56852698,,,,en,literal,Kandice R. Levental
672,uri,http://www.wikidata.org/entity/Q56852818,,,,en,literal,Graham R Teakle
673,uri,http://www.wikidata.org/entity/Q56862931,,,,en,literal,Michael R Elliott
674,uri,http://www.wikidata.org/entity/Q56863445,,,,en,literal,Michael F. Skrutskie
675,uri,http://www.wikidata.org/entity/Q56875387,,,,en,literal,Grace M. Wilkinson
676,uri,http://www.wikidata.org/entity/Q56875389,,,,en,literal,Lucia Flors
677,uri,http://www.wikidata.org/entity/Q56875407,,,,en,literal,Igor Smirnov
678,uri,http://www.wikidata.org/entity/Q56875418,,,,en,literal,Mateusz P Czub
679,uri,http://www.wikidata.org/entity/Q56875419,,,,en,literal,Yang Yang
680,uri,http://www.wikidata.org/entity/Q56876120,,,,en,literal,Saeko Okutsu
681,uri,http://www.wikidata.org/entity/Q56877170,,,,en,literal,Isaac Mbiti
682,uri,http://www.wikidata.org/entity/Q56877222,,,,en,literal,Weibin Shi
683,uri,http://www.wikidata.org/entity/Q56877238,,,,en,literal,Scott R Johnstone
684,uri,http://www.wikidata.org/entity/Q56877261,,,,en,literal,Jeffrey W. Holmes
685,uri,http://www.wikidata.org/entity/Q56877272,,,,en,literal,Douglas W DeSimone
686,uri,http://www.wikidata.org/entity/Q56883544,,,,en,literal,Thomas Francis Gallagher
687,uri,http://www.wikidata.org/entity/Q56884043,,,,en,literal,Ileana S Mauldin
688,uri,http://www.wikidata.org/entity/Q56888706,,,,en,literal,Hudson Golino
689,uri,http://www.wikidata.org/entity/Q56888899,,,,en,literal,Gregory L Medlock
690,uri,http://www.wikidata.org/entity/Q56888940,,,,en,literal,Glynis L Kolling
691,uri,http://www.wikidata.org/entity/Q56892170,,,,en,literal,Heather Zelle
692,uri,http://www.wikidata.org/entity/Q56895233,,,,en,literal,Jose L Mattos
693,uri,http://www.wikidata.org/entity/Q56896395,,,,en,literal,Kevin R Lynch
694,uri,http://www.wikidata.org/entity/Q56896526,,,,en,literal,Kyle J Lampe
695,uri,http://www.wikidata.org/entity/Q56896565,,,,en,literal,Michael R Shirts
696,uri,http://www.wikidata.org/entity/Q56900819,,,,en,literal,Steven R Caliari
697,uri,http://www.wikidata.org/entity/Q56901074,,,,en,literal,John S Lazo
698,uri,http://www.wikidata.org/entity/Q56904583,,,,en,literal,Bettina Winckler
699,uri,http://www.wikidata.org/entity/Q56910189,,,,en,literal,Ching-Jen Chen
700,uri,http://www.wikidata.org/entity/Q56910736,,,,en,literal,Zan Gao
701,uri,http://www.wikidata.org/entity/Q56915267,,,,en,literal,Jennifer A Harvey
702,uri,http://www.wikidata.org/entity/Q56919587,,,,en,literal,Tracy A Caldwell
703,uri,http://www.wikidata.org/entity/Q56922578,,,,en,literal,Laura F. Galloway
704,uri,http://www.wikidata.org/entity/Q56924971,,,,en,literal,James J Daniero
705,uri,http://www.wikidata.org/entity/Q56929433,,,,en,literal,Karen M Rose
706,uri,http://www.wikidata.org/entity/Q56929459,,,,en,literal,Geoffrey M Geise
707,uri,http://www.wikidata.org/entity/Q56930462,,,,en,literal,Maureen A Carey
708,uri,http://www.wikidata.org/entity/Q56930575,,,,en,literal,Rafael D Romo
709,uri,http://www.wikidata.org/entity/Q56931314,,,,en,literal,Erik W Ohlson
710,uri,http://www.wikidata.org/entity/Q56931879,,,,en,literal,Dustin L Richter
711,uri,http://www.wikidata.org/entity/Q56949652,,,,en,literal,Su-Fern Tan
712,uri,http://www.wikidata.org/entity/Q56950988,,,,en,literal,Despina Louca
713,uri,http://www.wikidata.org/entity/Q56951168,,,,en,literal,Edward Perez-Reyes
714,uri,http://www.wikidata.org/entity/Q56951666,,,,en,literal,Laura Fontenas
715,uri,http://www.wikidata.org/entity/Q56962934,,,,en,literal,Zongli Lin
716,uri,http://www.wikidata.org/entity/Q56963175,,,,en,literal,Alev Erisir
717,uri,http://www.wikidata.org/entity/Q56969132,,,,en,literal,Lauren M Simkins
718,uri,http://www.wikidata.org/entity/Q56988355,,,,en,literal,Stephanie M Mutchler
719,uri,http://www.wikidata.org/entity/Q56990091,,,,en,literal,Richard J Bonnie
720,uri,http://www.wikidata.org/entity/Q56994144,,,,en,literal,Tao Wang
721,uri,http://www.wikidata.org/entity/Q56997584,,,,en,literal,Sho Morioka
722,uri,http://www.wikidata.org/entity/Q56998492,,,,en,literal,Mirza M Elahi
723,uri,http://www.wikidata.org/entity/Q57006572,,,,en,literal,Linda Bullock
724,uri,http://www.wikidata.org/entity/Q57006826,,,,en,literal,Taewung Kim
725,uri,http://www.wikidata.org/entity/Q57007160,,,,en,literal,Kimberly P Dunsmore
726,uri,http://www.wikidata.org/entity/Q57008105,,,,en,literal,Jiekun Yang
727,uri,http://www.wikidata.org/entity/Q57008184,,,,en,literal,Michael Kubovy
728,uri,http://www.wikidata.org/entity/Q57010099,,,,en,literal,Cheng Yang
729,uri,http://www.wikidata.org/entity/Q57010216,,,,en,literal,Julien Dimastromatteo
730,uri,http://www.wikidata.org/entity/Q57011207,,,,en,literal,Xi Yang
731,uri,http://www.wikidata.org/entity/Q57016869,,,,en,literal,Robert Craig Group
732,uri,http://www.wikidata.org/entity/Q57016964,,,,en,literal,Asya Smirnov
733,uri,http://www.wikidata.org/entity/Q57016973,,,,en,literal,Joanne Lannigan
734,uri,http://www.wikidata.org/entity/Q57017077,,,,en,literal,Josipa Roksa
735,uri,http://www.wikidata.org/entity/Q57017085,,,,en,literal,David F Feldon
736,uri,http://www.wikidata.org/entity/Q57017202,,,,en,literal,Sun-Sang J Sung
737,uri,http://www.wikidata.org/entity/Q57017254,,,,en,literal,Cheukkai Hui
738,uri,http://www.wikidata.org/entity/Q57017305,,,,en,literal,Andrew M Colombo-Dougovito
739,uri,http://www.wikidata.org/entity/Q57022443,,,,en,literal,Sylvia Cechova
740,uri,http://www.wikidata.org/entity/Q57022494,,,,en,literal,Christine Kennedy
741,uri,http://www.wikidata.org/entity/Q57022607,,,,en,literal,Anna S Blazier
742,uri,http://www.wikidata.org/entity/Q57022628,,,,en,literal,Justin F Acheson
743,uri,http://www.wikidata.org/entity/Q57022819,,,,en,literal,Kyle S Martin
744,uri,http://www.wikidata.org/entity/Q57023617,,,,en,literal,Carrie A Cowardin
745,uri,http://www.wikidata.org/entity/Q57023811,,,,en,literal,Ashley E Ross
746,uri,http://www.wikidata.org/entity/Q57024031,,,,en,literal,Chengyu Li
747,uri,http://www.wikidata.org/entity/Q57024753,,,,en,literal,Sara E Rimm-Kaufman
748,uri,http://www.wikidata.org/entity/Q57024871,,,,en,literal,Yu-Hsin Chiu
749,uri,http://www.wikidata.org/entity/Q57024982,,,,en,literal,Jiahan Xie
750,uri,http://www.wikidata.org/entity/Q57031337,,,,en,literal,Vidisha Raje
751,uri,http://www.wikidata.org/entity/Q57031609,,,,en,literal,Kostadin Kushlev
752,uri,http://www.wikidata.org/entity/Q57056167,,,,en,literal,Lauren N Woodie
753,uri,http://www.wikidata.org/entity/Q57060364,,,,en,literal,Vinay Kumar Nandicoori
754,uri,http://www.wikidata.org/entity/Q57066351,,,,en,literal,Ray J Butcher
755,uri,http://www.wikidata.org/entity/Q57076473,,,,en,literal,Julian Heeck
756,uri,http://www.wikidata.org/entity/Q57077778,,,,en,literal,Priscilla A Erickson
757,uri,http://www.wikidata.org/entity/Q57077902,,,,en,literal,Michael G Brown
758,uri,http://www.wikidata.org/entity/Q57077921,,,,en,literal,Michael P. Timko
759,uri,http://www.wikidata.org/entity/Q57078315,,,,en,literal,Nagaraj Balasubramanian
760,uri,http://www.wikidata.org/entity/Q57078419,,,,en,literal,Deborah H Luzader
761,uri,http://www.wikidata.org/entity/Q57078548,,,,en,literal,Joshua R Bush
762,uri,http://www.wikidata.org/entity/Q57079289,,,,en,literal,Sally E Pusede
763,uri,http://www.wikidata.org/entity/Q57079399,,,,en,literal,Christopher B Jacobs
764,uri,http://www.wikidata.org/entity/Q57079810,,,,en,literal,Yong Lin
765,uri,http://www.wikidata.org/entity/Q57079864,,,,en,literal,Adrianna Foster
766,uri,http://www.wikidata.org/entity/Q57079908,,,,en,literal,Craig Portell
767,uri,http://www.wikidata.org/entity/Q57079982,,,,en,literal,Athanasios Milionis
768,uri,http://www.wikidata.org/entity/Q57080045,,,,en,literal,Gordon W Laurie
769,uri,http://www.wikidata.org/entity/Q57080329,,,,en,literal,Lin Qiu
770,uri,http://www.wikidata.org/entity/Q57080339,,,,en,literal,David R Shook
771,uri,http://www.wikidata.org/entity/Q57080390,,,,en,literal,Ryan M Chapman
772,uri,http://www.wikidata.org/entity/Q57080614,,,,en,literal,Yinlin Li
773,uri,http://www.wikidata.org/entity/Q57172378,,,,en,literal,Jean-Francois Aubry
774,uri,http://www.wikidata.org/entity/Q57174148,,,,en,literal,John W Lloyd
775,uri,http://www.wikidata.org/entity/Q57174219,,,,en,literal,Stephen R Williams
776,uri,http://www.wikidata.org/entity/Q57174426,,,,en,literal,Sachith Dissanayake
777,uri,http://www.wikidata.org/entity/Q57175873,,,,en,literal,Bin Lu
778,uri,http://www.wikidata.org/entity/Q57178010,,,,en,literal,Kylene P Daily
779,uri,http://www.wikidata.org/entity/Q57178613,,,,en,literal,Joe M Hart
780,uri,http://www.wikidata.org/entity/Q57178954,,,,en,literal,Zdenek Svindrych
781,uri,http://www.wikidata.org/entity/Q57200123,,,,en,literal,Jessika H Bottiani
782,uri,http://www.wikidata.org/entity/Q57200312,,,,en,literal,Niccolo M Fiorentino
783,uri,http://www.wikidata.org/entity/Q57201720,,,,en,literal,Todd M Scanlon
784,uri,http://www.wikidata.org/entity/Q57201980,,,,en,literal,Igor Olekhnovich
785,uri,http://www.wikidata.org/entity/Q57204458,,,,en,literal,Diane E Whaley
786,uri,http://www.wikidata.org/entity/Q57208952,,,,en,literal,Alexander F Koeppel
787,uri,http://www.wikidata.org/entity/Q57219368,,,,en,literal,Douglas Heimark
788,uri,http://www.wikidata.org/entity/Q57223108,,,,en,literal,Tatiana Globus
789,uri,http://www.wikidata.org/entity/Q57226567,,,,en,literal,Keith E Littlewood
790,uri,http://www.wikidata.org/entity/Q57226802,,,,en,literal,Lisa M. Colosi
791,uri,http://www.wikidata.org/entity/Q57227149,,,,en,literal,Amanda J Genders
792,uri,http://www.wikidata.org/entity/Q57233642,,,,en,literal,Brent A French
793,uri,http://www.wikidata.org/entity/Q57234513,,,,en,literal,Siripong Tongjai
794,uri,http://www.wikidata.org/entity/Q57234786,,,,en,literal,Vikram K Jaswal
795,uri,http://www.wikidata.org/entity/Q57235167,,,,en,literal,Ellen C Ramsey
796,uri,http://www.wikidata.org/entity/Q57235182,,,,en,literal,Bart Ragon
797,uri,http://www.wikidata.org/entity/Q57235233,,,,en,literal,Chun-Chao Wang
798,uri,http://www.wikidata.org/entity/Q57235756,,,,en,literal,Gregory R Sivakoff
799,uri,http://www.wikidata.org/entity/Q57235789,,,,en,literal,Kurt R Illig
800,uri,http://www.wikidata.org/entity/Q57236083,,,,en,literal,Daniel K Mulkey
801,uri,http://www.wikidata.org/entity/Q57237220,,,,en,literal,Martin A Schwartz
802,uri,http://www.wikidata.org/entity/Q57240618,,,,en,literal,Roseanna M Neupauer
803,uri,http://www.wikidata.org/entity/Q57241031,,,,en,literal,Sabina Braithwaite
804,uri,http://www.wikidata.org/entity/Q57306330,,,,en,literal,Matthew L Jenior
805,uri,http://www.wikidata.org/entity/Q57321307,,,,en,literal,Stefanie Redemann
806,uri,http://www.wikidata.org/entity/Q57411084,,,,en,literal,Ari Helo
807,uri,http://www.wikidata.org/entity/Q57412033,,,,en,literal,Kazlin Mason
808,uri,http://www.wikidata.org/entity/Q57413911,,,,en,literal,mireille montcouquiol
809,uri,http://www.wikidata.org/entity/Q57416914,,,,en,literal,Ming Mao
810,uri,http://www.wikidata.org/entity/Q57427403,,,,en,literal,Valerie Quick
811,uri,http://www.wikidata.org/entity/Q57427420,,,,en,literal,Stephanie Guerlain
812,uri,http://www.wikidata.org/entity/Q57427433,,,,en,literal,Kieran O'Connor
813,uri,http://www.wikidata.org/entity/Q57427443,,,,en,literal,Carolyn Callahan
814,uri,http://www.wikidata.org/entity/Q57427465,,,,en,literal,James Loeffler
815,uri,http://www.wikidata.org/entity/Q57427482,,,,en,literal,Dong-Guk Paeng
816,uri,http://www.wikidata.org/entity/Q57427555,,,,en,literal,David R. Cooper
817,uri,http://www.wikidata.org/entity/Q57427580,,,,en,literal,Borja Anguiano
818,uri,http://www.wikidata.org/entity/Q57427592,,,,en,literal,Joerg Sieweke
819,uri,http://www.wikidata.org/entity/Q57427614,,,,en,literal,John Scully
820,uri,http://www.wikidata.org/entity/Q57427628,,,,en,literal,Anjana Samarakoon
821,uri,http://www.wikidata.org/entity/Q57427655,,,,en,literal,Ammasi Periasamy
822,uri,http://www.wikidata.org/entity/Q57427662,,,,en,literal,Thomas Koberda
823,uri,http://www.wikidata.org/entity/Q57427670,,,,en,literal,Sharon Kelley
824,uri,http://www.wikidata.org/entity/Q57427674,,,,en,literal,Karen
825,uri,http://www.wikidata.org/entity/Q57427682,,,,en,literal,Leigh Allin
826,uri,http://www.wikidata.org/entity/Q57427689,,,,en,literal,Phillip Szepietowski
827,uri,http://www.wikidata.org/entity/Q57427740,,,,en,literal,Dr. Bernard Jackson Cosby Jr
828,uri,http://www.wikidata.org/entity/Q57427747,,,,en,literal,Dimon Yang
829,uri,http://www.wikidata.org/entity/Q57427783,,,,en,literal,"Christopher Williams, MPH"
830,uri,http://www.wikidata.org/entity/Q57427810,,,,en,literal,Steven L. Johnson
831,uri,http://www.wikidata.org/entity/Q57427835,,,,en,literal,Shayn Peirce
832,uri,http://www.wikidata.org/entity/Q57427848,,,,en,literal,yoo jin lee
833,uri,http://www.wikidata.org/entity/Q57427923,,,,en,literal,Arsalan Heydarian
834,uri,http://www.wikidata.org/entity/Q57427949,,,,en,literal,Nancy Deutsch
835,uri,http://www.wikidata.org/entity/Q57427953,,,,en,literal,Gregory Moreau
836,uri,http://www.wikidata.org/entity/Q57427967,,,,en,literal,Neal Magee
837,uri,http://www.wikidata.org/entity/Q57428003,,,,en,literal,Dewey A. Murdick
838,uri,http://www.wikidata.org/entity/Q57428016,,,,en,literal,Rolf Skyberg
839,uri,http://www.wikidata.org/entity/Q57428057,,,,en,literal,Jennifer Guler
840,uri,http://www.wikidata.org/entity/Q57428061,,,,en,literal,JOÃO CLAUDIO TODOROV
841,uri,http://www.wikidata.org/entity/Q57428088,,,,en,literal,Aaron Moore
842,uri,http://www.wikidata.org/entity/Q57428129,,,,en,literal,L. Colby Mangum
843,uri,http://www.wikidata.org/entity/Q57428143,,,,en,literal,Harry Harding
844,uri,http://www.wikidata.org/entity/Q57428221,,,,en,literal,Stephanie Brown
845,uri,http://www.wikidata.org/entity/Q57428288,,,,en,literal,Andrew Stauffer
846,uri,http://www.wikidata.org/entity/Q57428297,,,,en,literal,John Foubert
847,uri,http://www.wikidata.org/entity/Q57428314,,,,en,literal,Robert Washington-Allen
848,uri,http://www.wikidata.org/entity/Q57428361,,,,en,literal,M. Javad Aman
849,uri,http://www.wikidata.org/entity/Q57428367,,,,en,literal,Jarrett Thibodeaux
850,uri,http://www.wikidata.org/entity/Q57428409,,,,en,literal,Anushika Athauda
851,uri,http://www.wikidata.org/entity/Q57428447,,,,en,literal,Donal Day
852,uri,http://www.wikidata.org/entity/Q57428460,,,,en,literal,Alan Bergland
853,uri,http://www.wikidata.org/entity/Q57428465,,,,en,literal,Michael Guertin
854,uri,http://www.wikidata.org/entity/Q57428475,,,,en,literal,Cem Kuscu
855,uri,http://www.wikidata.org/entity/Q57428479,,,,en,literal,Greg Simms
856,uri,http://www.wikidata.org/entity/Q57428578,,,,en,literal,James Patrie
857,uri,http://www.wikidata.org/entity/Q57428606,,,,en,literal,Sara M. Freeman
858,uri,http://www.wikidata.org/entity/Q57428651,,,,en,literal,Sujoy Lahiri
859,uri,http://www.wikidata.org/entity/Q57428703,,,,en,literal,Sean Agnew
860,uri,http://www.wikidata.org/entity/Q57428716,,,,en,literal,Michael Furlough
861,uri,http://www.wikidata.org/entity/Q57428729,,,,en,literal,Antonio Olivera-LaRosa
862,uri,http://www.wikidata.org/entity/Q57428734,,,,en,literal,Younhee Choi
863,uri,http://www.wikidata.org/entity/Q57428739,,,,en,literal,Cristiano Guarana
864,uri,http://www.wikidata.org/entity/Q57428765,,,,en,literal,Liam Cattell
865,uri,http://www.wikidata.org/entity/Q57428839,,,,en,literal,Joel Linden
866,uri,http://www.wikidata.org/entity/Q57428847,,,,en,literal,Charles Dunkl
867,uri,http://www.wikidata.org/entity/Q57428859,,,,en,literal,Deborah Barry
868,uri,http://www.wikidata.org/entity/Q57428864,,,,en,literal,Katherine Holcomb
869,uri,http://www.wikidata.org/entity/Q57428899,,,,en,literal,Vincent Carrat
870,uri,http://www.wikidata.org/entity/Q57428925,,,,en,literal,Nirmal Mazumder
871,uri,http://www.wikidata.org/entity/Q57428936,,,,en,literal,Chang-yu SUN
872,uri,http://www.wikidata.org/entity/Q57428951,,,,en,literal,Tye Deering
873,uri,http://www.wikidata.org/entity/Q57428994,,,,en,literal,JoAnne Wilson
874,uri,http://www.wikidata.org/entity/Q57429000,,,,en,literal,Travis McCauley
875,uri,http://www.wikidata.org/entity/Q57429021,,,,en,literal,James Hillard
876,uri,http://www.wikidata.org/entity/Q57429109,,,,en,literal,A. J. A. James
877,uri,http://www.wikidata.org/entity/Q57429127,,,,en,literal,Wei Zeng
878,uri,http://www.wikidata.org/entity/Q57429147,,,,en,literal,Mehdi Shafieian
879,uri,http://www.wikidata.org/entity/Q57429201,,,,en,literal,Mark Michael
880,uri,http://www.wikidata.org/entity/Q57429240,,,,en,literal,William Richardson
881,uri,http://www.wikidata.org/entity/Q57429250,,,,en,literal,Eric Chyn
882,uri,http://www.wikidata.org/entity/Q57429297,,,,en,literal,Anne C. Nichols
883,uri,http://www.wikidata.org/entity/Q57429409,,,,en,literal,Yousry Azmy
884,uri,http://www.wikidata.org/entity/Q57429437,,,,en,literal,Weichao Chen
885,uri,http://www.wikidata.org/entity/Q57429458,,,,en,literal,Nengliang Yao
886,uri,http://www.wikidata.org/entity/Q57429480,,,,en,literal,Kevin Doyle
887,uri,http://www.wikidata.org/entity/Q57429486,,,,en,literal,Paige Pullen
888,uri,http://www.wikidata.org/entity/Q57429502,,,,en,literal,John Maben
889,uri,http://www.wikidata.org/entity/Q57429584,,,,en,literal,Ines MARTIN-ROBLES
890,uri,http://www.wikidata.org/entity/Q57429600,,,,en,literal,G. Carleton Ray
891,uri,http://www.wikidata.org/entity/Q57429607,,,,en,literal,Kyong Mi Choi
892,uri,http://www.wikidata.org/entity/Q57429636,,,,en,literal,Jeff P. Raffensperger
893,uri,http://www.wikidata.org/entity/Q57429667,,,,en,literal,Tonya Moon
894,uri,http://www.wikidata.org/entity/Q57429688,,,,en,literal,Michael D. Porter
895,uri,http://www.wikidata.org/entity/Q57429697,,,,en,literal,Aaron Mills
896,uri,http://www.wikidata.org/entity/Q57429732,,,,en,literal,Rajesh Balkrishnan
897,uri,http://www.wikidata.org/entity/Q57429744,,,,en,literal,Brad Worrall
898,uri,http://www.wikidata.org/entity/Q57429761,,,,en,literal,Kristin Behfar
899,uri,http://www.wikidata.org/entity/Q57429800,,,,en,literal,Jonathan Sherman
900,uri,http://www.wikidata.org/entity/Q57429823,,,,en,literal,Atticus Stovall
901,uri,http://www.wikidata.org/entity/Q57429868,,,,en,literal,Marc Santugini
902,uri,http://www.wikidata.org/entity/Q57429905,,,,en,literal,Stephen Goadhouse
903,uri,http://www.wikidata.org/entity/Q57429934,,,,en,literal,Phoebe Crisman
904,uri,http://www.wikidata.org/entity/Q57429971,,,,en,literal,Kay Buchanan
905,uri,http://www.wikidata.org/entity/Q57430019,,,,en,literal,Matthew Paysour
906,uri,http://www.wikidata.org/entity/Q57430067,,,,en,literal,Daniel Weller
907,uri,http://www.wikidata.org/entity/Q57430073,,,,en,literal,William Murrah
908,uri,http://www.wikidata.org/entity/Q57430118,,,,en,literal,Saerona Choi
909,uri,http://www.wikidata.org/entity/Q57430150,,,,en,literal,Sara Hess
910,uri,http://www.wikidata.org/entity/Q57430176,,,,en,literal,Qiang Chang
911,uri,http://www.wikidata.org/entity/Q57430190,,,,en,literal,Jacqueline Sherbuk
912,uri,http://www.wikidata.org/entity/Q57430225,,,,en,literal,Jerrold Floro
913,uri,http://www.wikidata.org/entity/Q57430298,,,,en,literal,Elliott M. Ross
914,uri,http://www.wikidata.org/entity/Q57430303,,,,en,literal,Kristin Sayeski
915,uri,http://www.wikidata.org/entity/Q57430327,,,,en,literal,Samira Khan
916,uri,http://www.wikidata.org/entity/Q57430352,,,,en,literal,Benjamin T. Skinner
917,uri,http://www.wikidata.org/entity/Q57430357,,,,en,literal,Ewa Niedzialkowska
918,uri,http://www.wikidata.org/entity/Q57430362,,,,en,literal,Harry Harding jr
919,uri,http://www.wikidata.org/entity/Q57430366,,,,en,literal,Geng Liu
920,uri,http://www.wikidata.org/entity/Q57430402,,,,en,literal,Rosalie Uht
921,uri,http://www.wikidata.org/entity/Q57430429,,,,en,literal,Yao-Jan Wu
922,uri,http://www.wikidata.org/entity/Q57430449,,,,en,literal,Zoe Bulaitis
923,uri,http://www.wikidata.org/entity/Q57430461,,,,en,literal,Charlotte Patterson
924,uri,http://www.wikidata.org/entity/Q57430472,,,,en,literal,Andres F. Clarens
925,uri,http://www.wikidata.org/entity/Q57430494,,,,en,literal,Robert Cornelison
926,uri,http://www.wikidata.org/entity/Q57430515,,,,en,literal,William Blades
927,uri,http://www.wikidata.org/entity/Q57430520,,,,en,literal,Alexander Mait
928,uri,http://www.wikidata.org/entity/Q57430538,,,,en,literal,Karl Clebak
929,uri,http://www.wikidata.org/entity/Q57430553,,,,en,literal,Deepak Sathyanarayan
930,uri,http://www.wikidata.org/entity/Q57430580,,,,en,literal,Liron Speyer
931,uri,http://www.wikidata.org/entity/Q57430676,,,,en,literal,Shilo Brooks
932,uri,http://www.wikidata.org/entity/Q57430728,,,,en,literal,Mark Miller
933,uri,http://www.wikidata.org/entity/Q57430768,,,,en,literal,Stephen Adams
934,uri,http://www.wikidata.org/entity/Q57430803,,,,en,literal,Atsushi Mizushima
935,uri,http://www.wikidata.org/entity/Q57430809,,,,en,literal,Hyewon Kim
936,uri,http://www.wikidata.org/entity/Q57430854,,,,en,literal,Scott Lillard
937,uri,http://www.wikidata.org/entity/Q57430946,,,,en,literal,Maxim Shugaev
938,uri,http://www.wikidata.org/entity/Q57430949,,,,en,literal,Hung Ha
939,uri,http://www.wikidata.org/entity/Q57431054,,,,en,literal,Danielle Stolzenberg
940,uri,http://www.wikidata.org/entity/Q57431062,,,,en,literal,S. Murray Sherman
941,uri,http://www.wikidata.org/entity/Q57431072,,,,en,literal,Suheb Mohammed
942,uri,http://www.wikidata.org/entity/Q57431125,,,,en,literal,mareen thomas
943,uri,http://www.wikidata.org/entity/Q57431133,,,,en,literal,Raghavendra Sumanth Pudupakam
944,uri,http://www.wikidata.org/entity/Q57431190,,,,en,literal,David Hill
945,uri,http://www.wikidata.org/entity/Q57431206,,,,en,literal,Angela Zarling
946,uri,http://www.wikidata.org/entity/Q57431227,,,,en,literal,Robert Weikle
947,uri,http://www.wikidata.org/entity/Q57431264,,,,en,literal,Stephen Macko
948,uri,http://www.wikidata.org/entity/Q57431282,,,,en,literal,Shailesh Kumar
949,uri,http://www.wikidata.org/entity/Q57431322,,,,en,literal,Mingfei Zhou
950,uri,http://www.wikidata.org/entity/Q57431351,,,,en,literal,Srinidhi V Holalu
951,uri,http://www.wikidata.org/entity/Q57431382,,,,en,literal,Bruce Hayden
952,uri,http://www.wikidata.org/entity/Q57431386,,,,en,literal,Zhiyong Chen
953,uri,http://www.wikidata.org/entity/Q57431409,,,,en,literal,Francesco Di Plinio
954,uri,http://www.wikidata.org/entity/Q57431415,,,,en,literal,Christine Slaughter
955,uri,http://www.wikidata.org/entity/Q57431486,,,,en,literal,Kara McClurken
956,uri,http://www.wikidata.org/entity/Q57431518,,,,en,literal,Megan Raschig
957,uri,http://www.wikidata.org/entity/Q57431570,,,,en,literal,Xinfei Guo
958,uri,http://www.wikidata.org/entity/Q57431602,,,,en,literal,Donald E. Ramirez
959,uri,http://www.wikidata.org/entity/Q57431617,,,,en,literal,Duncan Tate
960,uri,http://www.wikidata.org/entity/Q57431638,,,,en,literal,Allan Stam
961,uri,http://www.wikidata.org/entity/Q57431646,,,,en,literal,Gregory Streeter
962,uri,http://www.wikidata.org/entity/Q57431653,,,,en,literal,Gregory Granato
963,uri,http://www.wikidata.org/entity/Q57431667,,,,en,literal,Lucie Fénéant
