,person.type,person.value,religion.xml:lang,religion.type,religion.value,personLabel.xml:lang,personLabel.type,personLabel.value
1286,uri,http://www.wikidata.org/entity/Q61823006,,,,en,literal,Carmelita Pickett
1287,uri,http://www.wikidata.org/entity/Q62091223,,,,en,literal,Carol A Gilchrist
1288,uri,http://www.wikidata.org/entity/Q62091227,,,,en,literal,Rashidul Haque
1289,uri,http://www.wikidata.org/entity/Q62513266,,,,en,literal,George Blaettermann
1290,uri,http://www.wikidata.org/entity/Q62534475,,,,en,literal,Michael Ryan
1291,uri,http://www.wikidata.org/entity/Q62555215,,,,en,literal,Andreas Beling
1292,uri,http://www.wikidata.org/entity/Q62555712,,,,en,literal,Erfaneh Gharavi
1293,uri,http://www.wikidata.org/entity/Q62597313,,,,en,literal,Albina Orlova
1294,uri,http://www.wikidata.org/entity/Q62609323,,,,en,literal,Joe C. Campbell
1295,uri,http://www.wikidata.org/entity/Q62609539,,,,en,literal,Diana Vaman
1296,uri,http://www.wikidata.org/entity/Q62609702,,,,en,literal,Robert J. Hirosky
1297,uri,http://www.wikidata.org/entity/Q63014343,,,,en,literal,Yaqin Xu
1298,uri,http://www.wikidata.org/entity/Q63015429,,,,en,literal,Madhav Marathe
1299,uri,http://www.wikidata.org/entity/Q63018132,,,,en,literal,Gorav Ailawadi
1300,uri,http://www.wikidata.org/entity/Q63166710,,,,en,literal,Darwin J Operario
1301,uri,http://www.wikidata.org/entity/Q63195680,,,,en,literal,Breyette Lorntz
1302,uri,http://www.wikidata.org/entity/Q63230300,,,,en,literal,William E. Kunkel
1303,uri,http://www.wikidata.org/entity/Q63241912,,,,en,literal,Christopher P. Goyne
1304,uri,http://www.wikidata.org/entity/Q63253505,,,,en,literal,Qiugui Zhou
1305,uri,http://www.wikidata.org/entity/Q63254664,,,,en,literal,Dorrie K. Fontaine
1306,uri,http://www.wikidata.org/entity/Q63591014,,,,en,literal,Patricia Wattenmaker
1307,uri,http://www.wikidata.org/entity/Q63614136,,,,en,literal,Craig Volden
1308,uri,http://www.wikidata.org/entity/Q63615380,,,,en,literal,Arthur W. Lichtenberger
1309,uri,http://www.wikidata.org/entity/Q63644976,,,,en,literal,Karen McGlathery
1310,uri,http://www.wikidata.org/entity/Q63791841,,,,en,literal,Alistair Duckworth
1311,uri,http://www.wikidata.org/entity/Q63897706,,,,en,literal,Arup Sarkar
1312,uri,http://www.wikidata.org/entity/Q63930019,,,,en,literal,Luis Felipe R. Murillo
1313,uri,http://www.wikidata.org/entity/Q63943172,,,,en,literal,Gerard P. Learmonth
1314,uri,http://www.wikidata.org/entity/Q63991029,,,,en,literal,Deborah Lawrence
1315,uri,http://www.wikidata.org/entity/Q63993949,,,,en,literal,Sally Hudson
1316,uri,http://www.wikidata.org/entity/Q64009439,,,,en,literal,Jonathan Kropko
1317,uri,http://www.wikidata.org/entity/Q64027295,,,,en,literal,Thomas Pierce
1318,uri,http://www.wikidata.org/entity/Q64304324,,,,en,literal,Dennis Clark
1319,uri,http://www.wikidata.org/entity/Q64457482,,,,en,literal,Rachel Letteri
1320,uri,http://www.wikidata.org/entity/Q64481946,,,,en,literal,Rebecca Pompano
1321,uri,http://www.wikidata.org/entity/Q64496057,,,,en,literal,Ricardo P. Schiavon
1322,uri,http://www.wikidata.org/entity/Q64537795,,,,en,literal,Deborah A. Verstegen
1323,uri,http://www.wikidata.org/entity/Q64590298,,,,en,literal,Sarah L. French
1324,uri,http://www.wikidata.org/entity/Q64590631,,,,en,literal,Katherine Margaret Still
1325,uri,http://www.wikidata.org/entity/Q64681766,,,,en,literal,Tri Thanh Pham
1326,uri,http://www.wikidata.org/entity/Q64708119,,,,en,literal,Andrew D. Kaufman
1327,uri,http://www.wikidata.org/entity/Q64718899,,,,en,literal,Cassandra Fraser
1328,uri,http://www.wikidata.org/entity/Q64748860,,,,en,literal,Laura E. Barnes
1329,uri,http://www.wikidata.org/entity/Q64748931,,,,en,literal,Bethany A. Teachman
1330,uri,http://www.wikidata.org/entity/Q64786165,,,,en,literal,Maximilian Schele De Vere
1331,uri,http://www.wikidata.org/entity/Q64857702,,,,en,literal,Gloria Corti
1332,uri,http://www.wikidata.org/entity/Q64865833,,,,en,literal,Narges Tabari
1333,uri,http://www.wikidata.org/entity/Q65005904,,,,en,literal,Patricia Meyer Spacks
1334,uri,http://www.wikidata.org/entity/Q65013183,,,,en,literal,Lindsay B. Wheeler
1335,uri,http://www.wikidata.org/entity/Q65013309,,,,en,literal,Michael S. Palmer
1336,uri,http://www.wikidata.org/entity/Q65048715,,,,en,literal,Nitya Kallivayalil
1337,uri,http://www.wikidata.org/entity/Q65785266,,,,en,literal,Gizem Korkmaz
1338,uri,http://www.wikidata.org/entity/Q65926384,,,,en,literal,Fraser D. Neiman
1339,uri,http://www.wikidata.org/entity/Q66305503,,,,en,literal,Mark Sochor
1340,uri,http://www.wikidata.org/entity/Q66316842,,,,en,literal,Donald Dean Jackson
1341,uri,http://www.wikidata.org/entity/Q66393200,,,,en,literal,Kevin A. Janes
1342,uri,http://www.wikidata.org/entity/Q66780391,,,,en,literal,Carla Green
1343,uri,http://www.wikidata.org/entity/Q67207520,,,,en,literal,Peter Norton
1344,uri,http://www.wikidata.org/entity/Q67499167,,,,en,literal,Mila Maria Theresia Versteeg
1345,uri,http://www.wikidata.org/entity/Q67876753,,,,en,literal,Lisa A. Speidel
1346,uri,http://www.wikidata.org/entity/Q67877198,,,,en,literal,David L. Driscoll
1347,uri,http://www.wikidata.org/entity/Q68706920,,,,en,literal,Wei Chen
1348,uri,http://www.wikidata.org/entity/Q69412649,,,,en,literal,H. T. Cromartie
1349,uri,http://www.wikidata.org/entity/Q69978562,,,,en,literal,Denise Newman
1350,uri,http://www.wikidata.org/entity/Q71122246,,,,en,literal,Professor Hilary Bart-Smith
1351,uri,http://www.wikidata.org/entity/Q72530504,,,,en,literal,Nancy Kechner
1352,uri,http://www.wikidata.org/entity/Q72967201,,,,en,literal,Christopher M. S. Johns
1353,uri,http://www.wikidata.org/entity/Q73200471,,,,en,literal,Eleftherios N. Economou
1354,uri,http://www.wikidata.org/entity/Q73326541,,,,en,literal,Li-Zhi Mi
1355,uri,http://www.wikidata.org/entity/Q73412332,,,,en,literal,Charles A. Sackett
1356,uri,http://www.wikidata.org/entity/Q73838240,,,,en,literal,Quan Chen
1357,uri,http://www.wikidata.org/entity/Q75262730,,,,en,literal,Dale C. Copeland
1358,uri,http://www.wikidata.org/entity/Q75757929,,,,en,literal,Harry Y. Gamble
1359,uri,http://www.wikidata.org/entity/Q77365188,,,,en,literal,Daphna Bassok
1360,uri,http://www.wikidata.org/entity/Q77558395,,,,en,literal,Patrick Hopkins
1361,uri,http://www.wikidata.org/entity/Q77689825,,,,en,literal,Edward Courtney
1362,uri,http://www.wikidata.org/entity/Q78338820,,,,en,literal,Garrick Louis
1363,uri,http://www.wikidata.org/entity/Q79188833,,,,en,literal,Gavin H West
1364,uri,http://www.wikidata.org/entity/Q79467331,,,,en,literal,Julia J Scialla
1365,uri,http://www.wikidata.org/entity/Q79698344,,,,en,literal,Selma Maria B Jerônimo
1366,uri,http://www.wikidata.org/entity/Q79753644,,,,en,literal,Mark R Wick
1367,uri,http://www.wikidata.org/entity/Q79926534,,,,en,literal,Michael Mcculloch
1368,uri,http://www.wikidata.org/entity/Q80036672,,,,en,literal,Toru Yoshikawa
1369,uri,http://www.wikidata.org/entity/Q80461718,,,,en,literal,A. Robert Kuhlthau
1370,uri,http://www.wikidata.org/entity/Q80868447,,,,en,literal,Jim Coan
1371,uri,http://www.wikidata.org/entity/Q81080002,,,,en,literal,Dietrich H. Bodenstein
1372,uri,http://www.wikidata.org/entity/Q81795939,,,,en,literal,Robert W. Berger
1373,uri,http://www.wikidata.org/entity/Q81807499,,,,en,literal,Paul Clark
1374,uri,http://www.wikidata.org/entity/Q82255354,,,,en,literal,Chani J Hodonsky
1375,uri,http://www.wikidata.org/entity/Q82636413,,,,en,literal,Caitlin Donahue Wylie
1376,uri,http://www.wikidata.org/entity/Q83298510,,,,en,literal,Beat A Kaufmann
1377,uri,http://www.wikidata.org/entity/Q83552006,,,,en,literal,Ashley Carse
1378,uri,http://www.wikidata.org/entity/Q83624841,,,,en,literal,Yun Shim
1379,uri,http://www.wikidata.org/entity/Q83751661,,,,en,literal,Denise Walsh
1380,uri,http://www.wikidata.org/entity/Q83755392,,,,en,literal,Anindya Ganguly
1381,uri,http://www.wikidata.org/entity/Q83861764,,,,en,literal,Ryan D Gentzler
1382,uri,http://www.wikidata.org/entity/Q84053543,,,,en,literal,Erich M. Purpur
1383,uri,http://www.wikidata.org/entity/Q84076556,,,,en,literal,James AJ
1384,uri,http://www.wikidata.org/entity/Q84345604,,,,en,literal,Arian Abdulla
1385,uri,http://www.wikidata.org/entity/Q84521903,,,,en,literal,Justin L Weppner
1386,uri,http://www.wikidata.org/entity/Q84790233,,,,en,literal,Jamie Jirout
1387,uri,http://www.wikidata.org/entity/Q85149280,,,,en,literal,Charles Marsh
1388,uri,http://www.wikidata.org/entity/Q85174148,,,,en,literal,Alireza Korangy
1389,uri,http://www.wikidata.org/entity/Q85252109,,,,en,literal,Liming Yu
1390,uri,http://www.wikidata.org/entity/Q85311115,,,,en,literal,Chiuan-Ren Yeh
1391,uri,http://www.wikidata.org/entity/Q85394045,,,,en,literal,Prasad Srikakulapu
1392,uri,http://www.wikidata.org/entity/Q85439775,,,,en,literal,Smriti Gupta
1393,uri,http://www.wikidata.org/entity/Q85502812,,,,en,literal,Jason Scott Johnston
1394,uri,http://www.wikidata.org/entity/Q85514926,,,,en,literal,Simon G Brauer
1395,uri,http://www.wikidata.org/entity/Q85623953,,,,en,literal,Mary Anne Case
1396,uri,http://www.wikidata.org/entity/Q85776150,,,,en,literal,Seyyed Mohsen Hosseini Barkooie
1397,uri,http://www.wikidata.org/entity/Q85842226,,,,en,literal,Atul Bali
1398,uri,http://www.wikidata.org/entity/Q85856831,,,,en,literal,Milka Doktorova
1399,uri,http://www.wikidata.org/entity/Q86029370,,,,en,literal,Heather McDaniel
1400,uri,http://www.wikidata.org/entity/Q86131998,,,,en,literal,Changcheng Jiang
1401,uri,http://www.wikidata.org/entity/Q86177042,,,,en,literal,Max C N Castorani
1402,uri,http://www.wikidata.org/entity/Q86367563,,,,en,literal,Casandra L Hoffman
1403,uri,http://www.wikidata.org/entity/Q86475340,,,,en,literal,Erika H. James
1404,uri,http://www.wikidata.org/entity/Q86501048,,,,en,literal,Drew A Harris
1405,uri,http://www.wikidata.org/entity/Q86625896,,,,en,literal,Pim Oomen
1406,uri,http://www.wikidata.org/entity/Q87008625,,,,en,literal,Dongge Li
1407,uri,http://www.wikidata.org/entity/Q87091461,,,,en,literal,Daniel Abebayehu
1408,uri,http://www.wikidata.org/entity/Q87161839,,,,en,literal,Janet P Trammell
1409,uri,http://www.wikidata.org/entity/Q87206260,,,,en,literal,Adrienne Wood
1410,uri,http://www.wikidata.org/entity/Q87246141,,,,en,literal,Victoria Niklas
1411,uri,http://www.wikidata.org/entity/Q87326189,,,,en,literal,Behnam Keshavarz
1412,uri,http://www.wikidata.org/entity/Q87350885,,,,en,literal,Hui Chen
1413,uri,http://www.wikidata.org/entity/Q87376911,,,,en,literal,Péter Sándor
1414,uri,http://www.wikidata.org/entity/Q87730193,,,,en,literal,Rafael N Alexander
1415,uri,http://www.wikidata.org/entity/Q87757065,,,,en,literal,Marcos M Pires
1416,uri,http://www.wikidata.org/entity/Q87799310,,,,en,literal,Robert L Chevalier
1417,uri,http://www.wikidata.org/entity/Q87824789,,,,en,literal,Amanda K Gibson
1418,uri,http://www.wikidata.org/entity/Q87830294,,,,en,literal,Vishnu M Chandra
1419,uri,http://www.wikidata.org/entity/Q87839731,,,,en,literal,Maxim V Shugaev
1420,uri,http://www.wikidata.org/entity/Q87894622,,,,en,literal,Samuel R Walton
1421,uri,http://www.wikidata.org/entity/Q87901889,,,,en,literal,Jacob Porter
1422,uri,http://www.wikidata.org/entity/Q87933238,,,,en,literal,William S Kearney
1423,uri,http://www.wikidata.org/entity/Q88043534,,,,en,literal,Yu-Yo Sun
1424,uri,http://www.wikidata.org/entity/Q88051691,,,,en,literal,Wiktor Tokarek
1425,uri,http://www.wikidata.org/entity/Q88069242,,,,en,literal,Alban Gaultier
1426,uri,http://www.wikidata.org/entity/Q88093134,,,,en,literal,John Kim
1427,uri,http://www.wikidata.org/entity/Q88107839,,,,en,literal,Thomas M Guterbock
1428,uri,http://www.wikidata.org/entity/Q88119619,,,,en,literal,M Carly Lin
1429,uri,http://www.wikidata.org/entity/Q88129153,,,,en,literal,Thomas P Remcho
1430,uri,http://www.wikidata.org/entity/Q88132332,,,,en,literal,Jeffrey D. Blume
1431,uri,http://www.wikidata.org/entity/Q88202255,,,,en,literal,Bishal Paudel
1432,uri,http://www.wikidata.org/entity/Q88315018,,,,en,literal,Chang Hee Jung
1433,uri,http://www.wikidata.org/entity/Q88345624,,,,en,literal,Justin M Farry
1434,uri,http://www.wikidata.org/entity/Q88358796,,,,en,literal,Alice J. Liu
1435,uri,http://www.wikidata.org/entity/Q88371091,,,,en,literal,Teja Pristavec
1436,uri,http://www.wikidata.org/entity/Q88387397,,,,en,literal,Matthew N Eisler
1437,uri,http://www.wikidata.org/entity/Q88406757,,,,en,literal,Marium Naveed Khan
1438,uri,http://www.wikidata.org/entity/Q88436083,,,,en,literal,Kenneth Brayman
1439,uri,http://www.wikidata.org/entity/Q88579100,,,,en,literal,Jeff Bary
1440,uri,http://www.wikidata.org/entity/Q88727162,,,,en,literal,Margaret M Elmer-Dixon
1441,uri,http://www.wikidata.org/entity/Q88782504,,,,en,literal,Tomoko Yoshikawa
1442,uri,http://www.wikidata.org/entity/Q88789500,,,,en,literal,Anthony Orr
1443,uri,http://www.wikidata.org/entity/Q88979837,,,,en,literal,Thurl E Harris
1444,uri,http://www.wikidata.org/entity/Q89025705,,,,en,literal,Marty W Mayo
1445,uri,http://www.wikidata.org/entity/Q89054665,,,,en,literal,Spencer Tassone
1446,uri,http://www.wikidata.org/entity/Q89091700,,,,en,literal,Alan D Rogol
1447,uri,http://www.wikidata.org/entity/Q89180917,,,,en,literal,Steven L Gonias
1448,uri,http://www.wikidata.org/entity/Q89207378,,,,en,literal,Stephen S Rich
1449,uri,http://www.wikidata.org/entity/Q89372335,,,,en,literal,Rennie Mapp
1450,uri,http://www.wikidata.org/entity/Q89395007,,,,en,literal,Janet I Warren
1451,uri,http://www.wikidata.org/entity/Q89416072,,,,en,literal,Sebastian Giudice
1452,uri,http://www.wikidata.org/entity/Q89430824,,,,en,literal,Alison K Criss
1453,uri,http://www.wikidata.org/entity/Q89504881,,,,en,literal,Jiwoon Bae
1454,uri,http://www.wikidata.org/entity/Q89508968,,,,en,literal,C Daniel Meliza
1455,uri,http://www.wikidata.org/entity/Q89545020,,,,en,literal,Shawn Russell
1456,uri,http://www.wikidata.org/entity/Q89554847,,,,en,literal,Nicholas D Sidiropoulos
1457,uri,http://www.wikidata.org/entity/Q89570186,,,,en,literal,Maura C Belanger
1458,uri,http://www.wikidata.org/entity/Q89690883,,,,en,literal,Ha Do Byon
1459,uri,http://www.wikidata.org/entity/Q89717615,,,,en,literal,Chris Neale
1460,uri,http://www.wikidata.org/entity/Q89747872,,,,en,literal,Kyusang Lee
1461,uri,http://www.wikidata.org/entity/Q89846597,,,,en,literal,Jacob E Walley
1462,uri,http://www.wikidata.org/entity/Q89872174,,,,en,literal,Meredith Sheil
1463,uri,http://www.wikidata.org/entity/Q89920968,,,,en,literal,Daniel V. Pitti
1464,uri,http://www.wikidata.org/entity/Q89982952,,,,en,literal,Richard J Price
1465,uri,http://www.wikidata.org/entity/Q90014939,,,,en,literal,Scott B Vande Pol
1466,uri,http://www.wikidata.org/entity/Q90019667,,,,en,literal,Karina Torres-Castro
1467,uri,http://www.wikidata.org/entity/Q90019672,,,,en,literal,Carlos Honrado
1468,uri,http://www.wikidata.org/entity/Q90060439,,,,en,literal,Jennifer Burnsed
1469,uri,http://www.wikidata.org/entity/Q90133452,,,,en,literal,Song Hu
1470,uri,http://www.wikidata.org/entity/Q90142358,,,,en,literal,Irina Vladimirovna Pavlova
1471,uri,http://www.wikidata.org/entity/Q90177584,,,,en,literal,Alexander S Krupnick
1472,uri,http://www.wikidata.org/entity/Q90239824,,,,en,literal,Qijun He
1473,uri,http://www.wikidata.org/entity/Q90252172,,,,en,literal,Sanford H Feldman
1474,uri,http://www.wikidata.org/entity/Q90258589,,,,en,literal,K Jane Muir
1475,uri,http://www.wikidata.org/entity/Q90269438,,,,en,literal,David M. Parichy
1476,uri,http://www.wikidata.org/entity/Q90331026,,,,en,literal,Yuan-Yuan Zhu
1477,uri,http://www.wikidata.org/entity/Q90425994,,,,en,literal,Róża K Przanowska
1478,uri,http://www.wikidata.org/entity/Q90485633,,,,en,literal,Ridwan Alam
1479,uri,http://www.wikidata.org/entity/Q90587308,,,,en,literal,Alexander Z Chen
1480,uri,http://www.wikidata.org/entity/Q90603882,,,,en,literal,Amy J Mathers
1481,uri,http://www.wikidata.org/entity/Q90632511,,,,en,literal,Prasad R Konkalmatt
1482,uri,http://www.wikidata.org/entity/Q90638403,,,,en,literal,Sara Lu Riggs
1483,uri,http://www.wikidata.org/entity/Q90776981,,,,en,literal,Philip I Chow
1484,uri,http://www.wikidata.org/entity/Q90851966,,,,en,literal,Matthew A Reidenbach
1485,uri,http://www.wikidata.org/entity/Q90894239,,,,en,literal,Maria Beatriz Lopes
1486,uri,http://www.wikidata.org/entity/Q90942109,,,,en,literal,Jenny J Roe
1487,uri,http://www.wikidata.org/entity/Q90994717,,,,en,literal,Pamela K Mason
1488,uri,http://www.wikidata.org/entity/Q91071633,,,,en,literal,Marcel Utz
1489,uri,http://www.wikidata.org/entity/Q91074280,,,,en,literal,Andrew W L Kinman
1490,uri,http://www.wikidata.org/entity/Q91190793,,,,en,literal,Joseph P. Allen
1491,uri,http://www.wikidata.org/entity/Q91259695,,,,en,literal,Jeffrey W Gander
1492,uri,http://www.wikidata.org/entity/Q91264726,,,,en,literal,Yuichi J Machida
1493,uri,http://www.wikidata.org/entity/Q91281015,,,,en,literal,Jia Liu
1494,uri,http://www.wikidata.org/entity/Q91288236,,,,en,literal,Kwon-Sik Park
1495,uri,http://www.wikidata.org/entity/Q91296579,,,,en,literal,Sedat Ozer
1496,uri,http://www.wikidata.org/entity/Q91325085,,,,en,literal,Rongxin Fu
1497,uri,http://www.wikidata.org/entity/Q91328880,,,,en,literal,Carl Knospe
1498,uri,http://www.wikidata.org/entity/Q91337715,,,,en,literal,Anil Vullikanti
1499,uri,http://www.wikidata.org/entity/Q91384899,,,,en,literal,Farzad Farnoud
1500,uri,http://www.wikidata.org/entity/Q91414112,,,,en,literal,Rodrigo Valdes-Rodriguez
1501,uri,http://www.wikidata.org/entity/Q91520710,,,,en,literal,Kazuki Iida
1502,uri,http://www.wikidata.org/entity/Q91626961,,,,en,literal,Hanuman P Kalmode
1503,uri,http://www.wikidata.org/entity/Q91670381,,,,en,literal,Zhongcheng Mei
1504,uri,http://www.wikidata.org/entity/Q91670385,,,,en,literal,Amir Manafi
1505,uri,http://www.wikidata.org/entity/Q91670389,,,,en,literal,Anirban Banerjee
1506,uri,http://www.wikidata.org/entity/Q91670394,,,,en,literal,Bayan Mahgoub
1507,uri,http://www.wikidata.org/entity/Q91720806,,,,en,literal,Erin R Voss
1508,uri,http://www.wikidata.org/entity/Q91801786,,,,en,literal,Nasser Mohammed
1509,uri,http://www.wikidata.org/entity/Q91881205,,,,en,literal,Emily Kathryn Cloyd
1510,uri,http://www.wikidata.org/entity/Q91951735,,,,en,literal,Shayna L Showalter
1511,uri,http://www.wikidata.org/entity/Q91970735,,,,en,literal,Megan J. Heise
1512,uri,http://www.wikidata.org/entity/Q91974870,,,,en,literal,Ali Khalilimeybodi
1513,uri,http://www.wikidata.org/entity/Q92090812,,,,en,literal,Robert K Nakamoto
1514,uri,http://www.wikidata.org/entity/Q92141444,,,,en,literal,Wanqing Xie
1515,uri,http://www.wikidata.org/entity/Q92204053,,,,en,literal,Sarah E Ewald
1516,uri,http://www.wikidata.org/entity/Q92210642,,,,en,literal,Bethany Jablonski Horton
1517,uri,http://www.wikidata.org/entity/Q92255967,,,,en,literal,Edward Rojas
1518,uri,http://www.wikidata.org/entity/Q92263918,,,,en,literal,Dae Joong Kim
1519,uri,http://www.wikidata.org/entity/Q92306418,,,,en,literal,Brittany A McCormick
1520,uri,http://www.wikidata.org/entity/Q92353244,,,,en,literal,Vlad Serbulea
1521,uri,http://www.wikidata.org/entity/Q92445360,,,,en,literal,Gregory Mitchell
1522,uri,http://www.wikidata.org/entity/Q92450031,,,,en,literal,Patrick E H Jackson
1523,uri,http://www.wikidata.org/entity/Q92450043,,,,en,literal,Godfrey Dzhivhuho
1524,uri,http://www.wikidata.org/entity/Q92491034,,,,en,literal,Donald F Hunt
1525,uri,http://www.wikidata.org/entity/Q92497838,,,,en,literal,Colleen Laurence
1526,uri,http://www.wikidata.org/entity/Q92501341,,,,en,literal,Kristine M Matson
1527,uri,http://www.wikidata.org/entity/Q92504094,,,,en,literal,Michael Solis
1528,uri,http://www.wikidata.org/entity/Q92596580,,,,en,literal,Nicole Swope
1529,uri,http://www.wikidata.org/entity/Q92653736,,,,en,literal,Erika Ramsdale
1530,uri,http://www.wikidata.org/entity/Q92823486,,,,en,literal,David C Slawson
1531,uri,http://www.wikidata.org/entity/Q92827389,,,,en,literal,Fujun Qin
1532,uri,http://www.wikidata.org/entity/Q92866013,,,,en,literal,Francis H. Smith
1533,uri,http://www.wikidata.org/entity/Q92963778,,,,en,literal,Lauren C Peres
1534,uri,http://www.wikidata.org/entity/Q92999562,,,,en,literal,Angie Nishio-Lucar
1535,uri,http://www.wikidata.org/entity/Q93019718,,,,en,literal,Chad Aldridge
1536,uri,http://www.wikidata.org/entity/Q93029277,,,,en,literal,Shuo Wei
1537,uri,http://www.wikidata.org/entity/Q93035103,,,,en,literal,Colby Hall
1538,uri,http://www.wikidata.org/entity/Q93067299,,,,en,literal,Xueqing Xu
1539,uri,http://www.wikidata.org/entity/Q93234057,,,,en,literal,Robert Louis Wilken
1540,uri,http://www.wikidata.org/entity/Q93267150,,,,en,literal,Lester G. Crocker
1541,uri,http://www.wikidata.org/entity/Q93339194,,,,en,literal,Srishti Gupta
1542,uri,http://www.wikidata.org/entity/Q94462254,,,,en,literal,Jennifer R Charlton
1543,uri,http://www.wikidata.org/entity/Q94470783,,,,en,literal,Paul S Hoffman
1544,uri,http://www.wikidata.org/entity/Q94834375,,,,en,literal,Ralph Cohen
1545,uri,http://www.wikidata.org/entity/Q94947909,,,,en,literal,Aimee D Potter
1546,uri,http://www.wikidata.org/entity/Q95005923,,,,en,literal,Kurt Schwerin
1547,uri,http://www.wikidata.org/entity/Q95511205,,,,en,literal,Jundong Li
1548,uri,http://www.wikidata.org/entity/Q95625285,,,,en,literal,Caroline R. Amoroso
1549,uri,http://www.wikidata.org/entity/Q95844214,,,,en,literal,Shunyan Gu
1550,uri,http://www.wikidata.org/entity/Q95945670,,,,en,literal,Tingting Zhang
1551,uri,http://www.wikidata.org/entity/Q95947897,,,,en,literal,Prabhakara P Reddi
1552,uri,http://www.wikidata.org/entity/Q95968016,,,,en,literal,Hao Jiang
1553,uri,http://www.wikidata.org/entity/Q96049744,,,,en,literal,Mohammad Sadnan Al Manir
1554,uri,http://www.wikidata.org/entity/Q96091400,,,,en,literal,Daniel B. Quinn
1555,uri,http://www.wikidata.org/entity/Q96113336,,,,en,literal,Szymon W Kmiecik
1556,uri,http://www.wikidata.org/entity/Q96118153,,,,en,literal,Jiannan Chen
1557,uri,http://www.wikidata.org/entity/Q96121896,,,,en,literal,Bhiken I Naik
1558,uri,http://www.wikidata.org/entity/Q96136292,,,,en,literal,Meagan Belcher Dufrisne
1559,uri,http://www.wikidata.org/entity/Q96163322,,,,en,literal,Anita Salamon
1560,uri,http://www.wikidata.org/entity/Q96179584,,,,en,literal,Stephen E. Schneider
1561,uri,http://www.wikidata.org/entity/Q96190990,,,,en,literal,Ian C Wenker
1562,uri,http://www.wikidata.org/entity/Q96197730,,,,en,literal,Majid Shafiee-Jood
1563,uri,http://www.wikidata.org/entity/Q96269794,,,,en,literal,Joshua K Meisner
1564,uri,http://www.wikidata.org/entity/Q96279640,,,,en,literal,William Hall Goodwin
1565,uri,http://www.wikidata.org/entity/Q96349383,,,,en,literal,Melissa H Hey
1566,uri,http://www.wikidata.org/entity/Q96635709,,,,en,literal,Zein-Eddine Meziani
1567,uri,http://www.wikidata.org/entity/Q96637480,,,,en,literal,Sergei A Egorov
1568,uri,http://www.wikidata.org/entity/Q96687870,,,,en,literal,Meiyang Cui
1569,uri,http://www.wikidata.org/entity/Q96757478,,,,en,literal,"James A. Wilkerson, III"
1570,uri,http://www.wikidata.org/entity/Q96769159,,,,en,literal,Christopher J Colvin
1571,uri,http://www.wikidata.org/entity/Q96952430,,,,en,literal,Prasanna V Balachandran
1572,uri,http://www.wikidata.org/entity/Q96954771,,,,en,literal,Catherine C Pollack
1573,uri,http://www.wikidata.org/entity/Q97443703,,,,en,literal,Dmitry V. Bandurin
1574,uri,http://www.wikidata.org/entity/Q97486433,,,,en,literal,Huong Thi Nguyen
1575,uri,http://www.wikidata.org/entity/Q97529613,,,,en,literal,Zhongqiu Xie
1576,uri,http://www.wikidata.org/entity/Q97551157,,,,en,literal,Shannon Patricia Devlin
1577,uri,http://www.wikidata.org/entity/Q97557803,,,,en,literal,Rathina Kumar Shanmugakani
1578,uri,http://www.wikidata.org/entity/Q97568607,,,,en,literal,Peter V. Svoisky
1579,uri,http://www.wikidata.org/entity/Q97613878,,,,en,literal,Meir Teichman
1580,uri,http://www.wikidata.org/entity/Q97669175,,,,en,literal,Shannon Maura Zelitch
1581,uri,http://www.wikidata.org/entity/Q97767953,,,,en,literal,Michael F. Holt
1582,uri,http://www.wikidata.org/entity/Q97858638,,,,en,literal,Natasha Zhang Foutz
1583,uri,http://www.wikidata.org/entity/Q97906004,,,,en,literal,Wei Li
1584,uri,http://www.wikidata.org/entity/Q98160905,,,,en,literal,Matthew B Panzer
1585,uri,http://www.wikidata.org/entity/Q98218583,,,,en,literal,Zhangli Su
1586,uri,http://www.wikidata.org/entity/Q98236715,,,,en,literal,Jagathpala Shetty
1587,uri,http://www.wikidata.org/entity/Q98307560,,,,en,literal,Chengbo Wang
1588,uri,http://www.wikidata.org/entity/Q98605698,,,,en,literal,Martin Johannes Frank
1589,uri,http://www.wikidata.org/entity/Q98623420,,,,en,literal,Bing Li
1590,uri,http://www.wikidata.org/entity/Q98647847,,,,en,literal,Jessica Reissig
1591,uri,http://www.wikidata.org/entity/Q98656773,,,,en,literal,David A Lapides
1592,uri,http://www.wikidata.org/entity/Q98681437,,,,en,literal,Deborah G. Johnson
1593,uri,http://www.wikidata.org/entity/Q98785328,,,,en,literal,James B. Baker
1594,uri,http://www.wikidata.org/entity/Q98804943,,,,en,literal,Hao Liu
1595,uri,http://www.wikidata.org/entity/Q99353339,,,,en,literal,Susan Leroy
1596,uri,http://www.wikidata.org/entity/Q99407557,,,,en,literal,Kelsey Shoub
1597,uri,http://www.wikidata.org/entity/Q99407857,,,,en,literal,Hong-Ru Chen
1598,uri,http://www.wikidata.org/entity/Q99545629,,,,en,literal,Caroline Larson
1599,uri,http://www.wikidata.org/entity/Q99568070,,,,en,literal,Katrina J Debnam
1600,uri,http://www.wikidata.org/entity/Q99578507,,,,en,literal,Andrew C Wicks
1601,uri,http://www.wikidata.org/entity/Q99603717,,,,en,literal,Swagata Ghosh
1602,uri,http://www.wikidata.org/entity/Q100146243,,,,en,literal,Sydney William Britton
