,person.type,person.value,sexorgender.xml:lang,sexorgender.type,sexorgender.value,personLabel.xml:lang,personLabel.type,personLabel.value
892,uri,http://www.wikidata.org/entity/Q60676758,en,literal,male,en,literal,Robert E. Emery
893,uri,http://www.wikidata.org/entity/Q60734938,en,literal,male,en,literal,Robert Sellers
894,uri,http://www.wikidata.org/entity/Q61045269,en,literal,male,en,literal,Craig H. Benson
895,uri,http://www.wikidata.org/entity/Q61139667,en,literal,male,en,literal,Michael B Black
896,uri,http://www.wikidata.org/entity/Q61160417,en,literal,male,en,literal,John H Bushweller
897,uri,http://www.wikidata.org/entity/Q61296751,en,literal,male,en,literal,David Nemer
898,uri,http://www.wikidata.org/entity/Q61480711,en,literal,male,en,literal,Andrew T Grainger
899,uri,http://www.wikidata.org/entity/Q61613300,en,literal,male,en,literal,Jack Naglieri
900,uri,http://www.wikidata.org/entity/Q61644111,en,literal,male,en,literal,William Weaver Austin
901,uri,http://www.wikidata.org/entity/Q61658027,en,literal,male,en,literal,Ralph Lerner
902,uri,http://www.wikidata.org/entity/Q62091227,en,literal,male,en,literal,Rashidul Haque
903,uri,http://www.wikidata.org/entity/Q62513266,en,literal,male,en,literal,George Blaettermann
904,uri,http://www.wikidata.org/entity/Q62555712,en,literal,female,en,literal,Erfaneh Gharavi
905,uri,http://www.wikidata.org/entity/Q62597313,en,literal,female,en,literal,Albina Orlova
906,uri,http://www.wikidata.org/entity/Q62609539,en,literal,female,en,literal,Diana Vaman
907,uri,http://www.wikidata.org/entity/Q63254664,en,literal,female,en,literal,Dorrie K. Fontaine
908,uri,http://www.wikidata.org/entity/Q63591014,en,literal,female,en,literal,Patricia Wattenmaker
909,uri,http://www.wikidata.org/entity/Q63644976,en,literal,female,en,literal,Karen McGlathery
910,uri,http://www.wikidata.org/entity/Q63991029,en,literal,female,en,literal,Deborah Lawrence
911,uri,http://www.wikidata.org/entity/Q63993949,en,literal,female,en,literal,Sally Hudson
912,uri,http://www.wikidata.org/entity/Q64481946,en,literal,female,en,literal,Rebecca Pompano
913,uri,http://www.wikidata.org/entity/Q64537795,en,literal,female,en,literal,Deborah A. Verstegen
914,uri,http://www.wikidata.org/entity/Q64590298,en,literal,female,en,literal,Sarah L. French
915,uri,http://www.wikidata.org/entity/Q64590631,en,literal,female,en,literal,Katherine Margaret Still
916,uri,http://www.wikidata.org/entity/Q64718899,en,literal,female,en,literal,Cassandra Fraser
917,uri,http://www.wikidata.org/entity/Q64748860,en,literal,female,en,literal,Laura E. Barnes
918,uri,http://www.wikidata.org/entity/Q64857702,en,literal,female,en,literal,Gloria Corti
919,uri,http://www.wikidata.org/entity/Q64865833,en,literal,female,en,literal,Narges Tabari
920,uri,http://www.wikidata.org/entity/Q65005904,en,literal,female,en,literal,Patricia Meyer Spacks
921,uri,http://www.wikidata.org/entity/Q65013183,en,literal,female,en,literal,Lindsay B. Wheeler
922,uri,http://www.wikidata.org/entity/Q65048715,en,literal,female,en,literal,Nitya Kallivayalil
923,uri,http://www.wikidata.org/entity/Q65785266,en,literal,female,en,literal,Gizem Korkmaz
924,uri,http://www.wikidata.org/entity/Q66780391,en,literal,female,en,literal,Carla Green
925,uri,http://www.wikidata.org/entity/Q67499167,en,literal,female,en,literal,Mila Maria Theresia Versteeg
926,uri,http://www.wikidata.org/entity/Q67876753,en,literal,female,en,literal,Lisa A. Speidel
927,uri,http://www.wikidata.org/entity/Q69978562,en,literal,female,en,literal,Denise Newman
928,uri,http://www.wikidata.org/entity/Q71122246,en,literal,female,en,literal,Professor Hilary Bart-Smith
929,uri,http://www.wikidata.org/entity/Q79467331,en,literal,female,en,literal,Julia J Scialla
930,uri,http://www.wikidata.org/entity/Q83751661,en,literal,female,en,literal,Denise Walsh
931,uri,http://www.wikidata.org/entity/Q85623953,en,literal,female,en,literal,Mary Anne Case
932,uri,http://www.wikidata.org/entity/Q86029370,en,literal,female,en,literal,Heather McDaniel
933,uri,http://www.wikidata.org/entity/Q62534475,en,literal,male,en,literal,Michael Ryan
934,uri,http://www.wikidata.org/entity/Q62555215,en,literal,male,en,literal,Andreas Beling
935,uri,http://www.wikidata.org/entity/Q62609323,en,literal,male,en,literal,Joe C. Campbell
936,uri,http://www.wikidata.org/entity/Q62609702,en,literal,male,en,literal,Robert J. Hirosky
937,uri,http://www.wikidata.org/entity/Q63015429,en,literal,male,en,literal,Madhav Marathe
938,uri,http://www.wikidata.org/entity/Q63230300,en,literal,male,en,literal,William E. Kunkel
939,uri,http://www.wikidata.org/entity/Q63241912,en,literal,male,en,literal,Christopher P. Goyne
940,uri,http://www.wikidata.org/entity/Q63614136,en,literal,male,en,literal,Craig Volden
941,uri,http://www.wikidata.org/entity/Q63615380,en,literal,male,en,literal,Arthur W. Lichtenberger
942,uri,http://www.wikidata.org/entity/Q63791841,en,literal,male,en,literal,Alistair Duckworth
943,uri,http://www.wikidata.org/entity/Q63943172,en,literal,male,en,literal,Gerard P. Learmonth
944,uri,http://www.wikidata.org/entity/Q64009439,en,literal,male,en,literal,Jonathan Kropko
945,uri,http://www.wikidata.org/entity/Q64027295,en,literal,male,en,literal,Thomas Pierce
946,uri,http://www.wikidata.org/entity/Q64304324,en,literal,male,en,literal,Dennis Clark
947,uri,http://www.wikidata.org/entity/Q64496057,en,literal,male,en,literal,Ricardo P. Schiavon
948,uri,http://www.wikidata.org/entity/Q64708119,en,literal,male,en,literal,Andrew D. Kaufman
949,uri,http://www.wikidata.org/entity/Q64786165,en,literal,male,en,literal,Maximilian Schele De Vere
950,uri,http://www.wikidata.org/entity/Q65013309,en,literal,male,en,literal,Michael S. Palmer
951,uri,http://www.wikidata.org/entity/Q65926384,en,literal,male,en,literal,Fraser D. Neiman
952,uri,http://www.wikidata.org/entity/Q66305503,en,literal,male,en,literal,Mark Sochor
953,uri,http://www.wikidata.org/entity/Q66316842,en,literal,male,en,literal,Donald Dean Jackson
954,uri,http://www.wikidata.org/entity/Q66393200,en,literal,male,en,literal,Kevin A. Janes
955,uri,http://www.wikidata.org/entity/Q67207520,en,literal,male,en,literal,Peter Norton
956,uri,http://www.wikidata.org/entity/Q67877198,en,literal,male,en,literal,David L. Driscoll
957,uri,http://www.wikidata.org/entity/Q72967201,en,literal,male,en,literal,Christopher M. S. Johns
958,uri,http://www.wikidata.org/entity/Q73200471,en,literal,male,en,literal,Eleftherios N. Economou
959,uri,http://www.wikidata.org/entity/Q73412332,en,literal,male,en,literal,Charles A. Sackett
960,uri,http://www.wikidata.org/entity/Q75262730,en,literal,male,en,literal,Dale C. Copeland
961,uri,http://www.wikidata.org/entity/Q75757929,en,literal,male,en,literal,Harry Y. Gamble
962,uri,http://www.wikidata.org/entity/Q77558395,en,literal,male,en,literal,Patrick Hopkins
963,uri,http://www.wikidata.org/entity/Q77689825,en,literal,male,en,literal,Edward Courtney
964,uri,http://www.wikidata.org/entity/Q79753644,en,literal,male,en,literal,Mark R Wick
965,uri,http://www.wikidata.org/entity/Q79926534,en,literal,male,en,literal,Michael Mcculloch
966,uri,http://www.wikidata.org/entity/Q80461718,en,literal,male,en,literal,A. Robert Kuhlthau
967,uri,http://www.wikidata.org/entity/Q80868447,en,literal,male,en,literal,Jim Coan
968,uri,http://www.wikidata.org/entity/Q81080002,en,literal,male,en,literal,Dietrich H. Bodenstein
969,uri,http://www.wikidata.org/entity/Q81795939,en,literal,male,en,literal,Robert W. Berger
970,uri,http://www.wikidata.org/entity/Q81807499,en,literal,male,en,literal,Paul Clark
971,uri,http://www.wikidata.org/entity/Q83298510,en,literal,male,en,literal,Beat A Kaufmann
972,uri,http://www.wikidata.org/entity/Q83552006,en,literal,male,en,literal,Ashley Carse
973,uri,http://www.wikidata.org/entity/Q84053543,en,literal,male,en,literal,Erich M. Purpur
974,uri,http://www.wikidata.org/entity/Q84076556,en,literal,male,en,literal,James AJ
975,uri,http://www.wikidata.org/entity/Q85149280,en,literal,male,en,literal,Charles Marsh
976,uri,http://www.wikidata.org/entity/Q85174148,en,literal,male,en,literal,Alireza Korangy
977,uri,http://www.wikidata.org/entity/Q57204458,en,literal,female,en,literal,Diane E Whaley
978,uri,http://www.wikidata.org/entity/Q57226802,en,literal,female,en,literal,Lisa M. Colosi
979,uri,http://www.wikidata.org/entity/Q57235167,en,literal,female,en,literal,Ellen C Ramsey
980,uri,http://www.wikidata.org/entity/Q57427420,en,literal,female,en,literal,Stephanie Guerlain
981,uri,http://www.wikidata.org/entity/Q57427949,en,literal,female,en,literal,Nancy Deutsch
982,uri,http://www.wikidata.org/entity/Q57428057,en,literal,female,en,literal,Jennifer Guler
983,uri,http://www.wikidata.org/entity/Q57428221,en,literal,female,en,literal,Stephanie Brown
984,uri,http://www.wikidata.org/entity/Q57428606,en,literal,female,en,literal,Sara M. Freeman
985,uri,http://www.wikidata.org/entity/Q57429437,en,literal,female,en,literal,Weichao Chen
986,uri,http://www.wikidata.org/entity/Q57429584,en,literal,female,en,literal,Ines MARTIN-ROBLES
987,uri,http://www.wikidata.org/entity/Q57430150,en,literal,female,en,literal,Sara Hess
988,uri,http://www.wikidata.org/entity/Q57430190,en,literal,female,en,literal,Jacqueline Sherbuk
989,uri,http://www.wikidata.org/entity/Q57430303,en,literal,female,en,literal,Kristin Sayeski
990,uri,http://www.wikidata.org/entity/Q57430357,en,literal,female,en,literal,Ewa Niedzialkowska
991,uri,http://www.wikidata.org/entity/Q57430461,en,literal,female,en,literal,Charlotte Patterson
992,uri,http://www.wikidata.org/entity/Q57431206,en,literal,female,en,literal,Angela Zarling
993,uri,http://www.wikidata.org/entity/Q57431415,en,literal,female,en,literal,Christine Slaughter
994,uri,http://www.wikidata.org/entity/Q57431667,en,literal,female,en,literal,Lucie Fénéant
995,uri,http://www.wikidata.org/entity/Q57431958,en,literal,female,en,literal,Edith Clowes
996,uri,http://www.wikidata.org/entity/Q57432156,en,literal,female,en,literal,Rachel Kon
997,uri,http://www.wikidata.org/entity/Q57432524,en,literal,female,en,literal,Rebecca Coleman
998,uri,http://www.wikidata.org/entity/Q57432558,en,literal,female,en,literal,Patricia Werhane
999,uri,http://www.wikidata.org/entity/Q57432563,en,literal,female,en,literal,Patrizia Barria
1000,uri,http://www.wikidata.org/entity/Q57432900,en,literal,female,en,literal,Catherine Dukes
1001,uri,http://www.wikidata.org/entity/Q57433144,en,literal,female,en,literal,Elizabeth Tacket Rogawski
1002,uri,http://www.wikidata.org/entity/Q57433218,en,literal,female,en,literal,B. Jill Venton
1003,uri,http://www.wikidata.org/entity/Q57433588,en,literal,female,en,literal,Alexandra F. DeJong
1004,uri,http://www.wikidata.org/entity/Q57201980,en,literal,male,en,literal,Igor Olekhnovich
1005,uri,http://www.wikidata.org/entity/Q57208952,en,literal,male,en,literal,Alexander F Koeppel
1006,uri,http://www.wikidata.org/entity/Q57219368,en,literal,male,en,literal,Douglas Heimark
1007,uri,http://www.wikidata.org/entity/Q57235756,en,literal,male,en,literal,Gregory R Sivakoff
1008,uri,http://www.wikidata.org/entity/Q57236083,en,literal,male,en,literal,Daniel K Mulkey
1009,uri,http://www.wikidata.org/entity/Q57237220,en,literal,male,en,literal,Martin A Schwartz
1010,uri,http://www.wikidata.org/entity/Q57427465,en,literal,male,en,literal,James Loeffler
1011,uri,http://www.wikidata.org/entity/Q57427555,en,literal,male,en,literal,David R. Cooper
1012,uri,http://www.wikidata.org/entity/Q57427580,en,literal,male,en,literal,Borja Anguiano
1013,uri,http://www.wikidata.org/entity/Q57427614,en,literal,male,en,literal,John Scully
1014,uri,http://www.wikidata.org/entity/Q57427662,en,literal,male,en,literal,Thomas Koberda
1015,uri,http://www.wikidata.org/entity/Q57427783,en,literal,male,en,literal,"Christopher Williams, MPH"
1016,uri,http://www.wikidata.org/entity/Q57427810,en,literal,male,en,literal,Steven L. Johnson
1017,uri,http://www.wikidata.org/entity/Q57427953,en,literal,male,en,literal,Gregory Moreau
1018,uri,http://www.wikidata.org/entity/Q57428016,en,literal,male,en,literal,Rolf Skyberg
1019,uri,http://www.wikidata.org/entity/Q57428061,en,literal,male,en,literal,JOÃO CLAUDIO TODOROV
1020,uri,http://www.wikidata.org/entity/Q57428088,en,literal,male,en,literal,Aaron Moore
1021,uri,http://www.wikidata.org/entity/Q57428288,en,literal,male,en,literal,Andrew Stauffer
1022,uri,http://www.wikidata.org/entity/Q57428297,en,literal,male,en,literal,John Foubert
1023,uri,http://www.wikidata.org/entity/Q57428314,en,literal,male,en,literal,Robert Washington-Allen
1024,uri,http://www.wikidata.org/entity/Q57428460,en,literal,male,en,literal,Alan Bergland
1025,uri,http://www.wikidata.org/entity/Q57428465,en,literal,male,en,literal,Michael Guertin
1026,uri,http://www.wikidata.org/entity/Q57428578,en,literal,male,en,literal,James Patrie
1027,uri,http://www.wikidata.org/entity/Q57428703,en,literal,male,en,literal,Sean Agnew
1028,uri,http://www.wikidata.org/entity/Q57428716,en,literal,male,en,literal,Michael Furlough
1029,uri,http://www.wikidata.org/entity/Q57428729,en,literal,male,en,literal,Antonio Olivera-LaRosa
1030,uri,http://www.wikidata.org/entity/Q57428739,en,literal,male,en,literal,Cristiano Guarana
1031,uri,http://www.wikidata.org/entity/Q57428839,en,literal,male,en,literal,Joel Linden
1032,uri,http://www.wikidata.org/entity/Q57428847,en,literal,male,en,literal,Charles Dunkl
1033,uri,http://www.wikidata.org/entity/Q57428899,en,literal,male,en,literal,Vincent Carrat
1034,uri,http://www.wikidata.org/entity/Q57429021,en,literal,male,en,literal,James Hillard
1035,uri,http://www.wikidata.org/entity/Q57429201,en,literal,male,en,literal,Mark Michael
1036,uri,http://www.wikidata.org/entity/Q57429240,en,literal,male,en,literal,William Richardson
1037,uri,http://www.wikidata.org/entity/Q57429250,en,literal,male,en,literal,Eric Chyn
1038,uri,http://www.wikidata.org/entity/Q57429480,en,literal,male,en,literal,Kevin Doyle
1039,uri,http://www.wikidata.org/entity/Q57429502,en,literal,male,en,literal,John Maben
1040,uri,http://www.wikidata.org/entity/Q57429688,en,literal,male,en,literal,Michael D. Porter
1041,uri,http://www.wikidata.org/entity/Q57429697,en,literal,male,en,literal,Aaron Mills
1042,uri,http://www.wikidata.org/entity/Q57429800,en,literal,male,en,literal,Jonathan Sherman
1043,uri,http://www.wikidata.org/entity/Q57429823,en,literal,male,en,literal,Atticus Stovall
1044,uri,http://www.wikidata.org/entity/Q57429868,en,literal,male,en,literal,Marc Santugini
1045,uri,http://www.wikidata.org/entity/Q57430067,en,literal,male,en,literal,Daniel Weller
1046,uri,http://www.wikidata.org/entity/Q57430073,en,literal,male,en,literal,William Murrah
1047,uri,http://www.wikidata.org/entity/Q57430352,en,literal,male,en,literal,Benjamin T. Skinner
1048,uri,http://www.wikidata.org/entity/Q57430494,en,literal,male,en,literal,Robert Cornelison
1049,uri,http://www.wikidata.org/entity/Q57430515,en,literal,male,en,literal,William Blades
1050,uri,http://www.wikidata.org/entity/Q57430520,en,literal,male,en,literal,Alexander Mait
1051,uri,http://www.wikidata.org/entity/Q57430676,en,literal,male,en,literal,Shilo Brooks
1052,uri,http://www.wikidata.org/entity/Q57430728,en,literal,male,en,literal,Mark Miller
1053,uri,http://www.wikidata.org/entity/Q57431190,en,literal,male,en,literal,David Hill
1054,uri,http://www.wikidata.org/entity/Q57431227,en,literal,male,en,literal,Robert Weikle
1055,uri,http://www.wikidata.org/entity/Q57431282,en,literal,male,en,literal,Shailesh Kumar
1056,uri,http://www.wikidata.org/entity/Q57431382,en,literal,male,en,literal,Bruce Hayden
1057,uri,http://www.wikidata.org/entity/Q57431409,en,literal,male,en,literal,Francesco Di Plinio
1058,uri,http://www.wikidata.org/entity/Q57431602,en,literal,male,en,literal,Donald E. Ramirez
1059,uri,http://www.wikidata.org/entity/Q57431646,en,literal,male,en,literal,Gregory Streeter
1060,uri,http://www.wikidata.org/entity/Q57431653,en,literal,male,en,literal,Gregory Granato
1061,uri,http://www.wikidata.org/entity/Q57431707,en,literal,male,en,literal,Tarun Jain
1062,uri,http://www.wikidata.org/entity/Q57431727,en,literal,male,en,literal,Mark Sicoli
1063,uri,http://www.wikidata.org/entity/Q57431744,en,literal,male,en,literal,Adam Phillips
1064,uri,http://www.wikidata.org/entity/Q57431817,en,literal,male,en,literal,Gregory Smith
1065,uri,http://www.wikidata.org/entity/Q57431946,en,literal,male,en,literal,Lawrence E. Rose
1066,uri,http://www.wikidata.org/entity/Q57432205,en,literal,male,en,literal,Daniel Perez-Rapela
1067,uri,http://www.wikidata.org/entity/Q57432213,en,literal,male,en,literal,Walter Ott
1068,uri,http://www.wikidata.org/entity/Q57432666,en,literal,male,en,literal,Carl Lynch
1069,uri,http://www.wikidata.org/entity/Q57432741,en,literal,male,en,literal,Robert Switzer
1070,uri,http://www.wikidata.org/entity/Q57432908,en,literal,male,en,literal,Michael Weber
1071,uri,http://www.wikidata.org/entity/Q57432992,en,literal,male,en,literal,Ethan Gruber
1072,uri,http://www.wikidata.org/entity/Q57433057,en,literal,male,en,literal,Matthew David Litwa
1073,uri,http://www.wikidata.org/entity/Q57433423,en,literal,male,en,literal,Haoyi Xiong
1074,uri,http://www.wikidata.org/entity/Q57433900,en,literal,male,en,literal,Joseph Obeid
1075,uri,http://www.wikidata.org/entity/Q57434102,en,literal,male,en,literal,Kamran Kowsari
1076,uri,http://www.wikidata.org/entity/Q57434242,en,literal,male,en,literal,Gregory Mitchell
1077,uri,http://www.wikidata.org/entity/Q57434738,en,literal,female,en,literal,Elizabeth Gorman
1078,uri,http://www.wikidata.org/entity/Q57434967,en,literal,female,en,literal,Barbara Wilson
1079,uri,http://www.wikidata.org/entity/Q57435049,en,literal,female,en,literal,"Linda W Martin, MD, MPH"
1080,uri,http://www.wikidata.org/entity/Q57435140,en,literal,female,en,literal,Meredith Zettlemoyer
1081,uri,http://www.wikidata.org/entity/Q57435988,en,literal,female,en,literal,Alberta Paul
1082,uri,http://www.wikidata.org/entity/Q57436211,en,literal,female,en,literal,Laura Burger
1083,uri,http://www.wikidata.org/entity/Q57436469,en,literal,female,en,literal,Olga Cherepanova
1084,uri,http://www.wikidata.org/entity/Q57434712,en,literal,male,en,literal,Robert Kelly
1085,uri,http://www.wikidata.org/entity/Q57434763,en,literal,male,en,literal,Charles Miks
1086,uri,http://www.wikidata.org/entity/Q57435146,en,literal,male,en,literal,James Bergin
1087,uri,http://www.wikidata.org/entity/Q57435243,en,literal,male,en,literal,Robert Berry
1088,uri,http://www.wikidata.org/entity/Q57435274,en,literal,male,en,literal,Andrew Mondschein
1089,uri,http://www.wikidata.org/entity/Q57435815,en,literal,male,en,literal,Nicholas Napoli
1090,uri,http://www.wikidata.org/entity/Q57435849,en,literal,male,en,literal,Nicholas Winter
1091,uri,http://www.wikidata.org/entity/Q57435977,en,literal,male,en,literal,Edmund Chun Ming Tse
1092,uri,http://www.wikidata.org/entity/Q57436393,en,literal,male,en,literal,Michael Lawrence
1093,uri,http://www.wikidata.org/entity/Q57436422,en,literal,male,en,literal,Jose Fernando Garcia Tirado
1094,uri,http://www.wikidata.org/entity/Q57436473,en,literal,male,en,literal,John Einhorn
1095,uri,http://www.wikidata.org/entity/Q57436524,en,literal,male,en,literal,Mark G. Bilby
1096,uri,http://www.wikidata.org/entity/Q40199772,,,,en,literal,Shaolin Wang
1097,uri,http://www.wikidata.org/entity/Q40334797,,,,en,literal,Jin-Tang Dong
1098,uri,http://www.wikidata.org/entity/Q41653167,,,,en,literal,Wookjin Choi
1099,uri,http://www.wikidata.org/entity/Q42545658,,,,en,literal,Kyle L. Hoehn
1100,uri,http://www.wikidata.org/entity/Q42711889,,,,en,literal,Zhiyi Zuo
1101,uri,http://www.wikidata.org/entity/Q42787744,,,,en,literal,Joan M. Taylor
1102,uri,http://www.wikidata.org/entity/Q45360732,,,,en,literal,Ji Hoon Ryoo
1103,uri,http://www.wikidata.org/entity/Q46863039,,,,en,literal,Rajesh Kumar
1104,uri,http://www.wikidata.org/entity/Q47356818,,,,en,literal,Heung Sik Hahm
1105,uri,http://www.wikidata.org/entity/Q47502454,,,,en,literal,Tajie H. Harris
1106,uri,http://www.wikidata.org/entity/Q50720927,,,,en,literal,Balaram Raya
1107,uri,http://www.wikidata.org/entity/Q50964533,,,,en,literal,Amol M. Bhandare
1108,uri,http://www.wikidata.org/entity/Q51101568,,,,en,literal,Antoine Louveau
1109,uri,http://www.wikidata.org/entity/Q51746124,,,,en,literal,Sen Zhang
1110,uri,http://www.wikidata.org/entity/Q52613372,,,,en,literal,Chongzhi Zang
1111,uri,http://www.wikidata.org/entity/Q52699996,,,,en,literal,Evan Brown
1112,uri,http://www.wikidata.org/entity/Q54235789,,,,en,literal,Changlong Hu
1113,uri,http://www.wikidata.org/entity/Q55112468,,,,en,literal,Ami L Riscassi
1114,uri,http://www.wikidata.org/entity/Q55117832,,,,en,literal,Quansheng Du
1115,uri,http://www.wikidata.org/entity/Q55299632,,,,en,literal,Kallesh Danappa Jayappa
1116,uri,http://www.wikidata.org/entity/Q56333882,,,,en,literal,Hui Chen
1117,uri,http://www.wikidata.org/entity/Q56357781,,,,en,literal,Katarzyna Z Kedzierska
1118,uri,http://www.wikidata.org/entity/Q56392135,,,,en,literal,Jeffrey M Wilson
1119,uri,http://www.wikidata.org/entity/Q56395652,,,,en,literal,Ali D Güler
1120,uri,http://www.wikidata.org/entity/Q56441403,,,,en,literal,Joann M. McDermid
1121,uri,http://www.wikidata.org/entity/Q56480251,,,,en,literal,Amori Yee Mikami
1122,uri,http://www.wikidata.org/entity/Q56487531,,,,en,literal,Matthew J Barrett
1123,uri,http://www.wikidata.org/entity/Q56506539,,,,en,literal,Minton Truitt Cooper
1124,uri,http://www.wikidata.org/entity/Q56549873,,,,en,literal,Sunil W Dutta
1125,uri,http://www.wikidata.org/entity/Q56746792,,,,en,literal,Sandeep Singh
1126,uri,http://www.wikidata.org/entity/Q56773219,,,,en,literal,Mahendra D Chordia
1127,uri,http://www.wikidata.org/entity/Q56782003,,,,en,literal,Amanda J Nguyen
1128,uri,http://www.wikidata.org/entity/Q56796529,,,,en,literal,Timothy L Pruett
1129,uri,http://www.wikidata.org/entity/Q56797735,,,,en,literal,Cameron Griffiths
1130,uri,http://www.wikidata.org/entity/Q56798327,,,,en,literal,Shashi Kumar
1131,uri,http://www.wikidata.org/entity/Q56852818,,,,en,literal,Graham R Teakle
1132,uri,http://www.wikidata.org/entity/Q56875387,,,,en,literal,Grace M. Wilkinson
1133,uri,http://www.wikidata.org/entity/Q56875418,,,,en,literal,Mateusz P Czub
1134,uri,http://www.wikidata.org/entity/Q56875419,,,,en,literal,Yang Yang
1135,uri,http://www.wikidata.org/entity/Q56876120,,,,en,literal,Saeko Okutsu
1136,uri,http://www.wikidata.org/entity/Q56877222,,,,en,literal,Weibin Shi
1137,uri,http://www.wikidata.org/entity/Q56877238,,,,en,literal,Scott R Johnstone
1138,uri,http://www.wikidata.org/entity/Q56884043,,,,en,literal,Ileana S Mauldin
1139,uri,http://www.wikidata.org/entity/Q56888706,,,,en,literal,Hudson Golino
1140,uri,http://www.wikidata.org/entity/Q56888940,,,,en,literal,Glynis L Kolling
1141,uri,http://www.wikidata.org/entity/Q56896526,,,,en,literal,Kyle J Lampe
1142,uri,http://www.wikidata.org/entity/Q56904583,,,,en,literal,Bettina Winckler
1143,uri,http://www.wikidata.org/entity/Q56910189,,,,en,literal,Ching-Jen Chen
1144,uri,http://www.wikidata.org/entity/Q56910736,,,,en,literal,Zan Gao
1145,uri,http://www.wikidata.org/entity/Q56919587,,,,en,literal,Tracy A Caldwell
1146,uri,http://www.wikidata.org/entity/Q56929459,,,,en,literal,Geoffrey M Geise
1147,uri,http://www.wikidata.org/entity/Q56930462,,,,en,literal,Maureen A Carey
1148,uri,http://www.wikidata.org/entity/Q56931879,,,,en,literal,Dustin L Richter
1149,uri,http://www.wikidata.org/entity/Q56949652,,,,en,literal,Su-Fern Tan
1150,uri,http://www.wikidata.org/entity/Q56950988,,,,en,literal,Despina Louca
1151,uri,http://www.wikidata.org/entity/Q56962934,,,,en,literal,Zongli Lin
1152,uri,http://www.wikidata.org/entity/Q56969132,,,,en,literal,Lauren M Simkins
1153,uri,http://www.wikidata.org/entity/Q56988355,,,,en,literal,Stephanie M Mutchler
1154,uri,http://www.wikidata.org/entity/Q56994144,,,,en,literal,Tao Wang
1155,uri,http://www.wikidata.org/entity/Q56997584,,,,en,literal,Sho Morioka
1156,uri,http://www.wikidata.org/entity/Q56998492,,,,en,literal,Mirza M Elahi
1157,uri,http://www.wikidata.org/entity/Q57006826,,,,en,literal,Taewung Kim
1158,uri,http://www.wikidata.org/entity/Q57008105,,,,en,literal,Jiekun Yang
1159,uri,http://www.wikidata.org/entity/Q57010099,,,,en,literal,Cheng Yang
1160,uri,http://www.wikidata.org/entity/Q57010216,,,,en,literal,Julien Dimastromatteo
1161,uri,http://www.wikidata.org/entity/Q57016964,,,,en,literal,Asya Smirnov
1162,uri,http://www.wikidata.org/entity/Q57016973,,,,en,literal,Joanne Lannigan
1163,uri,http://www.wikidata.org/entity/Q57017202,,,,en,literal,Sun-Sang J Sung
1164,uri,http://www.wikidata.org/entity/Q57017254,,,,en,literal,Cheukkai Hui
1165,uri,http://www.wikidata.org/entity/Q57022443,,,,en,literal,Sylvia Cechova
1166,uri,http://www.wikidata.org/entity/Q57022819,,,,en,literal,Kyle S Martin
1167,uri,http://www.wikidata.org/entity/Q57023617,,,,en,literal,Carrie A Cowardin
1168,uri,http://www.wikidata.org/entity/Q57024031,,,,en,literal,Chengyu Li
1169,uri,http://www.wikidata.org/entity/Q57024871,,,,en,literal,Yu-Hsin Chiu
1170,uri,http://www.wikidata.org/entity/Q57024982,,,,en,literal,Jiahan Xie
1171,uri,http://www.wikidata.org/entity/Q57031337,,,,en,literal,Vidisha Raje
1172,uri,http://www.wikidata.org/entity/Q57031609,,,,en,literal,Kostadin Kushlev
1173,uri,http://www.wikidata.org/entity/Q57060364,,,,en,literal,Vinay Kumar Nandicoori
1174,uri,http://www.wikidata.org/entity/Q57066351,,,,en,literal,Ray J Butcher
1175,uri,http://www.wikidata.org/entity/Q57078315,,,,en,literal,Nagaraj Balasubramanian
1176,uri,http://www.wikidata.org/entity/Q57078419,,,,en,literal,Deborah H Luzader
1177,uri,http://www.wikidata.org/entity/Q57078548,,,,en,literal,Joshua R Bush
1178,uri,http://www.wikidata.org/entity/Q57079810,,,,en,literal,Yong Lin
1179,uri,http://www.wikidata.org/entity/Q57079864,,,,en,literal,Adrianna Foster
1180,uri,http://www.wikidata.org/entity/Q57079908,,,,en,literal,Craig Portell
1181,uri,http://www.wikidata.org/entity/Q57079982,,,,en,literal,Athanasios Milionis
1182,uri,http://www.wikidata.org/entity/Q57080045,,,,en,literal,Gordon W Laurie
1183,uri,http://www.wikidata.org/entity/Q57080329,,,,en,literal,Lin Qiu
1184,uri,http://www.wikidata.org/entity/Q57080390,,,,en,literal,Ryan M Chapman
1185,uri,http://www.wikidata.org/entity/Q57080614,,,,en,literal,Yinlin Li
1186,uri,http://www.wikidata.org/entity/Q57174219,,,,en,literal,Stephen R Williams
1187,uri,http://www.wikidata.org/entity/Q57174426,,,,en,literal,Sachith Dissanayake
1188,uri,http://www.wikidata.org/entity/Q57175873,,,,en,literal,Bin Lu
1189,uri,http://www.wikidata.org/entity/Q57178010,,,,en,literal,Kylene P Daily
1190,uri,http://www.wikidata.org/entity/Q57178613,,,,en,literal,Joe M Hart
1191,uri,http://www.wikidata.org/entity/Q57178954,,,,en,literal,Zdenek Svindrych
1192,uri,http://www.wikidata.org/entity/Q57200123,,,,en,literal,Jessika H Bottiani
1193,uri,http://www.wikidata.org/entity/Q57200312,,,,en,literal,Niccolo M Fiorentino
1194,uri,http://www.wikidata.org/entity/Q57201720,,,,en,literal,Todd M Scanlon
