,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sports.type,sports.value
272,uri,http://www.wikidata.org/entity/Q271607,en,literal,Alina Ivanova,literal,"marathon runner, athletics competitor"
273,uri,http://www.wikidata.org/entity/Q271722,en,literal,Therese Borssén,literal,alpine skier
274,uri,http://www.wikidata.org/entity/Q271744,en,literal,Veronika Vítková,literal,"biathlete, cross-country skier"
275,uri,http://www.wikidata.org/entity/Q272353,en,literal,Diann Roffe,literal,alpine skier
276,uri,http://www.wikidata.org/entity/Q272360,en,literal,Luise Krüger,literal,"javelin thrower, athletics competitor"
277,uri,http://www.wikidata.org/entity/Q272570,en,literal,Jade Jones,literal,taekwondo athlete
278,uri,http://www.wikidata.org/entity/Q272736,en,literal,Sabina Valbusa,literal,cross-country skier
279,uri,http://www.wikidata.org/entity/Q273561,en,literal,Anne-Marie Colchen,literal,"high jumper, athletics competitor, basketball player"
280,uri,http://www.wikidata.org/entity/Q273967,en,literal,Gabriele Hinzmann,literal,athletics competitor
281,uri,http://www.wikidata.org/entity/Q274019,en,literal,Marina Kielmann,literal,figure skater
282,uri,http://www.wikidata.org/entity/Q274203,en,literal,Christelle Gros,literal,biathlete
283,uri,http://www.wikidata.org/entity/Q274258,en,literal,Édouard Candeveau,literal,rower
284,uri,http://www.wikidata.org/entity/Q274390,en,literal,Fernanda Ferreira,literal,"beach volleyball player, volleyball player"
285,uri,http://www.wikidata.org/entity/Q274531,en,literal,Maura Viceconte,literal,long-distance runner
286,uri,http://www.wikidata.org/entity/Q274720,en,literal,Élise Bussaglia,literal,association football player
287,uri,http://www.wikidata.org/entity/Q274796,en,literal,Éloyse Lesueur-Aymonin,literal,athletics competitor
288,uri,http://www.wikidata.org/entity/Q274879,en,literal,Émile Ali-Khan,literal,sprinter
289,uri,http://www.wikidata.org/entity/Q274994,en,literal,Émile Champion,literal,"marathon runner, long-distance runner"
290,uri,http://www.wikidata.org/entity/Q274997,en,literal,Nozomi Komuro,literal,skeleton racer
291,uri,http://www.wikidata.org/entity/Q275203,en,literal,Selina Gasparin,literal,"biathlete, cross-country skier"
292,uri,http://www.wikidata.org/entity/Q275378,en,literal,Lena Videkull,literal,"association football player, association football manager"
293,uri,http://www.wikidata.org/entity/Q275418,en,literal,Joanne Goode,literal,badminton player
294,uri,http://www.wikidata.org/entity/Q275590,en,literal,Ilona Richter,literal,rower
295,uri,http://www.wikidata.org/entity/Q276081,en,literal,Hanne Hegh,literal,"handball coach, handball player"
296,uri,http://www.wikidata.org/entity/Q276654,en,literal,Mikhail Dauhaliavets,literal,boxer
297,uri,http://www.wikidata.org/entity/Q279517,en,literal,Prodan Gardzhev,literal,amateur wrestler
298,uri,http://www.wikidata.org/entity/Q284562,en,literal,Alan Bannister,literal,sport cyclist
299,uri,http://www.wikidata.org/entity/Q284782,en,literal,Natallia Sazanovich,literal,"athletics competitor, athletics"
300,uri,http://www.wikidata.org/entity/Q285240,en,literal,Nathan Adrian,literal,swimmer
301,uri,http://www.wikidata.org/entity/Q285961,en,literal,Émile Grumiaux,literal,archer
302,uri,http://www.wikidata.org/entity/Q287912,en,literal,Klodiana Shala,literal,sprinter
303,uri,http://www.wikidata.org/entity/Q288897,en,literal,Marshevet Myers,literal,athletics competitor
304,uri,http://www.wikidata.org/entity/Q289462,en,literal,Seun Adigun,literal,athletics competitor
305,uri,http://www.wikidata.org/entity/Q290403,en,literal,Jacqueline Lawrence,literal,"kayaker, canoeist"
306,uri,http://www.wikidata.org/entity/Q290641,en,literal,Tatyana Prorochenko,literal,athletics competitor
307,uri,http://www.wikidata.org/entity/Q290774,en,literal,Michelle Freeman,literal,athletics competitor
308,uri,http://www.wikidata.org/entity/Q291951,en,literal,Ellen Braumüller,literal,"javelin thrower, athletics competitor"
309,uri,http://www.wikidata.org/entity/Q293331,en,literal,Megan Tandy,literal,biathlete
310,uri,http://www.wikidata.org/entity/Q299529,en,literal,Judith Zeidler,literal,rower
311,uri,http://www.wikidata.org/entity/Q299549,en,literal,Sabine Becker,literal,speed skater
312,uri,http://www.wikidata.org/entity/Q304485,en,literal,Józef Stogowski,literal,ice hockey player
313,uri,http://www.wikidata.org/entity/Q310447,en,literal,Ville Ritola,literal,"middle-distance runner, athletics competitor, long-distance runner"
314,uri,http://www.wikidata.org/entity/Q310471,en,literal,Toni Sailer,literal,"ski instructor, film actor, alpine skier, singer, actor"
315,uri,http://www.wikidata.org/entity/Q311222,en,literal,Kei Nishikori,literal,tennis player
316,uri,http://www.wikidata.org/entity/Q311300,en,literal,Colin Jackson,literal,athletics competitor
317,uri,http://www.wikidata.org/entity/Q311725,en,literal,Allen Johnson,literal,"hurdler, athletics competitor"
318,uri,http://www.wikidata.org/entity/Q312383,en,literal,Nadezhda Skardino,literal,"biathlete, cross-country skier"
319,uri,http://www.wikidata.org/entity/Q312403,en,literal,Magnus Wislander,literal,handball player
320,uri,http://www.wikidata.org/entity/Q313905,en,literal,Georgios Roubanis,literal,"pole vaulter, athletics competitor"
321,uri,http://www.wikidata.org/entity/Q314573,en,literal,Donald Thomas,literal,athletics competitor
322,uri,http://www.wikidata.org/entity/Q315095,en,literal,Paul Masson,literal,track cyclist
323,uri,http://www.wikidata.org/entity/Q316156,en,literal,Bryan Clay,literal,athletics competitor
324,uri,http://www.wikidata.org/entity/Q316190,en,literal,Joe Sakic,literal,ice hockey player
325,uri,http://www.wikidata.org/entity/Q316558,en,literal,Lothar Knörzer,literal,"athletics competitor, sprinter"
326,uri,http://www.wikidata.org/entity/Q316677,en,literal,Leonhard Pohl,literal,"athletics competitor, sprinter"
327,uri,http://www.wikidata.org/entity/Q316864,en,literal,Vladislav Tretiak,literal,"member of the State Duma, ice hockey player, politician"
328,uri,http://www.wikidata.org/entity/Q317661,en,literal,Mikio Oda,literal,"athletics competitor, university teacher"
329,uri,http://www.wikidata.org/entity/Q318892,en,literal,Eddie Eagan,literal,"bobsledder, boxer, military personnel"
330,uri,http://www.wikidata.org/entity/Q318923,en,literal,Jānis Lūsis,literal,javelin thrower
331,uri,http://www.wikidata.org/entity/Q321645,en,literal,Gyula Kellner,literal,"athletics competitor, long-distance runner"
332,uri,http://www.wikidata.org/entity/Q324858,en,literal,Jürgen Kissner,literal,"sport cyclist, university teacher"
333,uri,http://www.wikidata.org/entity/Q325018,en,literal,Andreas Decker,literal,rower
334,uri,http://www.wikidata.org/entity/Q325429,en,literal,Ralf Brudel,literal,rower
335,uri,http://www.wikidata.org/entity/Q325527,en,literal,Fritz Stolze,literal,water polo player
336,uri,http://www.wikidata.org/entity/Q325654,en,literal,André Vonarburg,literal,rower
337,uri,http://www.wikidata.org/entity/Q325808,en,literal,Tomisław Tajner,literal,ski jumper
338,uri,http://www.wikidata.org/entity/Q328611,en,literal,Jacques Carette,literal,athletics competitor
339,uri,http://www.wikidata.org/entity/Q328951,en,literal,Mary Kom,literal,"boxer, politician"
340,uri,http://www.wikidata.org/entity/Q333439,en,literal,"Terence Higgins, Baron Higgins",literal,"athletics competitor, politician"
341,uri,http://www.wikidata.org/entity/Q336071,en,literal,"Arthur Porritt, Baron Porritt",literal,"sprinter, military physician, surgeon, politician"
342,uri,http://www.wikidata.org/entity/Q337612,en,literal,Sippie Tigchelaar,literal,speed skater
343,uri,http://www.wikidata.org/entity/Q342345,en,literal,Alexander Dityatin,literal,artistic gymnast
344,uri,http://www.wikidata.org/entity/Q343346,en,literal,Noriaki Kasai,literal,ski jumper
345,uri,http://www.wikidata.org/entity/Q345360,en,literal,Jan-Ove Waldner,literal,table tennis player
346,uri,http://www.wikidata.org/entity/Q345626,en,literal,Łukasz Kubot,literal,tennis player
347,uri,http://www.wikidata.org/entity/Q346798,en,literal,András Hargitay,literal,"swimmer, veterinarian"
348,uri,http://www.wikidata.org/entity/Q346924,en,literal,Oscar Swahn,literal,"sport shooter, senior accountant"
349,uri,http://www.wikidata.org/entity/Q347340,en,literal,Vladimir Kishkun,literal,athletics competitor
350,uri,http://www.wikidata.org/entity/Q347798,en,literal,Viggo Jensen,literal,"sport shooter, weightlifter, artistic gymnast, athletics competitor"
351,uri,http://www.wikidata.org/entity/Q348530,en,literal,Edi Ziegler,literal,sport cyclist
352,uri,http://www.wikidata.org/entity/Q349739,en,literal,Joseph McCormick,literal,ice hockey player
353,uri,http://www.wikidata.org/entity/Q349950,en,literal,Ben Sandford,literal,skeleton racer
354,uri,http://www.wikidata.org/entity/Q349984,en,literal,Adam Kowalski,literal,"handball player, ice hockey player, basketball player"
355,uri,http://www.wikidata.org/entity/Q350144,en,literal,Aleksandr Gusev,literal,ice hockey player
356,uri,http://www.wikidata.org/entity/Q350657,en,literal,Adam Ptáčník,literal,sport cyclist
357,uri,http://www.wikidata.org/entity/Q350790,en,literal,Adam Sandurski,literal,amateur wrestler
358,uri,http://www.wikidata.org/entity/Q351575,en,literal,Gary Tobian,literal,competitive diver
359,uri,http://www.wikidata.org/entity/Q353616,en,literal,Gyula Zsivótzky,literal,athletics competitor
360,uri,http://www.wikidata.org/entity/Q353988,en,literal,Vénuste Niyongabo,literal,"middle-distance runner, athletics competitor, long-distance runner"
361,uri,http://www.wikidata.org/entity/Q354129,en,literal,Stefano Cipressi,literal,"kayaker, canoeist"
362,uri,http://www.wikidata.org/entity/Q354301,en,literal,Lee Evans,literal,sprinter
363,uri,http://www.wikidata.org/entity/Q354692,en,literal,Adelheid Morath,literal,sport cyclist
364,uri,http://www.wikidata.org/entity/Q355113,en,literal,Adelina Sotnikova,literal,figure skater
365,uri,http://www.wikidata.org/entity/Q355992,en,literal,Jeff Christie,literal,luger
366,uri,http://www.wikidata.org/entity/Q357142,en,literal,Gunde Svan,literal,"rallycross driver, cross-country skier, television presenter"
367,uri,http://www.wikidata.org/entity/Q357351,en,literal,Branislav Regec,literal,luger
368,uri,http://www.wikidata.org/entity/Q358300,en,literal,Grégory Saint-Géniès,literal,skeleton racer
369,uri,http://www.wikidata.org/entity/Q359080,en,literal,Albin Lermusiaux,literal,"sport shooter, marathon runner, middle-distance runner, long-distance runner"
370,uri,http://www.wikidata.org/entity/Q359092,en,literal,Nikolaos Andriakopoulos,literal,artistic gymnast
371,uri,http://www.wikidata.org/entity/Q360703,en,literal,Mike Ryan,literal,marathon runner
372,uri,http://www.wikidata.org/entity/Q361244,en,literal,Ferenc Bene,literal,"association football manager, association football player"
373,uri,http://www.wikidata.org/entity/Q362101,en,literal,Viktor Ruban,literal,archer
374,uri,http://www.wikidata.org/entity/Q363287,en,literal,Anže Šetina,literal,skeleton racer
375,uri,http://www.wikidata.org/entity/Q363962,en,literal,Rui Costa,literal,sport cyclist
376,uri,http://www.wikidata.org/entity/Q365050,en,literal,Adolfo Consolini,literal,discus thrower
377,uri,http://www.wikidata.org/entity/Q366824,en,literal,Pyrros Dimas,literal,"weightlifter, politician"
378,uri,http://www.wikidata.org/entity/Q367686,en,literal,Éric Srecki,literal,fencer
379,uri,http://www.wikidata.org/entity/Q367903,en,literal,Gauthier Grumier,literal,fencer
380,uri,http://www.wikidata.org/entity/Q368478,en,literal,Andrus Värnik,literal,javelin thrower
381,uri,http://www.wikidata.org/entity/Q369243,en,literal,Miloslav Mečíř,literal,"tennis coach, tennis player"
382,uri,http://www.wikidata.org/entity/Q370758,en,literal,Pavol Hochschorner,literal,"kayaker, canoeist"
383,uri,http://www.wikidata.org/entity/Q371235,en,literal,Ben Rutledge,literal,rower
384,uri,http://www.wikidata.org/entity/Q372208,en,literal,Mamo Wolde,literal,"marathon runner, athletics competitor, long-distance runner"
385,uri,http://www.wikidata.org/entity/Q372231,en,literal,Dionísio Castro,literal,marathon runner
386,uri,http://www.wikidata.org/entity/Q376304,en,literal,Steve Smith,literal,athletics competitor
387,uri,http://www.wikidata.org/entity/Q376829,en,literal,Gösta Eriksson,literal,rower
388,uri,http://www.wikidata.org/entity/Q377773,en,literal,Adrián Annus,literal,"hammer thrower, athletics competitor"
389,uri,http://www.wikidata.org/entity/Q381903,en,literal,Pierre Quinon,literal,"pole vaulter, athletics competitor"
390,uri,http://www.wikidata.org/entity/Q381900,en,literal,Roberto Cammarelle,literal,boxer
391,uri,http://www.wikidata.org/entity/Q381905,en,literal,Andrey Abduvaliyev,literal,"hammer thrower, athletics competitor"
392,uri,http://www.wikidata.org/entity/Q382057,en,literal,Eddie Tolan,literal,"athletics competitor, sprinter"
393,uri,http://www.wikidata.org/entity/Q387709,en,literal,Cécilia Berder,literal,fencer
394,uri,http://www.wikidata.org/entity/Q388737,en,literal,Satoshi Shimizu,literal,boxer
395,uri,http://www.wikidata.org/entity/Q388883,en,literal,Brigitte Rougeron,literal,athletics competitor
396,uri,http://www.wikidata.org/entity/Q390027,en,literal,Ferenc Szekeres,literal,athletics competitor
397,uri,http://www.wikidata.org/entity/Q390903,en,literal,Agata Wróbel,literal,weightlifter
398,uri,http://www.wikidata.org/entity/Q405019,en,literal,Aileen Frisch,literal,luger
399,uri,http://www.wikidata.org/entity/Q405614,en,literal,Emilia Tsoulfa,literal,sailor
400,uri,http://www.wikidata.org/entity/Q406504,en,literal,Jorun Askersrud Nygaard,literal,"cross-country skier, cross-country skier, athletics competitor, athletics competitor, speed skater, speed skater"
401,uri,http://www.wikidata.org/entity/Q412665,en,literal,Ajayi Agbebaku,literal,athletics competitor
402,uri,http://www.wikidata.org/entity/Q418365,en,literal,Akilles Järvinen,literal,athletics competitor
403,uri,http://www.wikidata.org/entity/Q423309,en,literal,Tatiana Ortiz,literal,competitive diver
404,uri,http://www.wikidata.org/entity/Q427774,en,literal,Tomi Poikolainen,literal,"archer, firefighter"
405,uri,http://www.wikidata.org/entity/Q428805,en,literal,Sandra Zwolle,literal,speed skater
406,uri,http://www.wikidata.org/entity/Q429115,en,literal,Joachim Puchner,literal,alpine skier
407,uri,http://www.wikidata.org/entity/Q429503,en,literal,Victor Verschueren,literal,"bobsledder, ice hockey player"
408,uri,http://www.wikidata.org/entity/Q430936,en,literal,Mikaël Kingsbury,literal,freestyle skier
409,uri,http://www.wikidata.org/entity/Q431728,en,literal,Kerrin Lee-Gartner,literal,alpine skier
410,uri,http://www.wikidata.org/entity/Q431755,en,literal,István Szívós,literal,"water polo coach, water polo player, dentist"
411,uri,http://www.wikidata.org/entity/Q432434,en,literal,Tatiana Logounova,literal,fencer
412,uri,http://www.wikidata.org/entity/Q432444,en,literal,Ruddy Zang Milama,literal,"athletics competitor, sprinter"
413,uri,http://www.wikidata.org/entity/Q432766,en,literal,Beatriz Ferrer-Salat Serra di Migni,literal,dressage rider
414,uri,http://www.wikidata.org/entity/Q432837,en,literal,Brendan Green,literal,biathlete
415,uri,http://www.wikidata.org/entity/Q433035,en,literal,Elena Berezhnaya,literal,"member of the State Duma, figure skater, politician"
416,uri,http://www.wikidata.org/entity/Q433280,en,literal,Alexandra Coletti,literal,alpine skier
417,uri,http://www.wikidata.org/entity/Q433389,en,literal,Park Seung-hi,literal,"short track speed skater, speed skater"
418,uri,http://www.wikidata.org/entity/Q433542,en,literal,Susanne Glesnes,literal,"beach volleyball player, volleyball player"
419,uri,http://www.wikidata.org/entity/Q433886,en,literal,Georgina Wheatcroft,literal,curler
420,uri,http://www.wikidata.org/entity/Q434001,en,literal,Fiona MacDonald,literal,curler
421,uri,http://www.wikidata.org/entity/Q434700,en,literal,Ashia Hansen,literal,athletics competitor
422,uri,http://www.wikidata.org/entity/Q434933,en,literal,Szymon Ziółkowski,literal,"hammer thrower, athletics competitor, politician"
423,uri,http://www.wikidata.org/entity/Q435068,en,literal,Alain Mimoun,literal,"marathon runner, athletics competitor, long-distance runner"
424,uri,http://www.wikidata.org/entity/Q435794,en,literal,Helen Upperton,literal,"bobsledder, athletics competitor"
425,uri,http://www.wikidata.org/entity/Q435952,en,literal,Dimitrios Golemis,literal,"middle-distance runner, athletics competitor, writer"
426,uri,http://www.wikidata.org/entity/Q436093,en,literal,Anna Swenn-Larsson,literal,alpine skier
427,uri,http://www.wikidata.org/entity/Q436364,en,literal,Yulyana Yushchanka,literal,sprinter
428,uri,http://www.wikidata.org/entity/Q436545,en,literal,Karen Forkel,literal,javelin thrower
429,uri,http://www.wikidata.org/entity/Q437288,en,literal,Pam Kilborn,literal,athletics competitor
430,uri,http://www.wikidata.org/entity/Q437313,en,literal,Velichko Cholakov,literal,weightlifter
