,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sports.type,sports.value
11093,uri,http://www.wikidata.org/entity/Q119497,en,literal,Aleksey Dmitrik,literal,athletics competitor
11094,uri,http://www.wikidata.org/entity/Q120420,en,literal,David Mair,literal,luger
11095,uri,http://www.wikidata.org/entity/Q124327,en,literal,Dante Amaral,literal,"beach volleyball player, volleyball player"
11096,uri,http://www.wikidata.org/entity/Q124644,en,literal,Erik Lundqvist,literal,javelin thrower
11097,uri,http://www.wikidata.org/entity/Q125987,en,literal,Alex Gough,literal,luger
11098,uri,http://www.wikidata.org/entity/Q126449,en,literal,Nevin Yanıt,literal,athletics competitor
11099,uri,http://www.wikidata.org/entity/Q127325,en,literal,Karl Geiger,literal,ski jumper
11100,uri,http://www.wikidata.org/entity/Q128094,en,literal,James Chapman,literal,rower
11101,uri,http://www.wikidata.org/entity/Q129014,en,literal,Alberto Ghilardi,literal,sport cyclist
11102,uri,http://www.wikidata.org/entity/Q129032,en,literal,Anthony Pannier,literal,swimmer
11103,uri,http://www.wikidata.org/entity/Q131120,en,literal,Anna Kournikova,literal,"tennis player, model, socialite"
11104,uri,http://www.wikidata.org/entity/Q132194,en,literal,Elena Georgescu,literal,coxswain
11105,uri,http://www.wikidata.org/entity/Q133451,en,literal,Conseslus Kipruto,literal,"athletics competitor, long-distance runner"
11106,uri,http://www.wikidata.org/entity/Q133667,en,literal,Sohn Kee-chung,literal,"marathon runner, athletics competitor, long-distance runner"
11107,uri,http://www.wikidata.org/entity/Q137892,en,literal,Yordanka Blagoeva,literal,athletics competitor
11108,uri,http://www.wikidata.org/entity/Q138884,en,literal,Nelson Prudêncio,literal,"triple jumper, athletics competitor"
11109,uri,http://www.wikidata.org/entity/Q142993,en,literal,André Myhrer,literal,"cross-country skier, alpine skier"
11110,uri,http://www.wikidata.org/entity/Q144373,en,literal,Zeina Shaban,literal,table tennis player
11111,uri,http://www.wikidata.org/entity/Q144864,en,literal,Patrick Chila,literal,table tennis player
11112,uri,http://www.wikidata.org/entity/Q151773,en,literal,Constantine II of Greece,literal,"sponsor, monarch"
11113,uri,http://www.wikidata.org/entity/Q167353,en,literal,Beorn Nijenhuis,literal,speed skater
11114,uri,http://www.wikidata.org/entity/Q173633,en,literal,Monica Seles,literal,tennis player
11115,uri,http://www.wikidata.org/entity/Q175460,en,literal,Georgi Stoykovski,literal,athletics competitor
11116,uri,http://www.wikidata.org/entity/Q176156,en,literal,Matti Heikkinen,literal,cross-country skier
11117,uri,http://www.wikidata.org/entity/Q176317,en,literal,Valent Sinković,literal,rower
11118,uri,http://www.wikidata.org/entity/Q176781,en,literal,Nándor Dáni,literal,"middle-distance runner, athletics competitor"
11119,uri,http://www.wikidata.org/entity/Q177969,en,literal,Matt Biondi,literal,"water polo player, swimmer"
11120,uri,http://www.wikidata.org/entity/Q189408,en,literal,Ole Einar Bjørndalen,literal,"biathlon coach, biathlete, cross-country skier"
11121,uri,http://www.wikidata.org/entity/Q189858,en,literal,Zenta Kopp,literal,athletics competitor
11122,uri,http://www.wikidata.org/entity/Q193924,en,literal,Arvīds Bārda,literal,association football player
11123,uri,http://www.wikidata.org/entity/Q194716,en,literal,Demetrius Pinder,literal,"athletics competitor, sprinter"
11124,uri,http://www.wikidata.org/entity/Q195558,en,literal,Daniel Rickardsson,literal,"cross-country skier, cross-country skier"
11125,uri,http://www.wikidata.org/entity/Q195578,en,literal,Thomas Wassberg,literal,"cross-country skier, skier"
11126,uri,http://www.wikidata.org/entity/Q196273,en,literal,Alexander Kasjanov,literal,"bobsledder, luger"
11127,uri,http://www.wikidata.org/entity/Q197507,en,literal,Hanna Falk,literal,cross-country skier
11128,uri,http://www.wikidata.org/entity/Q197956,en,literal,Zhou Chunxiu,literal,"marathon runner, long-distance runner"
11129,uri,http://www.wikidata.org/entity/Q200012,en,literal,Bernadette Schild,literal,alpine skier
11130,uri,http://www.wikidata.org/entity/Q205471,en,literal,Nijolė Sabaitė,literal,"middle-distance runner, athletics competitor"
11131,uri,http://www.wikidata.org/entity/Q205894,en,literal,Fred Kelly,literal,"athletics competitor, baseball player"
11132,uri,http://www.wikidata.org/entity/Q211607,en,literal,Wilma van den Berg,literal,athletics competitor
11133,uri,http://www.wikidata.org/entity/Q211636,en,literal,Serhiy Stakhovsky,literal,tennis player
11134,uri,http://www.wikidata.org/entity/Q211802,en,literal,Dominika Cibulková,literal,tennis player
11135,uri,http://www.wikidata.org/entity/Q213015,en,literal,Hannes Kirchler,literal,athletics competitor
11136,uri,http://www.wikidata.org/entity/Q213025,en,literal,Daigoro Timoncini,literal,amateur wrestler
11137,uri,http://www.wikidata.org/entity/Q217505,en,literal,Bjørn Dæhlie,literal,"cross-country skier, businessperson"
11138,uri,http://www.wikidata.org/entity/Q217561,en,literal,Hu Weidong,literal,"basketball coach, basketball player"
11139,uri,http://www.wikidata.org/entity/Q218677,en,literal,Pavel Maslák,literal,"athletics competitor, sprinter"
11140,uri,http://www.wikidata.org/entity/Q221270,en,literal,Dániel Kiss,literal,athletics competitor
11141,uri,http://www.wikidata.org/entity/Q223361,en,literal,Tibor Gécsek,literal,hammer thrower
11142,uri,http://www.wikidata.org/entity/Q223672,en,literal,Carolina Klüft,literal,"athletics competitor, television presenter"
11143,uri,http://www.wikidata.org/entity/Q227015,en,literal,Zou Kai,literal,artistic gymnast
11144,uri,http://www.wikidata.org/entity/Q227348,en,literal,Zsolt Erdei,literal,boxer
11145,uri,http://www.wikidata.org/entity/Q228827,en,literal,Zulia Calatayud,literal,middle-distance runner
11146,uri,http://www.wikidata.org/entity/Q229046,en,literal,Fanny Blankers-Koen,literal,"athletics competitor, sprinter"
11147,uri,http://www.wikidata.org/entity/Q229121,en,literal,Jana Novotná,literal,"tennis coach, tennis player, athlete"
11148,uri,http://www.wikidata.org/entity/Q229663,en,literal,Nataliya Dobrynska,literal,athletics competitor
11149,uri,http://www.wikidata.org/entity/Q230854,en,literal,Rohullah Nikpai,literal,taekwondo athlete
11150,uri,http://www.wikidata.org/entity/Q230950,en,literal,Catherine Ndereba,literal,"marathon runner, athletics competitor, long-distance runner"
11151,uri,http://www.wikidata.org/entity/Q231235,en,literal,Zuzana Schindlerová,literal,racewalker
11152,uri,http://www.wikidata.org/entity/Q231428,en,literal,Inessa Kravets,literal,athletics competitor
11153,uri,http://www.wikidata.org/entity/Q231969,en,literal,Yelena Slesarenko,literal,"high jumper, athletics competitor"
11154,uri,http://www.wikidata.org/entity/Q233270,en,literal,Charlotte Kalla,literal,cross-country skier
11155,uri,http://www.wikidata.org/entity/Q233410,en,literal,Yordanka Donkova,literal,athletics competitor
11156,uri,http://www.wikidata.org/entity/Q233469,en,literal,Allison Schmitt,literal,swimmer
11157,uri,http://www.wikidata.org/entity/Q233622,en,literal,Wang Junxia,literal,"middle-distance runner, athletics competitor, long-distance runner"
11158,uri,http://www.wikidata.org/entity/Q233710,en,literal,Klavdiya Boyarskikh,literal,cross-country skier
11159,uri,http://www.wikidata.org/entity/Q234401,en,literal,Therese Johaug,literal,cross-country skier
11160,uri,http://www.wikidata.org/entity/Q234465,en,literal,Tereza Marinova,literal,athletics competitor
11161,uri,http://www.wikidata.org/entity/Q234999,en,literal,Olga Bondarenko,literal,"athletics competitor, long-distance runner"
11162,uri,http://www.wikidata.org/entity/Q235372,en,literal,Paola Espinoza Sánchez,literal,competitive diver
11163,uri,http://www.wikidata.org/entity/Q236332,en,literal,Paula Ivan,literal,"middle-distance runner, athletics competitor"
11164,uri,http://www.wikidata.org/entity/Q237002,en,literal,Ana Guevara,literal,"sprinter, politician"
11165,uri,http://www.wikidata.org/entity/Q237071,en,literal,Sigrun Wodars,literal,"middle-distance runner, athletics competitor, sprinter"
11166,uri,http://www.wikidata.org/entity/Q237161,en,literal,María Caridad Colón,literal,javelin thrower
11167,uri,http://www.wikidata.org/entity/Q237283,en,literal,Daniela Silivaș,literal,artistic gymnast
11168,uri,http://www.wikidata.org/entity/Q237339,en,literal,Debbie Ferguson-McKenzie,literal,sprinter
11169,uri,http://www.wikidata.org/entity/Q238282,en,literal,Rosemarie Whyte,literal,sprinter
11170,uri,http://www.wikidata.org/entity/Q238311,en,literal,Vita Styopina,literal,athletics competitor
11171,uri,http://www.wikidata.org/entity/Q238551,en,literal,Dan Gable,literal,amateur wrestler
11172,uri,http://www.wikidata.org/entity/Q238656,en,literal,Larisa Iordache,literal,artistic gymnast
11173,uri,http://www.wikidata.org/entity/Q238695,en,literal,Yarelys Barrios,literal,athletics competitor
11174,uri,http://www.wikidata.org/entity/Q238782,en,literal,Tracy Caulkins,literal,swimmer
11175,uri,http://www.wikidata.org/entity/Q239029,en,literal,Melanie Hoffmann,literal,association football player
11176,uri,http://www.wikidata.org/entity/Q239922,en,literal,Duje Bonačić,literal,rower
11177,uri,http://www.wikidata.org/entity/Q239970,en,literal,Janeth Jepkosgei,literal,middle-distance runner
11178,uri,http://www.wikidata.org/entity/Q240381,en,literal,Anastasia Davydova,literal,synchronized swimmer
11179,uri,http://www.wikidata.org/entity/Q240680,en,literal,Marie-Laure Brunet,literal,"biathlete, cross-country skier"
11180,uri,http://www.wikidata.org/entity/Q240686,en,literal,Chris Brown,literal,"athletics competitor, sprinter"
11181,uri,http://www.wikidata.org/entity/Q240751,en,literal,Tatjana Hüfner,literal,luger
11182,uri,http://www.wikidata.org/entity/Q240839,en,literal,Shereefa Lloyd,literal,sprinter
11183,uri,http://www.wikidata.org/entity/Q240871,en,literal,Nino Salukvadze,literal,sport shooter
11184,uri,http://www.wikidata.org/entity/Q241062,en,literal,Tegla Loroupe,literal,"marathon runner, athletics competitor, long-distance runner"
11185,uri,http://www.wikidata.org/entity/Q241419,en,literal,Pierre Vaultier,literal,snowboarder
11186,uri,http://www.wikidata.org/entity/Q241460,en,literal,Susana Feitor,literal,athletics competitor
11187,uri,http://www.wikidata.org/entity/Q242094,en,literal,Dani Stevens,literal,athletics competitor
11188,uri,http://www.wikidata.org/entity/Q242107,en,literal,Marta Domínguez,literal,"athletics competitor, politician"
11189,uri,http://www.wikidata.org/entity/Q243086,en,literal,Brenda Jones,literal,athletics competitor
11190,uri,http://www.wikidata.org/entity/Q244478,en,literal,Tzvetelina Yanchulova,literal,beach volleyball player
11191,uri,http://www.wikidata.org/entity/Q248120,en,literal,Don Quarrie,literal,sprinter
11192,uri,http://www.wikidata.org/entity/Q249610,en,literal,Pyotr Bolotnikov,literal,"athletics competitor, long-distance runner, coach"
11193,uri,http://www.wikidata.org/entity/Q250005,en,literal,Issa Hayatou,literal,"sports official, athletics competitor, basketball player"
11194,uri,http://www.wikidata.org/entity/Q252408,en,literal,Leslie Djhone,literal,sprinter
11195,uri,http://www.wikidata.org/entity/Q252531,en,literal,Ásgeir Örn Hallgrímsson,literal,handball player
11196,uri,http://www.wikidata.org/entity/Q252860,en,literal,Adilbek Niyazymbetov,literal,boxer
11197,uri,http://www.wikidata.org/entity/Q253177,en,literal,George Reiffenstein,literal,rower
11198,uri,http://www.wikidata.org/entity/Q255186,en,literal,James Boyd,literal,boxer
11199,uri,http://www.wikidata.org/entity/Q255557,en,literal,Chun Lee-Kyung,literal,short track speed skater
11200,uri,http://www.wikidata.org/entity/Q255753,en,literal,Kim Batten,literal,athletics competitor
11201,uri,http://www.wikidata.org/entity/Q255839,en,literal,Lyudmila Shevtsova,literal,"middle-distance runner, athletics competitor"
11202,uri,http://www.wikidata.org/entity/Q255854,en,literal,Herma Szabo,literal,"figure skater, alpine skier"
11203,uri,http://www.wikidata.org/entity/Q255863,en,literal,Tetyana Dorovskikh,literal,middle-distance runner
11204,uri,http://www.wikidata.org/entity/Q255865,en,literal,Mette Halvorsen,literal,curler
11205,uri,http://www.wikidata.org/entity/Q255926,en,literal,Lina Andersson,literal,cross-country skier
11206,uri,http://www.wikidata.org/entity/Q256600,en,literal,Lina Radke,literal,"middle-distance runner, athletics competitor"
11207,uri,http://www.wikidata.org/entity/Q256834,en,literal,Anna Bogaliy-Titovets,literal,biathlete
11208,uri,http://www.wikidata.org/entity/Q257833,en,literal,Huriana Manuel,literal,"rugby sevens player, rugby union coach, rugby union player"
11209,uri,http://www.wikidata.org/entity/Q257843,en,literal,Romela Begaj,literal,weightlifter
11210,uri,http://www.wikidata.org/entity/Q258130,en,literal,Stanka Zlateva,literal,amateur wrestler
11211,uri,http://www.wikidata.org/entity/Q258175,en,literal,Danielle Scott-Arruda,literal,"beach volleyball player, volleyball player"
11212,uri,http://www.wikidata.org/entity/Q258196,en,literal,Myriam Soumaré,literal,"athletics competitor, sprinter"
11213,uri,http://www.wikidata.org/entity/Q258401,en,literal,Gete Wami,literal,"marathon runner, athletics competitor, long-distance runner"
11214,uri,http://www.wikidata.org/entity/Q259773,en,literal,Bernard Gravier,literal,fencer
11215,uri,http://www.wikidata.org/entity/Q261329,en,literal,Lia Manoliu,literal,"athletics competitor, politician"
11216,uri,http://www.wikidata.org/entity/Q261594,en,literal,Cate Campbell,literal,swimmer
11217,uri,http://www.wikidata.org/entity/Q261775,en,literal,Katerina Thanou,literal,"athletics competitor, sprinter"
11218,uri,http://www.wikidata.org/entity/Q261792,en,literal,Liz McColgan,literal,"marathon runner, long-distance runner"
11219,uri,http://www.wikidata.org/entity/Q262068,en,literal,Fatima Whitbread,literal,"autobiographer, javelin thrower"
11220,uri,http://www.wikidata.org/entity/Q262082,en,literal,Emelie Wikström,literal,alpine skier
11221,uri,http://www.wikidata.org/entity/Q262404,en,literal,Kathrin Boron,literal,"rowing coach, rower"
11222,uri,http://www.wikidata.org/entity/Q263605,en,literal,Georgeta Damian,literal,rower
11223,uri,http://www.wikidata.org/entity/Q263667,en,literal,Elisabeth Högberg,literal,biathlete
11224,uri,http://www.wikidata.org/entity/Q263674,en,literal,Stefan Heythausen,literal,speed skater
11225,uri,http://www.wikidata.org/entity/Q264423,en,literal,Paula Pequeno,literal,"beach volleyball player, volleyball player"
11226,uri,http://www.wikidata.org/entity/Q265350,en,literal,Lyudmila Kolchanova,literal,athletics competitor
11227,uri,http://www.wikidata.org/entity/Q265895,en,literal,Ivana Rožman,literal,athletics competitor
11228,uri,http://www.wikidata.org/entity/Q266121,en,literal,Kate Ziegler,literal,swimmer
11229,uri,http://www.wikidata.org/entity/Q267150,en,literal,Marina Kuptsova,literal,"high jumper, athletics competitor"
11230,uri,http://www.wikidata.org/entity/Q267289,en,literal,Yelena Prokhorova,literal,athletics competitor
11231,uri,http://www.wikidata.org/entity/Q267788,en,literal,Katarzyna Bachleda-Curuś,literal,speed skater
11232,uri,http://www.wikidata.org/entity/Q267884,en,literal,Hana Mašková,literal,figure skater
11233,uri,http://www.wikidata.org/entity/Q268123,en,literal,Raelene Boyle,literal,"athletics competitor, sprinter"
11234,uri,http://www.wikidata.org/entity/Q268145,en,literal,Nadzeya Pisarava,literal,biathlete
11235,uri,http://www.wikidata.org/entity/Q268159,en,literal,Debbie Armstrong,literal,"cross-country skier, alpine skier"
11236,uri,http://www.wikidata.org/entity/Q268891,en,literal,Aleksandar Karakašević,literal,table tennis player
11237,uri,http://www.wikidata.org/entity/Q270489,en,literal,Ragnhild Aamodt,literal,handball player
11238,uri,http://www.wikidata.org/entity/Q270663,en,literal,Libby Trickett,literal,swimmer
11239,uri,http://www.wikidata.org/entity/Q270989,en,literal,Elfriede Kaun,literal,athletics competitor
11240,uri,http://www.wikidata.org/entity/Q270999,en,literal,Ewa Kłobukowska,literal,"athletics competitor, sprinter"
11241,uri,http://www.wikidata.org/entity/Q271020,en,literal,Elisabetta Perrone,literal,athletics competitor
11242,uri,http://www.wikidata.org/entity/Q271267,en,literal,Denise Biellmann,literal,figure skater
11243,uri,http://www.wikidata.org/entity/Q271316,en,literal,Nicola Sanders,literal,sprinter
11244,uri,http://www.wikidata.org/entity/Q271463,en,literal,Kinue Hitomi,literal,"athletics competitor, sprinter, journalist"
11245,uri,http://www.wikidata.org/entity/Q272178,en,literal,Miloslava Rezková,literal,athletics competitor
11246,uri,http://www.wikidata.org/entity/Q272331,en,literal,Chen Yueling,literal,athletics competitor
11247,uri,http://www.wikidata.org/entity/Q272459,en,literal,Nathalie Santer,literal,"biathlete, cross-country skier"
11248,uri,http://www.wikidata.org/entity/Q272590,en,literal,Connie Carpenter-Phinney,literal,"rower, rower, speed skater, speed skater, sport cyclist, sport cyclist"
11249,uri,http://www.wikidata.org/entity/Q272721,en,literal,Angela Bailey,literal,sprinter
11250,uri,http://www.wikidata.org/entity/Q272887,en,literal,Marie-Luce Waldmeier,literal,alpine skier
11251,uri,http://www.wikidata.org/entity/Q273392,en,literal,Joyce Chepchumba,literal,"marathon runner, athletics competitor, long-distance runner"
11252,uri,http://www.wikidata.org/entity/Q273537,en,literal,Emese Hunyady,literal,speed skater
11253,uri,http://www.wikidata.org/entity/Q274192,en,literal,Amy Gough,literal,skeleton racer
11254,uri,http://www.wikidata.org/entity/Q274293,en,literal,Hayley Lewis,literal,swimmer
11255,uri,http://www.wikidata.org/entity/Q274638,en,literal,Madina Biktagirova,literal,"marathon runner, athletics competitor"
11256,uri,http://www.wikidata.org/entity/Q275225,en,literal,Ans Koning,literal,"javelin thrower, athletics competitor"
11257,uri,http://www.wikidata.org/entity/Q275692,en,literal,Dawn McEwen,literal,curler
11258,uri,http://www.wikidata.org/entity/Q276144,en,literal,Marie-Louise Dräger,literal,rower
11259,uri,http://www.wikidata.org/entity/Q277676,en,literal,Volodymyr Hustov,literal,sport cyclist
11260,uri,http://www.wikidata.org/entity/Q281831,en,literal,László Klinga,literal,amateur wrestler
11261,uri,http://www.wikidata.org/entity/Q284197,en,literal,Ágnes Hornyák,literal,handball player
11262,uri,http://www.wikidata.org/entity/Q284823,en,literal,Dunc Munro,literal,ice hockey player
11263,uri,http://www.wikidata.org/entity/Q285340,en,literal,Antoinette Nana Djimou,literal,"pentathlete, athletics competitor"
11264,uri,http://www.wikidata.org/entity/Q287305,en,literal,Nick Cunningham,literal,"bobsledder, athletics competitor"
11265,uri,http://www.wikidata.org/entity/Q288429,en,literal,Maartje Paumen,literal,field hockey player
11266,uri,http://www.wikidata.org/entity/Q289172,en,literal,Tina Charles,literal,basketball player
11267,uri,http://www.wikidata.org/entity/Q289201,en,literal,Anaysi Hernández,literal,judoka
11268,uri,http://www.wikidata.org/entity/Q289453,en,literal,Yael Arad,literal,"judoka, businessperson"
11269,uri,http://www.wikidata.org/entity/Q289533,en,literal,Yekaterina Podkopayeva,literal,"athletics competitor, coach"
11270,uri,http://www.wikidata.org/entity/Q289665,en,literal,Etienne Gailly,literal,"marathon runner, long-distance runner"
11271,uri,http://www.wikidata.org/entity/Q289960,en,literal,Marlène Harnois,literal,taekwondo athlete
11272,uri,http://www.wikidata.org/entity/Q290352,en,literal,Emily Cross,literal,fencer
11273,uri,http://www.wikidata.org/entity/Q290416,en,literal,Doug Lidster,literal,ice hockey player
11274,uri,http://www.wikidata.org/entity/Q290945,en,literal,Urszula Kielan,literal,athletics competitor
11275,uri,http://www.wikidata.org/entity/Q291052,en,literal,Martina Hrašnová,literal,"hammer thrower, athletics competitor"
11276,uri,http://www.wikidata.org/entity/Q291164,en,literal,Éva Ráduly-Zörgő,literal,"athletics competitor, psychiatrist"
11277,uri,http://www.wikidata.org/entity/Q291857,en,literal,Alla Vazhenina,literal,weightlifter
11278,uri,http://www.wikidata.org/entity/Q292919,en,literal,Agnieszka Wieszczek-Kordus,literal,amateur wrestler
11279,uri,http://www.wikidata.org/entity/Q293308,en,literal,Daniela Neunast,literal,coxswain
11280,uri,http://www.wikidata.org/entity/Q293317,en,literal,Birte Siech,literal,rower
11281,uri,http://www.wikidata.org/entity/Q293339,en,literal,Kathrin Haacker,literal,rower
11282,uri,http://www.wikidata.org/entity/Q293404,en,literal,Óscar Peñas,literal,judoka
11283,uri,http://www.wikidata.org/entity/Q295345,en,literal,Jaromír Jágr,literal,ice hockey player
11284,uri,http://www.wikidata.org/entity/Q298711,en,literal,Carolyn Waldo,literal,"synchronized swimmer, swimmer, sports commentator"
11285,uri,http://www.wikidata.org/entity/Q299486,en,literal,Paola Fantato,literal,archer
11286,uri,http://www.wikidata.org/entity/Q299733,en,literal,Ellen Streidt,literal,sprinter
11287,uri,http://www.wikidata.org/entity/Q299741,en,literal,Aleksandra Chudina,literal,"javelin thrower, beach volleyball player, volleyball player"
11288,uri,http://www.wikidata.org/entity/Q299906,en,literal,Melissa Gorman,literal,swimmer
11289,uri,http://www.wikidata.org/entity/Q302320,en,literal,Aaron March,literal,snowboarder
11290,uri,http://www.wikidata.org/entity/Q303241,en,literal,Nelson Évora,literal,athletics competitor
11291,uri,http://www.wikidata.org/entity/Q306883,en,literal,Abby Johnston,literal,competitive diver
11292,uri,http://www.wikidata.org/entity/Q306881,en,literal,Abby Hughes,literal,ski jumper
11293,uri,http://www.wikidata.org/entity/Q307795,en,literal,Özge Bayrak,literal,badminton player
11294,uri,http://www.wikidata.org/entity/Q310415,en,literal,Robert Korzeniowski,literal,racewalker
11295,uri,http://www.wikidata.org/entity/Q310541,en,literal,Juan Carlos Navarro,literal,basketball player
11296,uri,http://www.wikidata.org/entity/Q310694,en,literal,Benjamin Spock,literal,"rower, university teacher, psychologist, pedagogue, psychiatrist, military officer, politician, physician"
11297,uri,http://www.wikidata.org/entity/Q310989,en,literal,Dick Fosbury,literal,"athletics competitor, politician"
11298,uri,http://www.wikidata.org/entity/Q312343,en,literal,Milos Raonic,literal,tennis player
11299,uri,http://www.wikidata.org/entity/Q313811,en,literal,Edwin Flack,literal,"marathon runner, middle-distance runner, athletics competitor, tennis player"
11300,uri,http://www.wikidata.org/entity/Q314170,en,literal,Félix Savón,literal,boxer
11301,uri,http://www.wikidata.org/entity/Q316007,en,literal,Erwin Skamrahl,literal,"athletics competitor, sprinter"
11302,uri,http://www.wikidata.org/entity/Q316521,en,literal,Lothar Krieg,literal,"athletics competitor, sprinter"
11303,uri,http://www.wikidata.org/entity/Q316861,en,literal,Alexei Yagudin,literal,"figure skating coach, figure skater"
11304,uri,http://www.wikidata.org/entity/Q317114,en,literal,Wolfgang Hofmann,literal,"judoka, university teacher"
11305,uri,http://www.wikidata.org/entity/Q317356,en,literal,Léon Flameng,literal,"track cyclist, sport cyclist, aircraft pilot, test pilot"
11306,uri,http://www.wikidata.org/entity/Q317870,en,literal,Abdullo Tangriev,literal,judoka
11307,uri,http://www.wikidata.org/entity/Q317974,en,literal,Nicolas Mahut,literal,tennis player
11308,uri,http://www.wikidata.org/entity/Q318982,en,literal,Grant Hackett,literal,swimmer
11309,uri,http://www.wikidata.org/entity/Q321425,en,literal,John Davies,literal,athletics competitor
11310,uri,http://www.wikidata.org/entity/Q323833,en,literal,Alex Mann,literal,bobsledder
11311,uri,http://www.wikidata.org/entity/Q324620,en,literal,Ivan Telegin,literal,ice hockey player
11312,uri,http://www.wikidata.org/entity/Q324840,en,literal,Wolfgang Mager,literal,rower
11313,uri,http://www.wikidata.org/entity/Q325123,en,literal,Wolfgang Güldenpfennig,literal,rower
11314,uri,http://www.wikidata.org/entity/Q325673,en,literal,Fernand Decanali,literal,sport cyclist
11315,uri,http://www.wikidata.org/entity/Q326182,en,literal,Onni Pellinen,literal,amateur wrestler
11316,uri,http://www.wikidata.org/entity/Q327145,en,literal,Danuta Kozák,literal,kayaker
11317,uri,http://www.wikidata.org/entity/Q327268,en,literal,Jean Borotra,literal,"tennis player, military officer"
11318,uri,http://www.wikidata.org/entity/Q328986,en,literal,Pascal Mancini,literal,athletics competitor
11319,uri,http://www.wikidata.org/entity/Q330750,en,literal,Brigt Rykkje,literal,speed skater
11320,uri,http://www.wikidata.org/entity/Q334592,en,literal,Andrei Mikhnevich,literal,athletics competitor
11321,uri,http://www.wikidata.org/entity/Q334876,en,literal,Ümmü Kiraz,literal,marathon runner
11322,uri,http://www.wikidata.org/entity/Q339247,en,literal,Stéphanie Falzon,literal,"hammer thrower, athletics competitor"
11323,uri,http://www.wikidata.org/entity/Q339397,en,literal,Anna Kiełbasińska,literal,sprinter
11324,uri,http://www.wikidata.org/entity/Q339996,en,literal,Robert Hawkes,literal,association football player
11325,uri,http://www.wikidata.org/entity/Q344632,en,literal,Kristan Bromley,literal,skeleton racer
11326,uri,http://www.wikidata.org/entity/Q345598,en,literal,Łukasz Kruczek,literal,ski jumper
11327,uri,http://www.wikidata.org/entity/Q346546,en,literal,Volmar Wikström,literal,amateur wrestler
11328,uri,http://www.wikidata.org/entity/Q346756,en,literal,Ivar Böhling,literal,amateur wrestler
11329,uri,http://www.wikidata.org/entity/Q347267,en,literal,Martin Sheridan,literal,athletics competitor
11330,uri,http://www.wikidata.org/entity/Q347970,en,literal,Terrence Trammell,literal,"athletics competitor, sprinter"
11331,uri,http://www.wikidata.org/entity/Q348429,en,literal,George Newberry,literal,sport cyclist
11332,uri,http://www.wikidata.org/entity/Q348608,en,literal,Adam Batirov,literal,"amateur wrestler, amateur wrestler"
11333,uri,http://www.wikidata.org/entity/Q348637,en,literal,Petre Becheru,literal,weightlifter
11334,uri,http://www.wikidata.org/entity/Q349076,en,literal,Adam Cwalina,literal,badminton player
11335,uri,http://www.wikidata.org/entity/Q349369,en,literal,Clas Thunberg,literal,speed skater
11336,uri,http://www.wikidata.org/entity/Q349546,en,literal,Konrad Hirsch,literal,"bandy player, association football player"
11337,uri,http://www.wikidata.org/entity/Q349970,en,literal,Adam Korol,literal,"rower, politician"
11338,uri,http://www.wikidata.org/entity/Q350130,en,literal,Christian Mark,literal,"skeleton racer, bobsledder, sprinter"
11339,uri,http://www.wikidata.org/entity/Q350238,en,literal,Adam Kszczot,literal,"middle-distance runner, runner, athletics competitor"
11340,uri,http://www.wikidata.org/entity/Q352101,en,literal,Peter Norman,literal,"athletics competitor, sprinter"
11341,uri,http://www.wikidata.org/entity/Q352636,en,literal,Andreas Kofler,literal,ski jumper
11342,uri,http://www.wikidata.org/entity/Q356660,en,literal,Aleš Razým,literal,cross-country skier
11343,uri,http://www.wikidata.org/entity/Q357461,en,literal,Ladji Doucouré,literal,athletics competitor
11344,uri,http://www.wikidata.org/entity/Q359348,en,literal,Martin Fourcade,literal,"biathlete, cross-country skier, military personnel"
11345,uri,http://www.wikidata.org/entity/Q362389,en,literal,Patrik Sjöberg,literal,athletics competitor
11346,uri,http://www.wikidata.org/entity/Q362884,en,literal,Adolf Kainz,literal,canoeist
11347,uri,http://www.wikidata.org/entity/Q363452,en,literal,Robert Emmiyan,literal,"sports executive, track and field coach, athletics competitor"
11348,uri,http://www.wikidata.org/entity/Q364094,en,literal,Paul Ereng,literal,middle-distance runner
11349,uri,http://www.wikidata.org/entity/Q365000,en,literal,Adolfo Baloncieri,literal,"association football player, association football manager"
11350,uri,http://www.wikidata.org/entity/Q366517,en,literal,Obadele Thompson,literal,"athletics competitor, sprinter"
11351,uri,http://www.wikidata.org/entity/Q366875,en,literal,József Sákovics,literal,"fencer, coach"
11352,uri,http://www.wikidata.org/entity/Q367681,en,literal,Stephan Eberharter,literal,alpine skier
11353,uri,http://www.wikidata.org/entity/Q369417,en,literal,Rosanna Crawford,literal,biathlete
11354,uri,http://www.wikidata.org/entity/Q370407,en,literal,Peter Hochschorner,literal,"kayaker, canoeist"
11355,uri,http://www.wikidata.org/entity/Q370729,en,literal,John Carlos,literal,"Canadian football player, American football player, athletics competitor, sprinter"
11356,uri,http://www.wikidata.org/entity/Q370806,en,literal,Ainārs Kovals,literal,javelin thrower
11357,uri,http://www.wikidata.org/entity/Q372130,en,literal,Elania Nardelli,literal,sport shooter
11358,uri,http://www.wikidata.org/entity/Q372861,en,literal,Louis Abell,literal,coxswain
11359,uri,http://www.wikidata.org/entity/Q374134,en,literal,Rusty Wailes,literal,rower
