,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value
44,uri,http://www.wikidata.org/entity/Q5538322,en,literal,George D. Prentice,literal,influenza
45,uri,http://www.wikidata.org/entity/Q5546606,en,literal,George Young,literal,influenza
46,uri,http://www.wikidata.org/entity/Q5943341,en,literal,"Hungerford Crewe, 3rd Baron Crewe",literal,influenza
47,uri,http://www.wikidata.org/entity/Q6141959,en,literal,James Reilly,literal,influenza
48,uri,http://www.wikidata.org/entity/Q6144647,en,literal,James Vernor,literal,influenza
49,uri,http://www.wikidata.org/entity/Q6233705,en,literal,John Forsyth,literal,influenza
50,uri,http://www.wikidata.org/entity/Q6259487,en,literal,John Struthers,literal,influenza
51,uri,http://www.wikidata.org/entity/Q6264296,en,literal,John William Wright,literal,influenza
52,uri,http://www.wikidata.org/entity/Q6286448,en,literal,Joseph R. Williams,literal,influenza
53,uri,http://www.wikidata.org/entity/Q6309856,en,literal,Julius Hoffory,literal,"influenza, typhoid fever"
54,uri,http://www.wikidata.org/entity/Q6455234,en,literal,Kōnia,literal,influenza
55,uri,http://www.wikidata.org/entity/Q6774955,en,literal,Martin Baum,literal,influenza
56,uri,http://www.wikidata.org/entity/Q6790954,en,literal,Matthew McKay,literal,influenza
57,uri,http://www.wikidata.org/entity/Q7104160,en,literal,Orson F. Whitney,literal,influenza
58,uri,http://www.wikidata.org/entity/Q7147337,en,literal,Patrick Nolan,literal,influenza
59,uri,http://www.wikidata.org/entity/Q7280247,en,literal,Radhikabai,literal,influenza
60,uri,http://www.wikidata.org/entity/Q7343504,en,literal,Robert Derzon,literal,influenza
61,uri,http://www.wikidata.org/entity/Q7411987,en,literal,Samuel Laycock,literal,influenza
62,uri,http://www.wikidata.org/entity/Q7788858,en,literal,Thomas Dashwood,literal,influenza
63,uri,http://www.wikidata.org/entity/Q7790613,en,literal,Thomas Henry McConica,literal,influenza
64,uri,http://www.wikidata.org/entity/Q7815424,en,literal,Tom Edwards-Moss,literal,influenza
65,uri,http://www.wikidata.org/entity/Q7923384,en,literal,Vestal Goodman,literal,influenza
66,uri,http://www.wikidata.org/entity/Q7965787,en,literal,Walter Parr,literal,influenza
67,uri,http://www.wikidata.org/entity/Q8004598,en,literal,William Arthur White,literal,influenza
68,uri,http://www.wikidata.org/entity/Q8006298,en,literal,William C. Farr,literal,influenza
69,uri,http://www.wikidata.org/entity/Q8009065,en,literal,William Firth,literal,influenza
70,uri,http://www.wikidata.org/entity/Q8011973,en,literal,William Henry Elder,literal,influenza
71,uri,http://www.wikidata.org/entity/Q8013457,en,literal,William James Hardham,literal,influenza
72,uri,http://www.wikidata.org/entity/Q11937719,en,literal,Mourning Dove,literal,influenza
73,uri,http://www.wikidata.org/entity/Q16060067,en,literal,William Mycroft,literal,influenza
74,uri,http://www.wikidata.org/entity/Q53009,en,literal,Bernardo Bertolucci,literal,multiple sclerosis
75,uri,http://www.wikidata.org/entity/Q98330,en,literal,Florian Homm,literal,multiple sclerosis
76,uri,http://www.wikidata.org/entity/Q106655,en,literal,May Ayim,literal,"multiple sclerosis, mental depression"
77,uri,http://www.wikidata.org/entity/Q188280,en,literal,Christina Applegate,literal,"multiple sclerosis, breast cancer"
78,uri,http://www.wikidata.org/entity/Q264748,en,literal,Selma Blair,literal,multiple sclerosis
79,uri,http://www.wikidata.org/entity/Q271874,en,literal,Tamia,literal,multiple sclerosis
80,uri,http://www.wikidata.org/entity/Q290576,en,literal,Lola Falana,literal,multiple sclerosis
81,uri,http://www.wikidata.org/entity/Q313211,en,literal,Alberto Santos-Dumont,literal,multiple sclerosis
82,uri,http://www.wikidata.org/entity/Q323379,en,literal,Hal Ketchum,literal,"multiple sclerosis, Alzheimer's disease, transverse myelitis"
83,uri,http://www.wikidata.org/entity/Q368455,en,literal,Yury Tynyanov,literal,multiple sclerosis
84,uri,http://www.wikidata.org/entity/Q448475,en,literal,Karolina Gruszka,literal,multiple sclerosis
85,uri,http://www.wikidata.org/entity/Q455217,en,literal,Siedah Garrett,literal,multiple sclerosis
86,uri,http://www.wikidata.org/entity/Q464281,en,literal,Augustus d'Este,literal,multiple sclerosis
87,uri,http://www.wikidata.org/entity/Q512611,en,literal,Tim Ferguson,literal,multiple sclerosis
88,uri,http://www.wikidata.org/entity/Q557587,en,literal,David Blatt,literal,multiple sclerosis
89,uri,http://www.wikidata.org/entity/Q561460,en,literal,Anna Kraft,literal,multiple sclerosis
90,uri,http://www.wikidata.org/entity/Q592381,en,literal,Masta Ace,literal,multiple sclerosis
91,uri,http://www.wikidata.org/entity/Q711263,en,literal,Peter Borwein,literal,multiple sclerosis
92,uri,http://www.wikidata.org/entity/Q723666,en,literal,Guido Crepax,literal,multiple sclerosis
93,uri,http://www.wikidata.org/entity/Q1043119,en,literal,Carlos Olivier,literal,multiple sclerosis
94,uri,http://www.wikidata.org/entity/Q1345645,en,literal,Montel Williams,literal,multiple sclerosis
95,uri,http://www.wikidata.org/entity/Q1373840,en,literal,Pavel Bělobrádek,literal,multiple sclerosis
96,uri,http://www.wikidata.org/entity/Q1593494,en,literal,Victoria Williams,literal,multiple sclerosis
97,uri,http://www.wikidata.org/entity/Q1773023,en,literal,Anne Holtsmark,literal,multiple sclerosis
98,uri,http://www.wikidata.org/entity/Q2134696,en,literal,Alejandro Giammattei,literal,multiple sclerosis
99,uri,http://www.wikidata.org/entity/Q2334649,en,literal,Barry Bailey,literal,multiple sclerosis
100,uri,http://www.wikidata.org/entity/Q2348709,en,literal,Wijnie Jabaaij,literal,multiple sclerosis
101,uri,http://www.wikidata.org/entity/Q3035143,en,literal,Dominique Farrugia,literal,multiple sclerosis
102,uri,http://www.wikidata.org/entity/Q3496839,en,literal,Stanley Knowles,literal,multiple sclerosis
103,uri,http://www.wikidata.org/entity/Q3546180,en,literal,Jonathan Katz,literal,multiple sclerosis
104,uri,http://www.wikidata.org/entity/Q3617191,en,literal,Angelo Rizzoli,literal,"multiple sclerosis, type-1 diabetes"
105,uri,http://www.wikidata.org/entity/Q3680210,en,literal,Claudio Rinaldi,literal,multiple sclerosis
106,uri,http://www.wikidata.org/entity/Q3848323,en,literal,Mario Benedetti,literal,multiple sclerosis
107,uri,http://www.wikidata.org/entity/Q3939968,en,literal,Rodolfo Laganà,literal,multiple sclerosis
108,uri,http://www.wikidata.org/entity/Q4796673,en,literal,Art Alexakis,literal,multiple sclerosis
109,uri,http://www.wikidata.org/entity/Q5231141,en,literal,David Barnes,literal,multiple sclerosis
110,uri,http://www.wikidata.org/entity/Q5562266,en,literal,Gillian Mears,literal,multiple sclerosis
111,uri,http://www.wikidata.org/entity/Q6056843,en,literal,Paco Aguilar,literal,multiple sclerosis
112,uri,http://www.wikidata.org/entity/Q11720957,en,literal,Jarosław Mądry,literal,multiple sclerosis
113,uri,http://www.wikidata.org/entity/Q14041863,en,literal,Miquel Buch Moya,literal,multiple sclerosis
114,uri,http://www.wikidata.org/entity/Q15979659,en,literal,Cécile Hernandez-Cervellon,literal,multiple sclerosis
115,uri,http://www.wikidata.org/entity/Q15994284,en,literal,Tony Barrand,literal,multiple sclerosis
116,uri,http://www.wikidata.org/entity/Q16268318,en,literal,Matteo Dall'Osso,literal,multiple sclerosis
117,uri,http://www.wikidata.org/entity/Q16337242,en,literal,Cláudia Rodrigues,literal,multiple sclerosis
118,uri,http://www.wikidata.org/entity/Q16766331,en,literal,jean-claude pourrit,literal,multiple sclerosis
119,uri,http://www.wikidata.org/entity/Q20534496,en,literal,Cristina Maró,literal,multiple sclerosis
120,uri,http://www.wikidata.org/entity/Q20758196,en,literal,Mireia Boya Busquet,literal,multiple sclerosis
121,uri,http://www.wikidata.org/entity/Q22003856,en,literal,Jason DaSilva,literal,multiple sclerosis
122,uri,http://www.wikidata.org/entity/Q25845772,en,literal,Zaidee Mary Brasier,literal,multiple sclerosis
123,uri,http://www.wikidata.org/entity/Q29986915,en,literal,Boerne Bettman,literal,multiple sclerosis
124,uri,http://www.wikidata.org/entity/Q38549983,en,literal,Genni Batterham,literal,multiple sclerosis
125,uri,http://www.wikidata.org/entity/Q48862818,en,literal,Barbara Schabowska,literal,multiple sclerosis
126,uri,http://www.wikidata.org/entity/Q51078082,en,literal,Rob van Zoest,literal,multiple sclerosis
127,uri,http://www.wikidata.org/entity/Q56045841,en,literal,Chad King,literal,multiple sclerosis
128,uri,http://www.wikidata.org/entity/Q56640204,en,literal,Michael Kaplan,literal,multiple sclerosis
129,uri,http://www.wikidata.org/entity/Q56884505,en,literal,Ellen Griffin Dunne,literal,multiple sclerosis
130,uri,http://www.wikidata.org/entity/Q58338161,en,literal,Dorothy Burns,literal,multiple sclerosis
131,uri,http://www.wikidata.org/entity/Q60840964,en,literal,Fiamma Satta,literal,multiple sclerosis
132,uri,http://www.wikidata.org/entity/Q63057042,en,literal,Loïc Blaise,literal,multiple sclerosis
133,uri,http://www.wikidata.org/entity/Q263241,en,literal,Mary Wickes,literal,"anemia, breast cancer, kidney failure, hypotension, gastrointestinal bleeding, ischemic cardiomyopathy"
134,uri,http://www.wikidata.org/entity/Q2379961,en,literal,Princess Akiko of Mikasa,literal,anemia
135,uri,http://www.wikidata.org/entity/Q11410849,en,literal,Kokontei Imasuke II,literal,blindness
136,uri,http://www.wikidata.org/entity/Q11417849,en,literal,Takayoshi Wanami,literal,blindness
137,uri,http://www.wikidata.org/entity/Q11423533,,literal,Q11423533,literal,blindness
138,uri,http://www.wikidata.org/entity/Q11427255,en,literal,Kei Horiuchi,literal,blindness
139,uri,http://www.wikidata.org/entity/Q11427324,en,literal,Toshikazu Hori,literal,blindness
140,uri,http://www.wikidata.org/entity/Q11428930,en,literal,Nobuko Shionoya,literal,blindness
141,uri,http://www.wikidata.org/entity/Q11429307,en,literal,Tarō Masuda,literal,blindness
142,uri,http://www.wikidata.org/entity/Q11430679,en,literal,Toshiyuki Tajima,literal,blindness
143,uri,http://www.wikidata.org/entity/Q11433827,en,literal,Tomoya Ōshiro,literal,blindness
144,uri,http://www.wikidata.org/entity/Q11435271,en,literal,Hiroaki Ōhira,literal,blindness
145,uri,http://www.wikidata.org/entity/Q11445831,,literal,Q11445831,literal,blindness
146,uri,http://www.wikidata.org/entity/Q11452279,en,literal,Aiko Gibo,literal,blindness
147,uri,http://www.wikidata.org/entity/Q11453200,en,literal,Shūretsu Miyashita,literal,blindness
148,uri,http://www.wikidata.org/entity/Q11454322,en,literal,Kōhei Miyazaki,literal,blindness
149,uri,http://www.wikidata.org/entity/Q11456881,,literal,Q11456881,literal,blindness
150,uri,http://www.wikidata.org/entity/Q11457126,en,literal,Takeshi Tomizawa,literal,blindness
151,uri,http://www.wikidata.org/entity/Q11460533,,literal,Q11460533,literal,blindness
152,uri,http://www.wikidata.org/entity/Q11475231,en,literal,Takeo Iwahashi,literal,blindness
153,uri,http://www.wikidata.org/entity/Q11479076,en,literal,Narimichi Kawabata,literal,blindness
154,uri,http://www.wikidata.org/entity/Q11483018,en,literal,Tatsuo Hirakata,literal,blindness
155,uri,http://www.wikidata.org/entity/Q11496421,,literal,Q11496421,literal,blindness
156,uri,http://www.wikidata.org/entity/Q11500631,en,literal,Yuri Saitō,literal,blindness
157,uri,http://www.wikidata.org/entity/Q11518079,en,literal,Kōshi Kishita,literal,blindness
158,uri,http://www.wikidata.org/entity/Q11520942,en,literal,Kazuo Honma,literal,blindness
159,uri,http://www.wikidata.org/entity/Q11535818,en,literal,Tsuyakichi Kurihara,literal,blindness
160,uri,http://www.wikidata.org/entity/Q11536697,en,literal,Katsura Bunza III,literal,blindness
161,uri,http://www.wikidata.org/entity/Q11536704,en,literal,Bunta Katsura,literal,blindness
162,uri,http://www.wikidata.org/entity/Q11538767,en,literal,Takeshi Kakehashi,literal,blindness
163,uri,http://www.wikidata.org/entity/Q11545497,en,literal,Kento Masaki,literal,blindness
164,uri,http://www.wikidata.org/entity/Q11545760,en,literal,Genzō Takehisa,literal,blindness
165,uri,http://www.wikidata.org/entity/Q11553280,en,literal,Shigeru Sawada,literal,blindness
166,uri,http://www.wikidata.org/entity/Q11557098,en,literal,Chieko Asakawa,literal,blindness
167,uri,http://www.wikidata.org/entity/Q11558329,en,literal,Rie Urata,literal,blindness
168,uri,http://www.wikidata.org/entity/Q11558447,en,literal,Naniwatei Ikutaro,literal,blindness
169,uri,http://www.wikidata.org/entity/Q11560843,en,literal,Hiromasa Shimizu,literal,blindness
170,uri,http://www.wikidata.org/entity/Q11566781,en,literal,Fukuichiro Sema,literal,blindness
171,uri,http://www.wikidata.org/entity/Q11568851,en,literal,Tetsutarō Kumagai,literal,blindness
172,uri,http://www.wikidata.org/entity/Q11569673,en,literal,Kataoka Nizaemon XIII,literal,blindness
173,uri,http://www.wikidata.org/entity/Q11574412,,literal,Q11574412,literal,blindness
174,uri,http://www.wikidata.org/entity/Q11579320,en,literal,Noriko Shirai,literal,blindness
175,uri,http://www.wikidata.org/entity/Q11585708,en,literal,Jun Ishikawa,literal,blindness
176,uri,http://www.wikidata.org/entity/Q11586594,en,literal,Ryōzō Ishimatsu,literal,blindness
177,uri,http://www.wikidata.org/entity/Q11598244,en,literal,Satoko Tatemichi,literal,blindness
178,uri,http://www.wikidata.org/entity/Q11598399,en,literal,Tetsuya Ryū,literal,blindness
179,uri,http://www.wikidata.org/entity/Q11599002,en,literal,Eiji Takemae,literal,blindness
180,uri,http://www.wikidata.org/entity/Q11599626,en,literal,Hakkaku Shōfukutei,literal,blindness
181,uri,http://www.wikidata.org/entity/Q11627444,en,literal,Meigaku Saikokubō,literal,blindness
182,uri,http://www.wikidata.org/entity/Q11637165,en,literal,Shōtarō Yō,literal,blindness
183,uri,http://www.wikidata.org/entity/Q11644168,,literal,Q11644168,literal,blindness
184,uri,http://www.wikidata.org/entity/Q11647981,,literal,Q11647981,literal,blindness
185,uri,http://www.wikidata.org/entity/Q11648833,en,literal,Hyōhei Suzuki,literal,blindness
186,uri,http://www.wikidata.org/entity/Q11653181,,literal,Q11653181,literal,blindness
187,uri,http://www.wikidata.org/entity/Q11653693,en,literal,Kiyoshi Hasegawa,literal,blindness
188,uri,http://www.wikidata.org/entity/Q11659724,en,literal,Ametomi Sugaichi,literal,blindness
189,uri,http://www.wikidata.org/entity/Q11670090,en,literal,Masatoshi Takagi,literal,blindness
190,uri,http://www.wikidata.org/entity/Q11674953,en,literal,Tokujirō Torii,literal,blindness
191,uri,http://www.wikidata.org/entity/Q11678605,,literal,Q11678605,literal,blindness
192,uri,http://www.wikidata.org/entity/Q11685793,en,literal,José Ezquerra,literal,blindness
193,uri,http://www.wikidata.org/entity/Q11779827,en,literal,Mieczysław Kosz,literal,"blindness, visual impairment"
194,uri,http://www.wikidata.org/entity/Q11897737,en,literal,Timo T. A. Mikkonen,literal,"blindness, cerebral infarction"
195,uri,http://www.wikidata.org/entity/Q11938003,en,literal,Muqàddam ibn Muafa al-Qabri,literal,blindness
196,uri,http://www.wikidata.org/entity/Q12025955,en,literal,Josef Doksanský,literal,blindness
197,uri,http://www.wikidata.org/entity/Q12026666,en,literal,Josef Toman,literal,blindness
198,uri,http://www.wikidata.org/entity/Q12028186,en,literal,Karel Emanuel Macan,literal,blindness
199,uri,http://www.wikidata.org/entity/Q12037274,en,literal,Milan Pešák,literal,blindness
200,uri,http://www.wikidata.org/entity/Q12039195,en,literal,Mário Bihári,literal,blindness
201,uri,http://www.wikidata.org/entity/Q12079594,,literal,Q12079594,literal,blindness
202,uri,http://www.wikidata.org/entity/Q12096808,en,literal,Hnat Honcharenko,literal,blindness
203,uri,http://www.wikidata.org/entity/Q12178980,,literal,Q12178980,literal,blindness
204,uri,http://www.wikidata.org/entity/Q12180386,,literal,Q12180386,literal,blindness
205,uri,http://www.wikidata.org/entity/Q12182523,en,literal,al-Qāsim ibn Fīrruh Shāṭibī,literal,blindness
206,uri,http://www.wikidata.org/entity/Q12185259,,literal,Q12185259,literal,blindness
207,uri,http://www.wikidata.org/entity/Q12208412,en,literal,Al-Duri,literal,blindness
208,uri,http://www.wikidata.org/entity/Q12213697,,literal,Q12213697,literal,blindness
209,uri,http://www.wikidata.org/entity/Q12216646,en,literal,Sulayman al-Taji al-Faruqi,literal,blindness
210,uri,http://www.wikidata.org/entity/Q12219084,,literal,Q12219084,literal,blindness
211,uri,http://www.wikidata.org/entity/Q12220097,en,literal,Saqr al-Shabib,literal,blindness
212,uri,http://www.wikidata.org/entity/Q12223406,,literal,Q12223406,literal,blindness
213,uri,http://www.wikidata.org/entity/Q12223839,en,literal,Abdul Mannan Wazirabadi,literal,blindness
214,uri,http://www.wikidata.org/entity/Q12229935,en,literal,Fouad Ahmed,literal,blindness
215,uri,http://www.wikidata.org/entity/Q12234969,en,literal,Kab Bin Malik,literal,blindness
216,uri,http://www.wikidata.org/entity/Q12241033,en,literal,Muhammad Mahdi al-Basir,literal,blindness
217,uri,http://www.wikidata.org/entity/Q12244287,en,literal,Ma'n Ibn Aws,literal,blindness
218,uri,http://www.wikidata.org/entity/Q12246058,en,literal,Muhannad Abu Diah,literal,blindness
219,uri,http://www.wikidata.org/entity/Q12249123,en,literal,Nur al-Din al-Salimi,literal,blindness
220,uri,http://www.wikidata.org/entity/Q12250773,,literal,Q12250773,literal,blindness
221,uri,http://www.wikidata.org/entity/Q12252036,,literal,Q12252036,literal,blindness
222,uri,http://www.wikidata.org/entity/Q12262016,en,literal,Laura García Benítez,literal,blindness
223,uri,http://www.wikidata.org/entity/Q12344918,en,literal,Alvydas Valenta,literal,blindness
224,uri,http://www.wikidata.org/entity/Q12345698,en,literal,Birger Viggen,literal,blindness
225,uri,http://www.wikidata.org/entity/Q12348710,en,literal,Hans Breitenbach,literal,blindness
226,uri,http://www.wikidata.org/entity/Q12348728,en,literal,Harald Thilander,literal,blindness
227,uri,http://www.wikidata.org/entity/Q12348781,en,literal,Helena Gal,literal,blindness
228,uri,http://www.wikidata.org/entity/Q12348794,en,literal,Hélène Giroud,literal,blindness
229,uri,http://www.wikidata.org/entity/Q12351909,en,literal,Luigi Tola,literal,blindness
230,uri,http://www.wikidata.org/entity/Q12353069,en,literal,Natalija Kasymova,literal,blindness
231,uri,http://www.wikidata.org/entity/Q12353244,en,literal,Nora Moerbeek-Bartels,literal,blindness
232,uri,http://www.wikidata.org/entity/Q12354364,en,literal,Rafel Israels,literal,blindness
233,uri,http://www.wikidata.org/entity/Q12354665,en,literal,Roza Vogt,literal,blindness
234,uri,http://www.wikidata.org/entity/Q12355323,en,literal,Stanislav Stejskal,literal,blindness
235,uri,http://www.wikidata.org/entity/Q307,en,literal,Galileo Galilei,literal,blindness
236,uri,http://www.wikidata.org/entity/Q714,en,literal,Stevie Wonder,literal,blindness
237,uri,http://www.wikidata.org/entity/Q909,en,literal,Jorge Luis Borges,literal,blindness
238,uri,http://www.wikidata.org/entity/Q1339,en,literal,Johann Sebastian Bach,literal,blindness
239,uri,http://www.wikidata.org/entity/Q1631,en,literal,Édith Piaf,literal,"blindness, rheumatoid arthritis, keratitis"
240,uri,http://www.wikidata.org/entity/Q1768,en,literal,Ella Fitzgerald,literal,"blindness, diabetes"
241,uri,http://www.wikidata.org/entity/Q6691,en,literal,Homer,literal,blindness
242,uri,http://www.wikidata.org/entity/Q7265,en,literal,Liu Penzi,literal,blindness
243,uri,http://www.wikidata.org/entity/Q7604,en,literal,Leonhard Euler,literal,blindness
244,uri,http://www.wikidata.org/entity/Q9364,en,literal,Jean-Paul Sartre,literal,"blindness, one-eyed"
245,uri,http://www.wikidata.org/entity/Q11674,en,literal,David Paterson,literal,blindness
246,uri,http://www.wikidata.org/entity/Q14098,en,literal,Caryn Navy,literal,"blindness, retinopathy of prematurity"
247,uri,http://www.wikidata.org/entity/Q20887,en,literal,Vasili Eroshenko,literal,blindness
248,uri,http://www.wikidata.org/entity/Q29752,en,literal,Sheena Iyengar,literal,blindness
249,uri,http://www.wikidata.org/entity/Q37076,en,literal,Alexios V Doukas,literal,blindness
250,uri,http://www.wikidata.org/entity/Q37088,en,literal,John IV Laskaris,literal,blindness
251,uri,http://www.wikidata.org/entity/Q37135,en,literal,Isaac II Angelos,literal,blindness
252,uri,http://www.wikidata.org/entity/Q41661,en,literal,Konstantinos VI,literal,blindness
253,uri,http://www.wikidata.org/entity/Q41834,en,literal,Romanos IV Diogenes,literal,blindness
254,uri,http://www.wikidata.org/entity/Q42402,en,literal,Andrea Bocelli,literal,"blindness, COVID-19"
255,uri,http://www.wikidata.org/entity/Q44589,en,literal,Josef Frings,literal,blindness
256,uri,http://www.wikidata.org/entity/Q45001,en,literal,Blind Lemon Jefferson,literal,blindness
257,uri,http://www.wikidata.org/entity/Q45141,en,literal,Friedrich Wilhelm Raiffeisen,literal,blindness
258,uri,http://www.wikidata.org/entity/Q46373,en,literal,Edgar Degas,literal,blindness
259,uri,http://www.wikidata.org/entity/Q53619,en,literal,Rambhadracharya,literal,blindness
260,uri,http://www.wikidata.org/entity/Q55503,en,literal,Joscelin II,literal,blindness
261,uri,http://www.wikidata.org/entity/Q57428,en,literal,George V of Hanover,literal,blindness
262,uri,http://www.wikidata.org/entity/Q59706,en,literal,Jabir ibn Abd-Allah,literal,blindness
263,uri,http://www.wikidata.org/entity/Q61439,en,literal,Georg Eberhard Rumphius,literal,blindness
264,uri,http://www.wikidata.org/entity/Q61586,en,literal,Andronikos Kontostephanos,literal,blindness
265,uri,http://www.wikidata.org/entity/Q61907,en,literal,Georg Ratzinger,literal,blindness
266,uri,http://www.wikidata.org/entity/Q63046,en,literal,Corinna May,literal,blindness
267,uri,http://www.wikidata.org/entity/Q63377,en,literal,Bagrat V of Imereti,literal,blindness
268,uri,http://www.wikidata.org/entity/Q64523,en,literal,Arnolt Schlick,literal,blindness
269,uri,http://www.wikidata.org/entity/Q65173,en,literal,Julius Oscar Brefeld,literal,"blindness, one-eyed"
270,uri,http://www.wikidata.org/entity/Q68987,en,literal,Heinrich Landesmann,literal,"blindness, deafness"
271,uri,http://www.wikidata.org/entity/Q72524,en,literal,Herbert Quandt,literal,blindness
272,uri,http://www.wikidata.org/entity/Q73731,en,literal,Manuel Pereira,literal,blindness
273,uri,http://www.wikidata.org/entity/Q76167,en,literal,Abdurrahman Wahid,literal,blindness
274,uri,http://www.wikidata.org/entity/Q76907,en,literal,"Henry IV, Count of Luxembourg",literal,blindness
275,uri,http://www.wikidata.org/entity/Q77079,en,literal,Jean Paul,literal,blindness
276,uri,http://www.wikidata.org/entity/Q77278,en,literal,Burkhard Heim,literal,blindness
277,uri,http://www.wikidata.org/entity/Q77742,en,literal,Gottlieb Konrad Pfeffel,literal,blindness
278,uri,http://www.wikidata.org/entity/Q77946,en,literal,Sabriye Tenberken,literal,blindness
279,uri,http://www.wikidata.org/entity/Q78848,en,literal,Josef Labor,literal,blindness
280,uri,http://www.wikidata.org/entity/Q79759,en,literal,John Milton,literal,blindness
281,uri,http://www.wikidata.org/entity/Q81116,en,literal,Tristão da Cunha,literal,blindness
282,uri,http://www.wikidata.org/entity/Q82686,en,literal,Béla II of Hungary,literal,blindness
283,uri,http://www.wikidata.org/entity/Q83235,en,literal,Horatio Nelson,literal,"blindness, one-eyed"
284,uri,http://www.wikidata.org/entity/Q92081,en,literal,Heinrich August Luyken,literal,blindness
285,uri,http://www.wikidata.org/entity/Q93182,en,literal,Louis Braille,literal,"blindness, tuberculosis"
286,uri,http://www.wikidata.org/entity/Q107963,en,literal,Wilhelmina Koch,literal,blindness
287,uri,http://www.wikidata.org/entity/Q108989,en,literal,Tonio Selwart,literal,blindness
