,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,ethnicity.type,ethnicity.value
1266,uri,http://www.wikidata.org/entity/Q60784773,en,literal,Lanice Avery,literal,
1267,uri,http://www.wikidata.org/entity/Q60784790,en,literal,Sophie Trawalter,literal,
1268,uri,http://www.wikidata.org/entity/Q60977037,en,literal,Melissa M Kendall,literal,
1269,uri,http://www.wikidata.org/entity/Q60988918,en,literal,Christine Mitchell,literal,
1270,uri,http://www.wikidata.org/entity/Q61045269,en,literal,Craig H. Benson,literal,
1271,uri,http://www.wikidata.org/entity/Q61139667,en,literal,Michael B Black,literal,
1272,uri,http://www.wikidata.org/entity/Q61142635,en,literal,Mohammad Sharifian Gh.,literal,
1273,uri,http://www.wikidata.org/entity/Q61157693,en,literal,Mohammad Fallahi-Sichani,literal,
1274,uri,http://www.wikidata.org/entity/Q61160417,en,literal,John H Bushweller,literal,
1275,uri,http://www.wikidata.org/entity/Q61179413,en,literal,Koong Yi,literal,
1276,uri,http://www.wikidata.org/entity/Q61296751,en,literal,David Nemer,literal,
1277,uri,http://www.wikidata.org/entity/Q61372601,en,literal,Vivian C. Wong,literal,
1278,uri,http://www.wikidata.org/entity/Q61478766,en,literal,Dana K Dawson,literal,
1279,uri,http://www.wikidata.org/entity/Q61480711,en,literal,Andrew T Grainger,literal,
1280,uri,http://www.wikidata.org/entity/Q61610534,en,literal,Catherine Pilcher Bradshaw,literal,
1281,uri,http://www.wikidata.org/entity/Q61613300,en,literal,Jack Naglieri,literal,
1282,uri,http://www.wikidata.org/entity/Q61627797,en,literal,Jixie Zhang,literal,
1283,uri,http://www.wikidata.org/entity/Q61644111,en,literal,William Weaver Austin,literal,
1284,uri,http://www.wikidata.org/entity/Q61658027,en,literal,Ralph Lerner,literal,
1285,uri,http://www.wikidata.org/entity/Q61823006,en,literal,Carmelita Pickett,literal,
1286,uri,http://www.wikidata.org/entity/Q62091223,en,literal,Carol A Gilchrist,literal,
1287,uri,http://www.wikidata.org/entity/Q62091227,en,literal,Rashidul Haque,literal,
1288,uri,http://www.wikidata.org/entity/Q62513266,en,literal,George Blaettermann,literal,
1289,uri,http://www.wikidata.org/entity/Q62534475,en,literal,Michael Ryan,literal,
1290,uri,http://www.wikidata.org/entity/Q62555215,en,literal,Andreas Beling,literal,
1291,uri,http://www.wikidata.org/entity/Q62555712,en,literal,Erfaneh Gharavi,literal,
1292,uri,http://www.wikidata.org/entity/Q62597313,en,literal,Albina Orlova,literal,
1293,uri,http://www.wikidata.org/entity/Q62609323,en,literal,Joe C. Campbell,literal,
1294,uri,http://www.wikidata.org/entity/Q62609539,en,literal,Diana Vaman,literal,
1295,uri,http://www.wikidata.org/entity/Q62609702,en,literal,Robert J. Hirosky,literal,
1296,uri,http://www.wikidata.org/entity/Q63014343,en,literal,Yaqin Xu,literal,
1297,uri,http://www.wikidata.org/entity/Q63015429,en,literal,Madhav Marathe,literal,
1298,uri,http://www.wikidata.org/entity/Q63018132,en,literal,Gorav Ailawadi,literal,
1299,uri,http://www.wikidata.org/entity/Q63166710,en,literal,Darwin J Operario,literal,
1300,uri,http://www.wikidata.org/entity/Q63195680,en,literal,Breyette Lorntz,literal,
1301,uri,http://www.wikidata.org/entity/Q63230300,en,literal,William E. Kunkel,literal,
1302,uri,http://www.wikidata.org/entity/Q63241912,en,literal,Christopher P. Goyne,literal,
1303,uri,http://www.wikidata.org/entity/Q63253505,en,literal,Qiugui Zhou,literal,
1304,uri,http://www.wikidata.org/entity/Q63254664,en,literal,Dorrie K. Fontaine,literal,
1305,uri,http://www.wikidata.org/entity/Q63591014,en,literal,Patricia Wattenmaker,literal,
1306,uri,http://www.wikidata.org/entity/Q63614136,en,literal,Craig Volden,literal,
1307,uri,http://www.wikidata.org/entity/Q63615380,en,literal,Arthur W. Lichtenberger,literal,
1308,uri,http://www.wikidata.org/entity/Q63644976,en,literal,Karen McGlathery,literal,
1309,uri,http://www.wikidata.org/entity/Q63791841,en,literal,Alistair Duckworth,literal,
1310,uri,http://www.wikidata.org/entity/Q63897706,en,literal,Arup Sarkar,literal,
1311,uri,http://www.wikidata.org/entity/Q63930019,en,literal,Luis Felipe R. Murillo,literal,
1312,uri,http://www.wikidata.org/entity/Q63943172,en,literal,Gerard P. Learmonth,literal,
1313,uri,http://www.wikidata.org/entity/Q63991029,en,literal,Deborah Lawrence,literal,
1314,uri,http://www.wikidata.org/entity/Q63993949,en,literal,Sally Hudson,literal,
1315,uri,http://www.wikidata.org/entity/Q64009439,en,literal,Jonathan Kropko,literal,
1316,uri,http://www.wikidata.org/entity/Q64027295,en,literal,Thomas Pierce,literal,
1317,uri,http://www.wikidata.org/entity/Q64304324,en,literal,Dennis Clark,literal,
1318,uri,http://www.wikidata.org/entity/Q64457482,en,literal,Rachel Letteri,literal,
1319,uri,http://www.wikidata.org/entity/Q64481946,en,literal,Rebecca Pompano,literal,
1320,uri,http://www.wikidata.org/entity/Q64496057,en,literal,Ricardo P. Schiavon,literal,
1321,uri,http://www.wikidata.org/entity/Q64537795,en,literal,Deborah A. Verstegen,literal,
1322,uri,http://www.wikidata.org/entity/Q64590298,en,literal,Sarah L. French,literal,
1323,uri,http://www.wikidata.org/entity/Q64590631,en,literal,Katherine Margaret Still,literal,
1324,uri,http://www.wikidata.org/entity/Q64681766,en,literal,Tri Thanh Pham,literal,
1325,uri,http://www.wikidata.org/entity/Q64708119,en,literal,Andrew D. Kaufman,literal,
1326,uri,http://www.wikidata.org/entity/Q64718899,en,literal,Cassandra Fraser,literal,
1327,uri,http://www.wikidata.org/entity/Q64748860,en,literal,Laura E. Barnes,literal,
1328,uri,http://www.wikidata.org/entity/Q64748931,en,literal,Bethany A. Teachman,literal,
1329,uri,http://www.wikidata.org/entity/Q64786165,en,literal,Maximilian Schele De Vere,literal,
1330,uri,http://www.wikidata.org/entity/Q64857702,en,literal,Gloria Corti,literal,
1331,uri,http://www.wikidata.org/entity/Q64865833,en,literal,Narges Tabari,literal,
1332,uri,http://www.wikidata.org/entity/Q65005904,en,literal,Patricia Meyer Spacks,literal,
1333,uri,http://www.wikidata.org/entity/Q65013183,en,literal,Lindsay B. Wheeler,literal,
1334,uri,http://www.wikidata.org/entity/Q65013309,en,literal,Michael S. Palmer,literal,
1335,uri,http://www.wikidata.org/entity/Q65048715,en,literal,Nitya Kallivayalil,literal,
1336,uri,http://www.wikidata.org/entity/Q65785266,en,literal,Gizem Korkmaz,literal,
1337,uri,http://www.wikidata.org/entity/Q65926384,en,literal,Fraser D. Neiman,literal,
1338,uri,http://www.wikidata.org/entity/Q66305503,en,literal,Mark Sochor,literal,
1339,uri,http://www.wikidata.org/entity/Q66316842,en,literal,Donald Dean Jackson,literal,
1340,uri,http://www.wikidata.org/entity/Q66393200,en,literal,Kevin A. Janes,literal,
1341,uri,http://www.wikidata.org/entity/Q66780391,en,literal,Carla Green,literal,
1342,uri,http://www.wikidata.org/entity/Q67207520,en,literal,Peter Norton,literal,
1343,uri,http://www.wikidata.org/entity/Q67499167,en,literal,Mila Maria Theresia Versteeg,literal,
1344,uri,http://www.wikidata.org/entity/Q67876753,en,literal,Lisa A. Speidel,literal,
1345,uri,http://www.wikidata.org/entity/Q67877198,en,literal,David L. Driscoll,literal,
1346,uri,http://www.wikidata.org/entity/Q68706920,en,literal,Wei Chen,literal,
1347,uri,http://www.wikidata.org/entity/Q69412649,en,literal,H. T. Cromartie,literal,
1348,uri,http://www.wikidata.org/entity/Q69978562,en,literal,Denise Newman,literal,
1349,uri,http://www.wikidata.org/entity/Q71122246,en,literal,Professor Hilary Bart-Smith,literal,
1350,uri,http://www.wikidata.org/entity/Q72530504,en,literal,Nancy Kechner,literal,
1351,uri,http://www.wikidata.org/entity/Q72967201,en,literal,Christopher M. S. Johns,literal,
1352,uri,http://www.wikidata.org/entity/Q73200471,en,literal,Eleftherios N. Economou,literal,
1353,uri,http://www.wikidata.org/entity/Q73326541,en,literal,Li-Zhi Mi,literal,
1354,uri,http://www.wikidata.org/entity/Q73412332,en,literal,Charles A. Sackett,literal,
1355,uri,http://www.wikidata.org/entity/Q73838240,en,literal,Quan Chen,literal,
1356,uri,http://www.wikidata.org/entity/Q75262730,en,literal,Dale C. Copeland,literal,
1357,uri,http://www.wikidata.org/entity/Q75757929,en,literal,Harry Y. Gamble,literal,
1358,uri,http://www.wikidata.org/entity/Q77365188,en,literal,Daphna Bassok,literal,
1359,uri,http://www.wikidata.org/entity/Q77558395,en,literal,Patrick Hopkins,literal,
1360,uri,http://www.wikidata.org/entity/Q77689825,en,literal,Edward Courtney,literal,
1361,uri,http://www.wikidata.org/entity/Q78338820,en,literal,Garrick Louis,literal,
1362,uri,http://www.wikidata.org/entity/Q79188833,en,literal,Gavin H West,literal,
1363,uri,http://www.wikidata.org/entity/Q79467331,en,literal,Julia J Scialla,literal,
1364,uri,http://www.wikidata.org/entity/Q79698344,en,literal,Selma Maria B Jerônimo,literal,
1365,uri,http://www.wikidata.org/entity/Q79753644,en,literal,Mark R Wick,literal,
1366,uri,http://www.wikidata.org/entity/Q79926534,en,literal,Michael Mcculloch,literal,
1367,uri,http://www.wikidata.org/entity/Q80036672,en,literal,Toru Yoshikawa,literal,
1368,uri,http://www.wikidata.org/entity/Q80461718,en,literal,A. Robert Kuhlthau,literal,
1369,uri,http://www.wikidata.org/entity/Q80868447,en,literal,Jim Coan,literal,
1370,uri,http://www.wikidata.org/entity/Q81080002,en,literal,Dietrich H. Bodenstein,literal,
1371,uri,http://www.wikidata.org/entity/Q81795939,en,literal,Robert W. Berger,literal,
1372,uri,http://www.wikidata.org/entity/Q81807499,en,literal,Paul Clark,literal,
1373,uri,http://www.wikidata.org/entity/Q82255354,en,literal,Chani J Hodonsky,literal,
1374,uri,http://www.wikidata.org/entity/Q82636413,en,literal,Caitlin Donahue Wylie,literal,
1375,uri,http://www.wikidata.org/entity/Q83298510,en,literal,Beat A Kaufmann,literal,
1376,uri,http://www.wikidata.org/entity/Q83552006,en,literal,Ashley Carse,literal,
1377,uri,http://www.wikidata.org/entity/Q83624841,en,literal,Yun Shim,literal,
1378,uri,http://www.wikidata.org/entity/Q83751661,en,literal,Denise Walsh,literal,
1379,uri,http://www.wikidata.org/entity/Q83755392,en,literal,Anindya Ganguly,literal,
1380,uri,http://www.wikidata.org/entity/Q83861764,en,literal,Ryan D Gentzler,literal,
1381,uri,http://www.wikidata.org/entity/Q84053543,en,literal,Erich M. Purpur,literal,
1382,uri,http://www.wikidata.org/entity/Q84076556,en,literal,James AJ,literal,
1383,uri,http://www.wikidata.org/entity/Q84345604,en,literal,Arian Abdulla,literal,
1384,uri,http://www.wikidata.org/entity/Q84521903,en,literal,Justin L Weppner,literal,
1385,uri,http://www.wikidata.org/entity/Q84790233,en,literal,Jamie Jirout,literal,
1386,uri,http://www.wikidata.org/entity/Q85149280,en,literal,Charles Marsh,literal,
1387,uri,http://www.wikidata.org/entity/Q85174148,en,literal,Alireza Korangy,literal,
1388,uri,http://www.wikidata.org/entity/Q85252109,en,literal,Liming Yu,literal,
1389,uri,http://www.wikidata.org/entity/Q85311115,en,literal,Chiuan-Ren Yeh,literal,
1390,uri,http://www.wikidata.org/entity/Q85394045,en,literal,Prasad Srikakulapu,literal,
1391,uri,http://www.wikidata.org/entity/Q85439775,en,literal,Smriti Gupta,literal,
1392,uri,http://www.wikidata.org/entity/Q85502812,en,literal,Jason Scott Johnston,literal,
1393,uri,http://www.wikidata.org/entity/Q85514926,en,literal,Simon G Brauer,literal,
1394,uri,http://www.wikidata.org/entity/Q85623953,en,literal,Mary Anne Case,literal,
1395,uri,http://www.wikidata.org/entity/Q85776150,en,literal,Seyyed Mohsen Hosseini Barkooie,literal,
1396,uri,http://www.wikidata.org/entity/Q85842226,en,literal,Atul Bali,literal,
1397,uri,http://www.wikidata.org/entity/Q85856831,en,literal,Milka Doktorova,literal,
1398,uri,http://www.wikidata.org/entity/Q86029370,en,literal,Heather McDaniel,literal,
1399,uri,http://www.wikidata.org/entity/Q86131998,en,literal,Changcheng Jiang,literal,
1400,uri,http://www.wikidata.org/entity/Q86177042,en,literal,Max C N Castorani,literal,
1401,uri,http://www.wikidata.org/entity/Q86367563,en,literal,Casandra L Hoffman,literal,
1402,uri,http://www.wikidata.org/entity/Q86475340,en,literal,Erika H. James,literal,
1403,uri,http://www.wikidata.org/entity/Q86501048,en,literal,Drew A Harris,literal,
1404,uri,http://www.wikidata.org/entity/Q86625896,en,literal,Pim Oomen,literal,
1405,uri,http://www.wikidata.org/entity/Q87008625,en,literal,Dongge Li,literal,
1406,uri,http://www.wikidata.org/entity/Q87091461,en,literal,Daniel Abebayehu,literal,
1407,uri,http://www.wikidata.org/entity/Q87161839,en,literal,Janet P Trammell,literal,
1408,uri,http://www.wikidata.org/entity/Q87206260,en,literal,Adrienne Wood,literal,
1409,uri,http://www.wikidata.org/entity/Q87246141,en,literal,Victoria Niklas,literal,
1410,uri,http://www.wikidata.org/entity/Q87326189,en,literal,Behnam Keshavarz,literal,
1411,uri,http://www.wikidata.org/entity/Q87350885,en,literal,Hui Chen,literal,
1412,uri,http://www.wikidata.org/entity/Q87376911,en,literal,Péter Sándor,literal,
1413,uri,http://www.wikidata.org/entity/Q87730193,en,literal,Rafael N Alexander,literal,
1414,uri,http://www.wikidata.org/entity/Q87757065,en,literal,Marcos M Pires,literal,
1415,uri,http://www.wikidata.org/entity/Q87799310,en,literal,Robert L Chevalier,literal,
1416,uri,http://www.wikidata.org/entity/Q87824789,en,literal,Amanda K Gibson,literal,
1417,uri,http://www.wikidata.org/entity/Q87830294,en,literal,Vishnu M Chandra,literal,
1418,uri,http://www.wikidata.org/entity/Q87839731,en,literal,Maxim V Shugaev,literal,
1419,uri,http://www.wikidata.org/entity/Q87894622,en,literal,Samuel R Walton,literal,
1420,uri,http://www.wikidata.org/entity/Q87901889,en,literal,Jacob Porter,literal,
1421,uri,http://www.wikidata.org/entity/Q87933238,en,literal,William S Kearney,literal,
1422,uri,http://www.wikidata.org/entity/Q88043534,en,literal,Yu-Yo Sun,literal,
1423,uri,http://www.wikidata.org/entity/Q88051691,en,literal,Wiktor Tokarek,literal,
1424,uri,http://www.wikidata.org/entity/Q88069242,en,literal,Alban Gaultier,literal,
1425,uri,http://www.wikidata.org/entity/Q88093134,en,literal,John Kim,literal,
1426,uri,http://www.wikidata.org/entity/Q88107839,en,literal,Thomas M Guterbock,literal,
1427,uri,http://www.wikidata.org/entity/Q88119619,en,literal,M Carly Lin,literal,
1428,uri,http://www.wikidata.org/entity/Q88129153,en,literal,Thomas P Remcho,literal,
1429,uri,http://www.wikidata.org/entity/Q88132332,en,literal,Jeffrey D. Blume,literal,
1430,uri,http://www.wikidata.org/entity/Q88202255,en,literal,Bishal Paudel,literal,
1431,uri,http://www.wikidata.org/entity/Q88315018,en,literal,Chang Hee Jung,literal,
1432,uri,http://www.wikidata.org/entity/Q88345624,en,literal,Justin M Farry,literal,
1433,uri,http://www.wikidata.org/entity/Q88358796,en,literal,Alice J. Liu,literal,
1434,uri,http://www.wikidata.org/entity/Q88371091,en,literal,Teja Pristavec,literal,
1435,uri,http://www.wikidata.org/entity/Q88387397,en,literal,Matthew N Eisler,literal,
1436,uri,http://www.wikidata.org/entity/Q88406757,en,literal,Marium Naveed Khan,literal,
1437,uri,http://www.wikidata.org/entity/Q88436083,en,literal,Kenneth Brayman,literal,
1438,uri,http://www.wikidata.org/entity/Q88579100,en,literal,Jeff Bary,literal,
1439,uri,http://www.wikidata.org/entity/Q88727162,en,literal,Margaret M Elmer-Dixon,literal,
1440,uri,http://www.wikidata.org/entity/Q88782504,en,literal,Tomoko Yoshikawa,literal,
1441,uri,http://www.wikidata.org/entity/Q88789500,en,literal,Anthony Orr,literal,
1442,uri,http://www.wikidata.org/entity/Q88979837,en,literal,Thurl E Harris,literal,
1443,uri,http://www.wikidata.org/entity/Q89025705,en,literal,Marty W Mayo,literal,
1444,uri,http://www.wikidata.org/entity/Q89054665,en,literal,Spencer Tassone,literal,
1445,uri,http://www.wikidata.org/entity/Q89091700,en,literal,Alan D Rogol,literal,
1446,uri,http://www.wikidata.org/entity/Q89180917,en,literal,Steven L Gonias,literal,
1447,uri,http://www.wikidata.org/entity/Q89207378,en,literal,Stephen S Rich,literal,
1448,uri,http://www.wikidata.org/entity/Q89372335,en,literal,Rennie Mapp,literal,
1449,uri,http://www.wikidata.org/entity/Q89395007,en,literal,Janet I Warren,literal,
1450,uri,http://www.wikidata.org/entity/Q89416072,en,literal,Sebastian Giudice,literal,
1451,uri,http://www.wikidata.org/entity/Q89430824,en,literal,Alison K Criss,literal,
1452,uri,http://www.wikidata.org/entity/Q89504881,en,literal,Jiwoon Bae,literal,
1453,uri,http://www.wikidata.org/entity/Q89508968,en,literal,C Daniel Meliza,literal,
1454,uri,http://www.wikidata.org/entity/Q89545020,en,literal,Shawn Russell,literal,
1455,uri,http://www.wikidata.org/entity/Q89554847,en,literal,Nicholas D Sidiropoulos,literal,
1456,uri,http://www.wikidata.org/entity/Q89570186,en,literal,Maura C Belanger,literal,
1457,uri,http://www.wikidata.org/entity/Q89690883,en,literal,Ha Do Byon,literal,
1458,uri,http://www.wikidata.org/entity/Q89717615,en,literal,Chris Neale,literal,
1459,uri,http://www.wikidata.org/entity/Q89747872,en,literal,Kyusang Lee,literal,
1460,uri,http://www.wikidata.org/entity/Q89846597,en,literal,Jacob E Walley,literal,
1461,uri,http://www.wikidata.org/entity/Q89872174,en,literal,Meredith Sheil,literal,
1462,uri,http://www.wikidata.org/entity/Q89920968,en,literal,Daniel V. Pitti,literal,
1463,uri,http://www.wikidata.org/entity/Q89982952,en,literal,Richard J Price,literal,
1464,uri,http://www.wikidata.org/entity/Q90014939,en,literal,Scott B Vande Pol,literal,
1465,uri,http://www.wikidata.org/entity/Q90019667,en,literal,Karina Torres-Castro,literal,
1466,uri,http://www.wikidata.org/entity/Q90019672,en,literal,Carlos Honrado,literal,
1467,uri,http://www.wikidata.org/entity/Q90060439,en,literal,Jennifer Burnsed,literal,
1468,uri,http://www.wikidata.org/entity/Q90133452,en,literal,Song Hu,literal,
1469,uri,http://www.wikidata.org/entity/Q90142358,en,literal,Irina Vladimirovna Pavlova,literal,
1470,uri,http://www.wikidata.org/entity/Q90177584,en,literal,Alexander S Krupnick,literal,
1471,uri,http://www.wikidata.org/entity/Q90239824,en,literal,Qijun He,literal,
1472,uri,http://www.wikidata.org/entity/Q90252172,en,literal,Sanford H Feldman,literal,
1473,uri,http://www.wikidata.org/entity/Q90258589,en,literal,K Jane Muir,literal,
1474,uri,http://www.wikidata.org/entity/Q90269438,en,literal,David M. Parichy,literal,
1475,uri,http://www.wikidata.org/entity/Q90331026,en,literal,Yuan-Yuan Zhu,literal,
1476,uri,http://www.wikidata.org/entity/Q90425994,en,literal,Róża K Przanowska,literal,
1477,uri,http://www.wikidata.org/entity/Q90485633,en,literal,Ridwan Alam,literal,
1478,uri,http://www.wikidata.org/entity/Q90587308,en,literal,Alexander Z Chen,literal,
1479,uri,http://www.wikidata.org/entity/Q90603882,en,literal,Amy J Mathers,literal,
1480,uri,http://www.wikidata.org/entity/Q90632511,en,literal,Prasad R Konkalmatt,literal,
1481,uri,http://www.wikidata.org/entity/Q90638403,en,literal,Sara Lu Riggs,literal,
1482,uri,http://www.wikidata.org/entity/Q90776981,en,literal,Philip I Chow,literal,
1483,uri,http://www.wikidata.org/entity/Q90851966,en,literal,Matthew A Reidenbach,literal,
1484,uri,http://www.wikidata.org/entity/Q90894239,en,literal,Maria Beatriz Lopes,literal,
1485,uri,http://www.wikidata.org/entity/Q90942109,en,literal,Jenny J Roe,literal,
1486,uri,http://www.wikidata.org/entity/Q90994717,en,literal,Pamela K Mason,literal,
1487,uri,http://www.wikidata.org/entity/Q91071633,en,literal,Marcel Utz,literal,
1488,uri,http://www.wikidata.org/entity/Q91074280,en,literal,Andrew W L Kinman,literal,
1489,uri,http://www.wikidata.org/entity/Q91190793,en,literal,Joseph P. Allen,literal,
1490,uri,http://www.wikidata.org/entity/Q91259695,en,literal,Jeffrey W Gander,literal,
1491,uri,http://www.wikidata.org/entity/Q91264726,en,literal,Yuichi J Machida,literal,
1492,uri,http://www.wikidata.org/entity/Q91281015,en,literal,Jia Liu,literal,
1493,uri,http://www.wikidata.org/entity/Q91288236,en,literal,Kwon-Sik Park,literal,
1494,uri,http://www.wikidata.org/entity/Q91296579,en,literal,Sedat Ozer,literal,
1495,uri,http://www.wikidata.org/entity/Q91325085,en,literal,Rongxin Fu,literal,
1496,uri,http://www.wikidata.org/entity/Q91328880,en,literal,Carl Knospe,literal,
1497,uri,http://www.wikidata.org/entity/Q91337715,en,literal,Anil Vullikanti,literal,
1498,uri,http://www.wikidata.org/entity/Q91384899,en,literal,Farzad Farnoud,literal,
1499,uri,http://www.wikidata.org/entity/Q91414112,en,literal,Rodrigo Valdes-Rodriguez,literal,
1500,uri,http://www.wikidata.org/entity/Q91520710,en,literal,Kazuki Iida,literal,
1501,uri,http://www.wikidata.org/entity/Q91626961,en,literal,Hanuman P Kalmode,literal,
1502,uri,http://www.wikidata.org/entity/Q91670381,en,literal,Zhongcheng Mei,literal,
1503,uri,http://www.wikidata.org/entity/Q91670385,en,literal,Amir Manafi,literal,
1504,uri,http://www.wikidata.org/entity/Q91670389,en,literal,Anirban Banerjee,literal,
1505,uri,http://www.wikidata.org/entity/Q91670394,en,literal,Bayan Mahgoub,literal,
1506,uri,http://www.wikidata.org/entity/Q91720806,en,literal,Erin R Voss,literal,
1507,uri,http://www.wikidata.org/entity/Q91801786,en,literal,Nasser Mohammed,literal,
1508,uri,http://www.wikidata.org/entity/Q91881205,en,literal,Emily Kathryn Cloyd,literal,
1509,uri,http://www.wikidata.org/entity/Q91951735,en,literal,Shayna L Showalter,literal,
1510,uri,http://www.wikidata.org/entity/Q91970735,en,literal,Megan J. Heise,literal,
1511,uri,http://www.wikidata.org/entity/Q91974870,en,literal,Ali Khalilimeybodi,literal,
1512,uri,http://www.wikidata.org/entity/Q92090812,en,literal,Robert K Nakamoto,literal,
1513,uri,http://www.wikidata.org/entity/Q92141444,en,literal,Wanqing Xie,literal,
1514,uri,http://www.wikidata.org/entity/Q92204053,en,literal,Sarah E Ewald,literal,
1515,uri,http://www.wikidata.org/entity/Q92210642,en,literal,Bethany Jablonski Horton,literal,
1516,uri,http://www.wikidata.org/entity/Q92255967,en,literal,Edward Rojas,literal,
1517,uri,http://www.wikidata.org/entity/Q92263918,en,literal,Dae Joong Kim,literal,
1518,uri,http://www.wikidata.org/entity/Q92306418,en,literal,Brittany A McCormick,literal,
1519,uri,http://www.wikidata.org/entity/Q92353244,en,literal,Vlad Serbulea,literal,
1520,uri,http://www.wikidata.org/entity/Q92445360,en,literal,Gregory Mitchell,literal,
1521,uri,http://www.wikidata.org/entity/Q92450031,en,literal,Patrick E H Jackson,literal,
1522,uri,http://www.wikidata.org/entity/Q92450043,en,literal,Godfrey Dzhivhuho,literal,
1523,uri,http://www.wikidata.org/entity/Q92491034,en,literal,Donald F Hunt,literal,
1524,uri,http://www.wikidata.org/entity/Q92497838,en,literal,Colleen Laurence,literal,
1525,uri,http://www.wikidata.org/entity/Q92501341,en,literal,Kristine M Matson,literal,
1526,uri,http://www.wikidata.org/entity/Q92504094,en,literal,Michael Solis,literal,
1527,uri,http://www.wikidata.org/entity/Q92596580,en,literal,Nicole Swope,literal,
1528,uri,http://www.wikidata.org/entity/Q92653736,en,literal,Erika Ramsdale,literal,
1529,uri,http://www.wikidata.org/entity/Q92823486,en,literal,David C Slawson,literal,
1530,uri,http://www.wikidata.org/entity/Q92827389,en,literal,Fujun Qin,literal,
1531,uri,http://www.wikidata.org/entity/Q92866013,en,literal,Francis H. Smith,literal,
1532,uri,http://www.wikidata.org/entity/Q92963778,en,literal,Lauren C Peres,literal,
1533,uri,http://www.wikidata.org/entity/Q92999562,en,literal,Angie Nishio-Lucar,literal,
1534,uri,http://www.wikidata.org/entity/Q93019718,en,literal,Chad Aldridge,literal,
1535,uri,http://www.wikidata.org/entity/Q93029277,en,literal,Shuo Wei,literal,
1536,uri,http://www.wikidata.org/entity/Q93035103,en,literal,Colby Hall,literal,
1537,uri,http://www.wikidata.org/entity/Q93067299,en,literal,Xueqing Xu,literal,
1538,uri,http://www.wikidata.org/entity/Q93234057,en,literal,Robert Louis Wilken,literal,
1539,uri,http://www.wikidata.org/entity/Q93267150,en,literal,Lester G. Crocker,literal,
1540,uri,http://www.wikidata.org/entity/Q93339194,en,literal,Srishti Gupta,literal,
1541,uri,http://www.wikidata.org/entity/Q94462254,en,literal,Jennifer R Charlton,literal,
1542,uri,http://www.wikidata.org/entity/Q94470783,en,literal,Paul S Hoffman,literal,
1543,uri,http://www.wikidata.org/entity/Q94834375,en,literal,Ralph Cohen,literal,
1544,uri,http://www.wikidata.org/entity/Q94947909,en,literal,Aimee D Potter,literal,
1545,uri,http://www.wikidata.org/entity/Q95005923,en,literal,Kurt Schwerin,literal,
1546,uri,http://www.wikidata.org/entity/Q95511205,en,literal,Jundong Li,literal,
1547,uri,http://www.wikidata.org/entity/Q95625285,en,literal,Caroline R. Amoroso,literal,
1548,uri,http://www.wikidata.org/entity/Q95844214,en,literal,Shunyan Gu,literal,
1549,uri,http://www.wikidata.org/entity/Q95945670,en,literal,Tingting Zhang,literal,
1550,uri,http://www.wikidata.org/entity/Q95947897,en,literal,Prabhakara P Reddi,literal,
1551,uri,http://www.wikidata.org/entity/Q95968016,en,literal,Hao Jiang,literal,
1552,uri,http://www.wikidata.org/entity/Q96049744,en,literal,Mohammad Sadnan Al Manir,literal,
1553,uri,http://www.wikidata.org/entity/Q96091400,en,literal,Daniel B. Quinn,literal,
1554,uri,http://www.wikidata.org/entity/Q96113336,en,literal,Szymon W Kmiecik,literal,
1555,uri,http://www.wikidata.org/entity/Q96118153,en,literal,Jiannan Chen,literal,
1556,uri,http://www.wikidata.org/entity/Q96121896,en,literal,Bhiken I Naik,literal,
1557,uri,http://www.wikidata.org/entity/Q96136292,en,literal,Meagan Belcher Dufrisne,literal,
1558,uri,http://www.wikidata.org/entity/Q96163322,en,literal,Anita Salamon,literal,
1559,uri,http://www.wikidata.org/entity/Q96179584,en,literal,Stephen E. Schneider,literal,
1560,uri,http://www.wikidata.org/entity/Q96190990,en,literal,Ian C Wenker,literal,
1561,uri,http://www.wikidata.org/entity/Q96197730,en,literal,Majid Shafiee-Jood,literal,
1562,uri,http://www.wikidata.org/entity/Q96269794,en,literal,Joshua K Meisner,literal,
1563,uri,http://www.wikidata.org/entity/Q96279640,en,literal,William Hall Goodwin,literal,
1564,uri,http://www.wikidata.org/entity/Q96349383,en,literal,Melissa H Hey,literal,
1565,uri,http://www.wikidata.org/entity/Q96635709,en,literal,Zein-Eddine Meziani,literal,
1566,uri,http://www.wikidata.org/entity/Q96637480,en,literal,Sergei A Egorov,literal,
1567,uri,http://www.wikidata.org/entity/Q96687870,en,literal,Meiyang Cui,literal,
1568,uri,http://www.wikidata.org/entity/Q96757478,en,literal,"James A. Wilkerson, III",literal,
1569,uri,http://www.wikidata.org/entity/Q96769159,en,literal,Christopher J Colvin,literal,
1570,uri,http://www.wikidata.org/entity/Q96952430,en,literal,Prasanna V Balachandran,literal,
1571,uri,http://www.wikidata.org/entity/Q96954771,en,literal,Catherine C Pollack,literal,
1572,uri,http://www.wikidata.org/entity/Q97443703,en,literal,Dmitry V. Bandurin,literal,
1573,uri,http://www.wikidata.org/entity/Q97486433,en,literal,Huong Thi Nguyen,literal,
1574,uri,http://www.wikidata.org/entity/Q97529613,en,literal,Zhongqiu Xie,literal,
1575,uri,http://www.wikidata.org/entity/Q97551157,en,literal,Shannon Patricia Devlin,literal,
