,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,sexgenderLabel.xml:lang,sexgenderLabel.type,sexgenderLabel.value,conditions.type,conditions.value
9158,uri,http://www.wikidata.org/entity/Q95232940,en,literal,Eugene J. Sayfie,en,literal,male,literal,COVID-19
9159,uri,http://www.wikidata.org/entity/Q95250542,en,literal,Donna M. Morrissey,en,literal,female,literal,COVID-19
9160,uri,http://www.wikidata.org/entity/Q95335027,en,literal,Pavla Svrčinová,en,literal,female,literal,COVID-19
9161,uri,http://www.wikidata.org/entity/Q95345195,en,literal,Emilio DiPalma,en,literal,male,literal,COVID-19
9162,uri,http://www.wikidata.org/entity/Q95377523,en,literal,Daniel Kopál,en,literal,male,literal,COVID-19
9163,uri,http://www.wikidata.org/entity/Q95390382,en,literal,Sally Rowley,en,literal,female,literal,COVID-19
9164,uri,http://www.wikidata.org/entity/Q26923897,en,literal,Grayson Murray,en,literal,male,literal,COVID-19
9165,uri,http://www.wikidata.org/entity/Q27051237,en,literal,Lauren Hashian,en,literal,female,literal,COVID-19
9166,uri,http://www.wikidata.org/entity/Q27063617,en,literal,Joe Runions,en,literal,male,literal,COVID-19
9167,uri,http://www.wikidata.org/entity/Q27063858,en,literal,Boris Epshteyn,en,literal,male,literal,COVID-19
9168,uri,http://www.wikidata.org/entity/Q27102350,en,literal,Adrien Ménielle,en,literal,male,literal,COVID-19
9169,uri,http://www.wikidata.org/entity/Q27150666,en,literal,Shingo Kaneko,en,literal,male,literal,COVID-19
9170,uri,http://www.wikidata.org/entity/Q27443318,en,literal,Alvin Kamara,en,literal,male,literal,COVID-19
9171,uri,http://www.wikidata.org/entity/Q27662830,en,literal,Ann Katharine Mitchell,en,literal,female,literal,COVID-19
9172,uri,http://www.wikidata.org/entity/Q27664982,en,literal,"Carlos Falcó, 5th Marquess of Griñón",en,literal,male,literal,COVID-19
9173,uri,http://www.wikidata.org/entity/Q27671184,en,literal,Tanguy Ndombele,en,literal,male,literal,COVID-19
9174,uri,http://www.wikidata.org/entity/Q27733794,en,literal,Westside Gunn,en,literal,male,literal,COVID-19
9175,uri,http://www.wikidata.org/entity/Q27733851,en,literal,Neal Dunn,en,literal,male,literal,COVID-19
9176,uri,http://www.wikidata.org/entity/Q27899325,en,literal,Ronna Romney McDaniel,en,literal,female,literal,COVID-19
9177,uri,http://www.wikidata.org/entity/Q27927442,en,literal,Houssem Aouar,en,literal,male,literal,COVID-19
9178,uri,http://www.wikidata.org/entity/Q27959212,en,literal,Valérie Plante,en,literal,female,literal,COVID-19
9179,uri,http://www.wikidata.org/entity/Q27975838,en,literal,Alice Weidel,en,literal,female,literal,COVID-19
9180,uri,http://www.wikidata.org/entity/Q27990585,en,literal,Katharina Liensberger,en,literal,female,literal,COVID-19
9181,uri,http://www.wikidata.org/entity/Q27996060,en,literal,Stephen Miller,en,literal,male,literal,COVID-19
9182,uri,http://www.wikidata.org/entity/Q27999131,en,literal,Eduardo Santos Itoiz,en,literal,male,literal,COVID-19
9183,uri,http://www.wikidata.org/entity/Q28042615,en,literal,Kovy,en,literal,male,literal,COVID-19
9184,uri,http://www.wikidata.org/entity/Q28062372,en,literal,Jim Smallwood,en,literal,male,literal,COVID-19
9185,uri,http://www.wikidata.org/entity/Q28085727,en,literal,Lucian-Ovidiu Heiuș,en,literal,male,literal,COVID-19
9186,uri,http://www.wikidata.org/entity/Q28325272,en,literal,Brian Miller,en,literal,male,literal,COVID-19
9187,uri,http://www.wikidata.org/entity/Q28377792,en,literal,Patrick Cutrone,en,literal,male,literal,COVID-19
9188,uri,http://www.wikidata.org/entity/Q28419688,en,literal,Yanis Lenne,en,literal,male,literal,COVID-19
9189,uri,http://www.wikidata.org/entity/Q28687829,en,literal,Ken'ya Nagasaka,en,literal,male,literal,COVID-19
9190,uri,http://www.wikidata.org/entity/Q28691784,en,literal,Ryōsuke Hakuyōzan,en,literal,male,literal,COVID-19
9191,uri,http://www.wikidata.org/entity/Q28708192,en,literal,Llorenç Cassi i Morató,en,literal,male,literal,COVID-19
9192,uri,http://www.wikidata.org/entity/Q28712587,en,literal,Mohammad Reza Mansouri,en,literal,male,literal,COVID-19
9193,uri,http://www.wikidata.org/entity/Q28723576,en,literal,Andrew Yang,en,literal,male,literal,COVID-19
9194,uri,http://www.wikidata.org/entity/Q28723650,en,literal,Budi Karya Sumadi,en,literal,male,literal,COVID-19
9195,uri,http://www.wikidata.org/entity/Q28730226,en,literal,Marc Short,en,literal,male,literal,COVID-19
9196,uri,http://www.wikidata.org/entity/Q28810445,en,literal,Michael Porter Jr.,en,literal,male,literal,COVID-19
9197,uri,http://www.wikidata.org/entity/Q28856040,en,literal,Jawad El Yamiq,en,literal,male,literal,COVID-19
9198,uri,http://www.wikidata.org/entity/Q28911587,en,literal,Luis Urías,en,literal,male,literal,COVID-19
9199,uri,http://www.wikidata.org/entity/Q28924895,en,literal,Ben Garrison,en,literal,male,literal,COVID-19
9200,uri,http://www.wikidata.org/entity/Q28967968,en,literal,Fabio Depaoli,en,literal,male,literal,COVID-19
9201,uri,http://www.wikidata.org/entity/Q28968068,en,literal,Mattia Zaccagni,en,literal,male,literal,COVID-19
9202,uri,http://www.wikidata.org/entity/Q28973641,en,literal,David Okereke,en,literal,male,literal,COVID-19
9203,uri,http://www.wikidata.org/entity/Q29033911,en,literal,James Craig,en,literal,male,literal,COVID-19
9204,uri,http://www.wikidata.org/entity/Q29227138,en,literal,King Udoh,en,literal,male,literal,COVID-19
9205,uri,http://www.wikidata.org/entity/Q29292074,en,literal,Jaume Dulsat i Rodríguez,en,literal,male,literal,COVID-19
9206,uri,http://www.wikidata.org/entity/Q29462882,en,literal,Alan Abel,en,literal,male,literal,COVID-19
9207,uri,http://www.wikidata.org/entity/Q29559464,en,literal,Gary L. Thomas,en,literal,male,literal,COVID-19
9208,uri,http://www.wikidata.org/entity/Q29588784,en,literal,Andrew Giuliani,en,literal,male,literal,COVID-19
9209,uri,http://www.wikidata.org/entity/Q29850769,en,literal,Sydney Wiese,en,literal,female,literal,COVID-19
9210,uri,http://www.wikidata.org/entity/Q29863844,en,literal,Amy Coney Barrett,en,literal,female,literal,COVID-19
9211,uri,http://www.wikidata.org/entity/Q29960490,en,literal,Mitch McCarron,en,literal,male,literal,COVID-19
9212,uri,http://www.wikidata.org/entity/Q29962972,en,literal,Josiane Costes,en,literal,female,literal,COVID-19
9213,uri,http://www.wikidata.org/entity/Q29973502,en,literal,Kay Kirkpatrick,en,literal,female,literal,COVID-19
9214,uri,http://www.wikidata.org/entity/Q29986806,en,literal,Dwight Smith Jr.,en,literal,male,literal,COVID-19
9215,uri,http://www.wikidata.org/entity/Q30012733,en,literal,Pavel Fischer,en,literal,male,literal,COVID-19
9216,uri,http://www.wikidata.org/entity/Q30055335,en,literal,Rafael Leão,en,literal,male,literal,COVID-19
9217,uri,http://www.wikidata.org/entity/Q30081749,en,literal,Hadi Khosroshahi,en,literal,male,literal,COVID-19
9218,uri,http://www.wikidata.org/entity/Q30122104,en,literal,Donovan Mitchell,en,literal,male,literal,COVID-19
9219,uri,http://www.wikidata.org/entity/Q30145314,en,literal,Reality Winner,en,literal,female,literal,COVID-19
9220,uri,http://www.wikidata.org/entity/Q30184731,en,literal,Marek Výborný,en,literal,male,literal,COVID-19
9221,uri,http://www.wikidata.org/entity/Q30313806,en,literal,Cameron Champ,en,literal,male,literal,COVID-19
9222,uri,http://www.wikidata.org/entity/Q30320385,en,literal,Walter Robb,en,literal,male,literal,COVID-19
9223,uri,http://www.wikidata.org/entity/Q30322608,en,literal,Laura Loomer,en,literal,female,literal,COVID-19
9224,uri,http://www.wikidata.org/entity/Q30333326,en,literal,Brune Poirson,en,literal,female,literal,COVID-19
9225,uri,http://www.wikidata.org/entity/Q30334352,en,literal,Jean-Hugues Ratenon,en,literal,male,literal,COVID-19
9226,uri,http://www.wikidata.org/entity/Q30341815,en,literal,Carole Bureau-Bonnard,en,literal,female,literal,COVID-19
9227,uri,http://www.wikidata.org/entity/Q30342359,en,literal,Élisabeth Toutut-Picard,en,literal,female,literal,COVID-19
9228,uri,http://www.wikidata.org/entity/Q30343165,en,literal,Guillaume Vuilletet,en,literal,male,literal,COVID-19
9229,uri,http://www.wikidata.org/entity/Q30344568,en,literal,Sandrine Mörch,en,literal,female,literal,COVID-19
9230,uri,http://www.wikidata.org/entity/Q30348935,en,literal,Sylvie Charrière,en,literal,female,literal,COVID-19
9231,uri,http://www.wikidata.org/entity/Q30349124,en,literal,Raphaël Gérard,en,literal,male,literal,COVID-19
9232,uri,http://www.wikidata.org/entity/Q30934020,en,literal,Takumi Nagaishi,en,literal,male,literal,COVID-19
9233,uri,http://www.wikidata.org/entity/Q31186930,en,literal,Puteri Aishah,en,literal,female,literal,COVID-19
9234,uri,http://www.wikidata.org/entity/Q31969862,en,literal,Tibo InShape,en,literal,male,literal,COVID-19
9235,uri,http://www.wikidata.org/entity/Q32829313,en,literal,Dafna Michaelson Jenet,en,literal,female,literal,COVID-19
9236,uri,http://www.wikidata.org/entity/Q33142338,en,literal,Emmanuelle Wargon,en,literal,female,literal,COVID-19
9237,uri,http://www.wikidata.org/entity/Q33230494,en,literal,Agnès Pannier-Runacher,en,literal,female,literal,COVID-19
9238,uri,http://www.wikidata.org/entity/Q33421935,en,literal,Lenni-Kim,en,literal,male,literal,COVID-19
9239,uri,http://www.wikidata.org/entity/Q34331304,en,literal,Patrizia Barbieri,en,literal,female,literal,COVID-19
9240,uri,http://www.wikidata.org/entity/Q35243613,en,literal,Philip Jansen,en,literal,male,literal,COVID-19
9241,uri,http://www.wikidata.org/entity/Q36338926,en,literal,Ali Asghar Monesan,en,literal,male,literal,COVID-19
9242,uri,http://www.wikidata.org/entity/Q36672959,en,literal,Stewart McSweyn,en,literal,male,literal,COVID-19
9243,uri,http://www.wikidata.org/entity/Q36696865,en,literal,Trevoh Chalobah,en,literal,male,literal,COVID-19
9244,uri,http://www.wikidata.org/entity/Q37196258,en,literal,Ibrahim Ramadan,en,literal,male,literal,COVID-19
9245,uri,http://www.wikidata.org/entity/Q37374256,en,literal,Ladislav Dušek,en,literal,male,literal,COVID-19
9246,uri,http://www.wikidata.org/entity/Q38668457,en,literal,Wong Ling Biu,en,literal,male,literal,COVID-19
9247,uri,http://www.wikidata.org/entity/Q38825122,en,literal,Saša Uhlová,en,literal,female,literal,COVID-19
9248,uri,http://www.wikidata.org/entity/Q39058126,en,literal,Anand Mohan Zutshi Gulzar Dehlvi,en,literal,male,literal,COVID-19
9249,uri,http://www.wikidata.org/entity/Q39391943,en,literal,Aleksey Shabunin,en,literal,male,literal,COVID-19
9250,uri,http://www.wikidata.org/entity/Q41187679,en,literal,Luis Madero,en,literal,male,literal,COVID-19
9251,uri,http://www.wikidata.org/entity/Q41775370,en,literal,Jameson Hart,en,literal,male,literal,COVID-19
9252,uri,http://www.wikidata.org/entity/Q41798703,en,literal,Romain Lagarde,en,literal,male,literal,COVID-19
9253,uri,http://www.wikidata.org/entity/Q41932444,en,literal,Jonathan Clauss,en,literal,male,literal,COVID-19
9254,uri,http://www.wikidata.org/entity/Q42081725,en,literal,Tawan Vihokratana,en,literal,male,literal,COVID-19
9255,uri,http://www.wikidata.org/entity/Q42225228,en,literal,Trevor Lawrence,en,literal,male,literal,COVID-19
9256,uri,http://www.wikidata.org/entity/Q42396622,en,literal,Callum Hudson-Odoi,en,literal,male,literal,COVID-19
9257,uri,http://www.wikidata.org/entity/Q42402111,en,literal,Jan Lipavský,en,literal,male,literal,COVID-19
9258,uri,http://www.wikidata.org/entity/Q42571276,en,literal,Gita Ramjee,en,literal,female,literal,COVID-19
9259,uri,http://www.wikidata.org/entity/Q42575425,en,literal,Adam Vojtěch,en,literal,male,literal,COVID-19
9260,uri,http://www.wikidata.org/entity/Q42727330,en,literal,Florin Oancea,en,literal,male,literal,COVID-19
9261,uri,http://www.wikidata.org/entity/Q42770663,en,literal,Keisha Lance Bottoms,en,literal,female,literal,COVID-19
9262,uri,http://www.wikidata.org/entity/Q95886894,en,literal,Davis Begaye,en,literal,male,literal,COVID-19
9263,uri,http://www.wikidata.org/entity/Q95886895,en,literal,Suchendra Singh,en,literal,male,literal,COVID-19
9264,uri,http://www.wikidata.org/entity/Q95886904,en,literal,Edna Saikkonen Alve,en,literal,female,literal,COVID-19
9265,uri,http://www.wikidata.org/entity/Q95886905,en,literal,Stanley M. Cohen,en,literal,male,literal,COVID-19
9266,uri,http://www.wikidata.org/entity/Q95886906,en,literal,Catherine Drouin,en,literal,female,literal,COVID-19
9267,uri,http://www.wikidata.org/entity/Q95886907,en,literal,William G. Bennett,en,literal,male,literal,COVID-19
9268,uri,http://www.wikidata.org/entity/Q95886908,en,literal,Justin Liuba,en,literal,male,literal,COVID-19
9269,uri,http://www.wikidata.org/entity/Q95887280,en,literal,Ross L. Saddlemire,en,literal,male,literal,COVID-19
9270,uri,http://www.wikidata.org/entity/Q95887281,en,literal,Grace Nutland,en,literal,female,literal,COVID-19
9271,uri,http://www.wikidata.org/entity/Q95887282,en,literal,Timothy H. Gray,en,literal,male,literal,COVID-19
9272,uri,http://www.wikidata.org/entity/Q95887291,en,literal,Robert J. LeBlanc,en,literal,male,literal,COVID-19
9273,uri,http://www.wikidata.org/entity/Q95887292,en,literal,Rosemary Ann Hughes,en,literal,female,literal,COVID-19
9274,uri,http://www.wikidata.org/entity/Q95887293,en,literal,Ralph R. Loranger,en,literal,male,literal,COVID-19
9275,uri,http://www.wikidata.org/entity/Q95887294,en,literal,Wee Chu Wong,en,literal,male,literal,COVID-19
9276,uri,http://www.wikidata.org/entity/Q95887295,en,literal,Albert H. Irwin,en,literal,male,literal,COVID-19
9277,uri,http://www.wikidata.org/entity/Q95887303,en,literal,Laurie Appell,en,literal,female,literal,COVID-19
9278,uri,http://www.wikidata.org/entity/Q95887306,en,literal,Jeannette M. Brown,en,literal,female,literal,COVID-19
9279,uri,http://www.wikidata.org/entity/Q95887307,en,literal,David E. Carman,en,literal,male,literal,COVID-19
9280,uri,http://www.wikidata.org/entity/Q95887308,en,literal,Ina Shaw Mirviss,en,literal,female,literal,COVID-19
9281,uri,http://www.wikidata.org/entity/Q95887314,en,literal,Margaret Busha,en,literal,female,literal,COVID-19
9282,uri,http://www.wikidata.org/entity/Q95887321,en,literal,Jerry Alford,en,literal,male,literal,COVID-19
9283,uri,http://www.wikidata.org/entity/Q95887332,en,literal,Marion Lucille Kujda,en,literal,female,literal,COVID-19
9284,uri,http://www.wikidata.org/entity/Q95887363,en,literal,Kimarlee Nguyen,en,literal,female,literal,COVID-19
9285,uri,http://www.wikidata.org/entity/Q95887373,en,literal,Ronaldo Ferrari,en,literal,male,literal,COVID-19
9286,uri,http://www.wikidata.org/entity/Q95887394,en,literal,Loretta Mendoza Dionisio,en,literal,female,literal,COVID-19
9287,uri,http://www.wikidata.org/entity/Q95887418,en,literal,Alan Lund,en,literal,male,literal,COVID-19
9288,uri,http://www.wikidata.org/entity/Q95887419,en,literal,John Cofrancesco,en,literal,male,literal,COVID-19
9289,uri,http://www.wikidata.org/entity/Q95887428,en,literal,Kevin Charles Patz,en,literal,male,literal,COVID-19
9290,uri,http://www.wikidata.org/entity/Q95887430,en,literal,Dave Edwards,en,literal,male,literal,COVID-19
9291,uri,http://www.wikidata.org/entity/Q95887431,en,literal,Theresa Elloie,en,literal,female,literal,COVID-19
9292,uri,http://www.wikidata.org/entity/Q95887434,en,literal,Robert Earl Schaefer,en,literal,male,literal,COVID-19
9293,uri,http://www.wikidata.org/entity/Q95887437,en,literal,Gerald Anthony Morales,en,literal,male,literal,COVID-19
9294,uri,http://www.wikidata.org/entity/Q95887443,en,literal,Frederick Carl Harris,en,literal,male,literal,COVID-19
9295,uri,http://www.wikidata.org/entity/Q95887446,en,literal,Mary Virginia McKeon,en,literal,female,literal,COVID-19
9296,uri,http://www.wikidata.org/entity/Q95887447,en,literal,Andreas Koutsoudakis,en,literal,male,literal,COVID-19
9297,uri,http://www.wikidata.org/entity/Q95887455,en,literal,James Quigley,en,literal,male,literal,COVID-19
9298,uri,http://www.wikidata.org/entity/Q95887457,en,literal,Harvey Bayard,en,literal,male,literal,COVID-19
9299,uri,http://www.wikidata.org/entity/Q95887459,en,literal,Alice Chavdarian,en,literal,female,literal,COVID-19
9300,uri,http://www.wikidata.org/entity/Q95887460,en,literal,Bassey Offiong,en,literal,male,literal,COVID-19
9301,uri,http://www.wikidata.org/entity/Q95887462,en,literal,Jéssica Beatriz Cortez,en,literal,female,literal,COVID-19
9302,uri,http://www.wikidata.org/entity/Q95887469,en,literal,Cedric Dixon,en,literal,male,literal,COVID-19
9303,uri,http://www.wikidata.org/entity/Q95887470,en,literal,Freda Ocran,en,literal,female,literal,COVID-19
9304,uri,http://www.wikidata.org/entity/Q95887472,en,literal,Minette Goff Cooper,en,literal,female,literal,COVID-19
9305,uri,http://www.wikidata.org/entity/Q95887473,en,literal,Joseph Micajah Thomas II,en,literal,male,literal,COVID-19
9306,uri,http://www.wikidata.org/entity/Q95887837,en,literal,Herman Boehm,en,literal,male,literal,COVID-19
9307,uri,http://www.wikidata.org/entity/Q95887838,en,literal,Phillip Thomas,en,literal,male,literal,COVID-19
9308,uri,http://www.wikidata.org/entity/Q95887846,en,literal,Robert M. Weintraub,en,literal,male,literal,COVID-19
9309,uri,http://www.wikidata.org/entity/Q95887854,en,literal,Joseph Yaggi,en,literal,male,literal,COVID-19
9310,uri,http://www.wikidata.org/entity/Q95887862,en,literal,David Reissig,en,literal,male,literal,COVID-19
9311,uri,http://www.wikidata.org/entity/Q95887872,en,literal,Angelo Piro,en,literal,male,literal,COVID-19
9312,uri,http://www.wikidata.org/entity/Q95887899,en,literal,Clair Dunlap,en,literal,male,literal,COVID-19
9313,uri,http://www.wikidata.org/entity/Q95887926,en,literal,Sandra Santos-Vizcaino,en,literal,female,literal,COVID-19
9314,uri,http://www.wikidata.org/entity/Q95887935,en,literal,Roger Eckart,en,literal,male,literal,COVID-19
9315,uri,http://www.wikidata.org/entity/Q95887945,en,literal,Daniel Spector,en,literal,male,literal,COVID-19
9316,uri,http://www.wikidata.org/entity/Q95887947,en,literal,Antonio Checo,en,literal,male,literal,COVID-19
9317,uri,http://www.wikidata.org/entity/Q95887948,en,literal,Albert Petrocelli,en,literal,male,literal,COVID-19
9318,uri,http://www.wikidata.org/entity/Q95887949,en,literal,Florencio Almazo Morán,en,literal,male,literal,COVID-19
9319,uri,http://www.wikidata.org/entity/Q95887951,en,literal,Jesus Roman Melendez,en,literal,male,literal,COVID-19
9320,uri,http://www.wikidata.org/entity/Q95887955,en,literal,Audrey Malone,en,literal,female,literal,COVID-19
9321,uri,http://www.wikidata.org/entity/Q95887961,en,literal,Nancy Ferguson,en,literal,female,literal,COVID-19
9322,uri,http://www.wikidata.org/entity/Q95887962,en,literal,Lucius Hall,en,literal,male,literal,COVID-19
9323,uri,http://www.wikidata.org/entity/Q95887963,en,literal,Glenn Daniel Bellitto,en,literal,male,literal,COVID-19
9324,uri,http://www.wikidata.org/entity/Q95887970,en,literal,Judith Plotkin-Goldberg,en,literal,female,literal,COVID-19
9325,uri,http://www.wikidata.org/entity/Q95887972,en,literal,Coby Adolph,en,literal,male,literal,COVID-19
9326,uri,http://www.wikidata.org/entity/Q95887973,en,literal,Don Whan,en,literal,male,literal,COVID-19
9327,uri,http://www.wikidata.org/entity/Q95887974,en,literal,Albert K. Webster,en,literal,male,literal,COVID-19
9328,uri,http://www.wikidata.org/entity/Q95887975,en,literal,Kevin Masterson,en,literal,male,literal,COVID-19
9329,uri,http://www.wikidata.org/entity/Q95887983,en,literal,Ronald Willenkamp,en,literal,male,literal,COVID-19
9330,uri,http://www.wikidata.org/entity/Q95887985,en,literal,Lloyd Paul Leftwich,en,literal,male,literal,COVID-19
9331,uri,http://www.wikidata.org/entity/Q95887986,en,literal,Ann Kolb,en,literal,female,literal,COVID-19
9332,uri,http://www.wikidata.org/entity/Q95887987,en,literal,Helen Kafkis,en,literal,female,literal,COVID-19
9333,uri,http://www.wikidata.org/entity/Q95887988,en,literal,Julie Butler,en,literal,female,literal,COVID-19
9334,uri,http://www.wikidata.org/entity/Q95887996,en,literal,Ann Youngerman Smoler,en,literal,female,literal,COVID-19
9335,uri,http://www.wikidata.org/entity/Q95887998,en,literal,Thomas J. Waters,en,literal,male,literal,COVID-19
9336,uri,http://www.wikidata.org/entity/Q95887999,en,literal,Kyra Michelle Swartz,en,literal,female,literal,COVID-19
9337,uri,http://www.wikidata.org/entity/Q95888001,en,literal,Eugene Lamar Limbrick,en,literal,male,literal,COVID-19
9338,uri,http://www.wikidata.org/entity/Q95888009,en,literal,June Beverly Hill,en,literal,female,literal,COVID-19
9339,uri,http://www.wikidata.org/entity/Q95888010,en,literal,Kamal Ahmed,en,literal,male,literal,COVID-19
9340,uri,http://www.wikidata.org/entity/Q95888011,en,literal,Raymond Copeland,en,literal,male,literal,COVID-19
9341,uri,http://www.wikidata.org/entity/Q95888012,en,literal,Lester Eber,en,literal,male,literal,COVID-19
9342,uri,http://www.wikidata.org/entity/Q95888013,en,literal,Leo Sreebny,en,literal,male,literal,COVID-19
9343,uri,http://www.wikidata.org/entity/Q95888015,en,literal,Robert Barghaan,en,literal,male,literal,COVID-19
9344,uri,http://www.wikidata.org/entity/Q96459630,en,literal,Michael McIntyre,en,literal,male,literal,COVID-19
9345,uri,http://www.wikidata.org/entity/Q96459633,en,literal,John Charles Diaz,en,literal,male,literal,COVID-19
9346,uri,http://www.wikidata.org/entity/Q96463203,en,literal,John Treen,en,literal,male,literal,COVID-19
9347,uri,http://www.wikidata.org/entity/Q96464297,en,literal,Cathy Apothaker,en,literal,female,literal,COVID-19
9348,uri,http://www.wikidata.org/entity/Q96464298,en,literal,Rosemary Thompson,en,literal,female,literal,COVID-19
9349,uri,http://www.wikidata.org/entity/Q96464300,en,literal,Kathleen Duffy,en,literal,female,literal,COVID-19
9350,uri,http://www.wikidata.org/entity/Q96464301,en,literal,Sylvia Millrood,en,literal,female,literal,COVID-19
9351,uri,http://www.wikidata.org/entity/Q96464302,en,literal,Rosemary W. Tucker,en,literal,female,literal,COVID-19
9352,uri,http://www.wikidata.org/entity/Q96464303,en,literal,Lysa Dawn Robinson,en,literal,female,literal,COVID-19
9353,uri,http://www.wikidata.org/entity/Q96464304,en,literal,Ruth Rosenstock,en,literal,female,literal,COVID-19
9354,uri,http://www.wikidata.org/entity/Q96464305,en,literal,Irene Loretta Cassady,en,literal,female,literal,COVID-19
9355,uri,http://www.wikidata.org/entity/Q96464306,en,literal,Patti Kelly-Peightal,en,literal,female,literal,COVID-19
9356,uri,http://www.wikidata.org/entity/Q96464307,en,literal,Mildred McLean-Terrell,en,literal,female,literal,COVID-19
9357,uri,http://www.wikidata.org/entity/Q96464308,en,literal,Paddy McNichol,en,literal,female,literal,COVID-19
9358,uri,http://www.wikidata.org/entity/Q96464309,en,literal,Karen Kelly,en,literal,female,literal,COVID-19
9359,uri,http://www.wikidata.org/entity/Q96464310,en,literal,Ramona Thomas,en,literal,female,literal,COVID-19
9360,uri,http://www.wikidata.org/entity/Q96464311,en,literal,Peggy Crane,en,literal,female,literal,COVID-19
9361,uri,http://www.wikidata.org/entity/Q96464312,en,literal,Sarah Nader,en,literal,female,literal,COVID-19
9362,uri,http://www.wikidata.org/entity/Q96464313,en,literal,Rochelle King,en,literal,female,literal,COVID-19
9363,uri,http://www.wikidata.org/entity/Q96464314,en,literal,Walter Bohn Sr.,en,literal,male,literal,COVID-19
9364,uri,http://www.wikidata.org/entity/Q96464315,en,literal,Vito A. Cosmo Jr.,en,literal,male,literal,COVID-19
9365,uri,http://www.wikidata.org/entity/Q96464316,en,literal,John F. Murray,en,literal,male,literal,COVID-19
9366,uri,http://www.wikidata.org/entity/Q96464318,en,literal,Avraham MacConnell,en,literal,male,literal,COVID-19
9367,uri,http://www.wikidata.org/entity/Q96464319,en,literal,Craig TenBroeck,en,literal,male,literal,COVID-19
9368,uri,http://www.wikidata.org/entity/Q96464320,en,literal,Luka A. Marano Sr.,en,literal,male,literal,COVID-19
9369,uri,http://www.wikidata.org/entity/Q96464321,en,literal,Richard Cramer,en,literal,male,literal,COVID-19
9370,uri,http://www.wikidata.org/entity/Q96464322,en,literal,Helen B. Days,en,literal,female,literal,COVID-19
9371,uri,http://www.wikidata.org/entity/Q96464323,en,literal,Ronald Jamison,en,literal,male,literal,COVID-19
9372,uri,http://www.wikidata.org/entity/Q96464324,en,literal,William Collins,en,literal,male,literal,COVID-19
9373,uri,http://www.wikidata.org/entity/Q96464325,en,literal,Kevin Bundy Jr.,en,literal,male,literal,COVID-19
9374,uri,http://www.wikidata.org/entity/Q96464326,en,literal,Robert Doubet,en,literal,male,literal,COVID-19
9375,uri,http://www.wikidata.org/entity/Q96464327,en,literal,Francis Dufner,en,literal,male,literal,COVID-19
9376,uri,http://www.wikidata.org/entity/Q96464328,en,literal,Joseph W. Murray,en,literal,male,literal,COVID-19
9377,uri,http://www.wikidata.org/entity/Q96464329,en,literal,Barry Gelman,en,literal,male,literal,COVID-19
9378,uri,http://www.wikidata.org/entity/Q96464330,en,literal,Hal Stein,en,literal,male,literal,COVID-19
9379,uri,http://www.wikidata.org/entity/Q96464331,en,literal,L. Theodore Lawrence Jr.,en,literal,male,literal,COVID-19
9380,uri,http://www.wikidata.org/entity/Q96464333,en,literal,James Fraser,en,literal,male,literal,COVID-19
9381,uri,http://www.wikidata.org/entity/Q96464334,en,literal,Charles Johnson,en,literal,male,literal,COVID-19
9382,uri,http://www.wikidata.org/entity/Q96464335,en,literal,Richard Coppola,en,literal,male,literal,COVID-19
9383,uri,http://www.wikidata.org/entity/Q96464337,en,literal,Bob Griffith,en,literal,male,literal,COVID-19
9384,uri,http://www.wikidata.org/entity/Q96464338,en,literal,Bernice Teller,en,literal,female,literal,COVID-19
9385,uri,http://www.wikidata.org/entity/Q96464340,en,literal,Jasper Daniels Jr.,en,literal,male,literal,COVID-19
9386,uri,http://www.wikidata.org/entity/Q96464341,en,literal,Dennis Small Jr.,en,literal,male,literal,COVID-19
9387,uri,http://www.wikidata.org/entity/Q96464342,en,literal,Joe Perrott,en,literal,male,literal,COVID-19
9388,uri,http://www.wikidata.org/entity/Q96464343,en,literal,George Schneider,en,literal,male,literal,COVID-19
9389,uri,http://www.wikidata.org/entity/Q96464344,en,literal,Edward Horowitz,en,literal,male,literal,COVID-19
9390,uri,http://www.wikidata.org/entity/Q96464345,en,literal,Joe Tunney,en,literal,male,literal,COVID-19
9391,uri,http://www.wikidata.org/entity/Q96464346,en,literal,Mary Schneider,en,literal,female,literal,COVID-19
9392,uri,http://www.wikidata.org/entity/Q96464430,en,literal,June McIntyre,en,literal,female,literal,COVID-19
9393,uri,http://www.wikidata.org/entity/Q96464431,en,literal,Lena Sims,en,literal,female,literal,COVID-19
9394,uri,http://www.wikidata.org/entity/Q96464432,en,literal,Eric M. Gore,en,literal,male,literal,COVID-19
9395,uri,http://www.wikidata.org/entity/Q96464433,en,literal,Brian Holcomb,en,literal,male,literal,COVID-19
9396,uri,http://www.wikidata.org/entity/Q96464435,en,literal,Richard Aronson,en,literal,male,literal,COVID-19
9397,uri,http://www.wikidata.org/entity/Q96464437,en,literal,Theodore Nixon,en,literal,male,literal,COVID-19
9398,uri,http://www.wikidata.org/entity/Q96470807,en,literal,Lynika Strozier,en,literal,female,literal,COVID-19
9399,uri,http://www.wikidata.org/entity/Q96473280,en,literal,Mary Wilson,en,literal,female,literal,COVID-19
9400,uri,http://www.wikidata.org/entity/Q96758818,en,literal,Mohamed Larbi Belcaid,en,literal,male,literal,COVID-19
9401,uri,http://www.wikidata.org/entity/Q96880237,en,literal,Claudia Conway,en,literal,female,literal,COVID-19
